from	to	weight
3295	3336	0.25
3295	3345	1.0
3295	3350	0.333333333333
3295	3359	0.333333333333
3295	3371	0.5
3295	3390	1.0
3295	3420	1.0
3295	5364	0.5
3295	5616	0.5
3295	5673	1.0
3297	3318	1.0
3297	3336	0.25
3297	3345	1.0
3297	3350	0.333333333333
3297	3359	0.333333333333
3297	3371	0.5
3297	3390	1.0
3297	3420	1.0
3297	5364	0.5
3297	5616	0.5
3297	5673	1.0
3318	3336	0.25
3318	3345	1.0
3318	3350	0.333333333333
3318	3359	0.333333333333
3318	3371	0.5
3318	3390	1.0
3318	3420	1.0
3318	5364	0.5
3318	5616	0.5
3318	5673	1.0
3336	3345	0.25
3336	3350	0.25
3336	3359	0.25
3336	3371	0.25
3336	3390	0.25
3336	3420	0.25
3336	5364	0.25
3336	5616	0.25
3336	5673	0.25
3345	3350	0.333333333333
3345	3359	0.333333333333
3345	3371	0.5
3345	3390	1.0
3345	3420	1.0
3345	5364	0.5
3345	5616	0.5
3345	5673	1.0
3350	3359	0.333333333333
3350	3371	0.333333333333
3350	3390	0.333333333333
3350	3420	0.333333333333
3350	5364	0.333333333333
3350	5616	0.333333333333
3350	5673	0.333333333333
3359	3371	0.333333333333
3359	3390	0.333333333333
3359	3420	0.333333333333
3359	5364	0.333333333333
3359	5616	0.333333333333
3359	5673	0.333333333333
3371	3390	0.5
3371	3420	0.5
3371	5364	0.5
3371	5616	0.5
3371	5673	0.5
3390	3420	1.0
3390	5364	0.5
3390	5616	0.5
3390	5673	1.0
3420	5364	0.5
3420	5616	0.5
3420	5673	1.0
5364	5616	0.5
5364	5673	0.5
5616	5673	0.5
2776	3087	0.333333333333
2776	3308	0.333333333333
2776	3326	0.333333333333
2776	3331	0.333333333333
2776	3332	0.333333333333
2776	3333	0.333333333333
2776	3334	0.333333333333
2776	3335	0.333333333333
2776	3336	0.25
2776	3337	0.333333333333
2776	3343	0.333333333333
2776	3346	0.333333333333
2776	3348	0.333333333333
2776	3350	0.333333333333
2776	3356	0.333333333333
2776	3358	0.333333333333
2776	3359	0.333333333333
2776	3361	0.333333333333
2776	3362	0.333333333333
2776	3419	0.333333333333
2776	3436	0.333333333333
2776	4456	0.333333333333
2776	5364	0.333333333333
2776	5626	0.333333333333
3087	3308	1.0
3087	3326	1.0
3087	3331	1.0
3087	3332	1.0
3087	3333	0.5
3087	3334	1.0
3087	3335	1.0
3087	3336	0.25
3087	3337	1.0
3087	3343	1.0
3087	3346	1.0
3087	3348	1.0
3087	3350	0.333333333333
3087	3356	1.0
3087	3358	1.0
3087	3359	0.333333333333
3087	3361	1.0
3087	3362	1.0
3087	3419	1.0
3087	3436	1.0
3087	4456	0.333333333333
3087	5364	0.5
3087	5626	0.5
3308	3326	1.0
3308	3331	1.0
3308	3332	1.0
3308	3333	0.5
3308	3334	1.0
3308	3335	1.0
3308	3336	0.25
3308	3337	1.0
3308	3343	1.0
3308	3346	1.0
3308	3348	1.0
3308	3350	0.333333333333
3308	3356	1.0
3308	3358	1.0
3308	3359	0.333333333333
3308	3361	1.0
3308	3362	1.0
3308	3419	1.0
3308	3436	1.0
3308	4456	0.333333333333
3308	5364	0.5
3308	5626	0.5
3326	3331	1.0
3326	3332	1.0
3326	3333	0.5
3326	3334	1.0
3326	3335	1.0
3326	3336	0.25
3326	3337	1.0
3326	3343	1.0
3326	3346	1.0
3326	3348	1.0
3326	3350	0.333333333333
3326	3356	1.0
3326	3358	1.0
3326	3359	0.333333333333
3326	3361	1.0
3326	3362	1.0
3326	3419	1.0
3326	3436	1.0
3326	4456	0.333333333333
3326	5364	0.5
3326	5626	0.5
3331	3332	1.0
3331	3333	0.5
3331	3334	1.0
3331	3335	1.0
3331	3336	0.25
3331	3337	1.0
3331	3343	1.0
3331	3346	1.0
3331	3348	1.0
3331	3350	0.333333333333
3331	3356	1.0
3331	3358	1.0
3331	3359	0.333333333333
3331	3361	1.0
3331	3362	1.0
3331	3419	1.0
3331	3436	1.0
3331	4456	0.333333333333
3331	5364	0.5
3331	5626	0.5
3332	3333	0.5
3332	3334	1.0
3332	3335	1.0
3332	3336	0.25
3332	3337	1.0
3332	3343	1.0
3332	3346	1.0
3332	3348	1.0
3332	3350	0.333333333333
3332	3356	1.0
3332	3358	1.0
3332	3359	0.333333333333
3332	3361	1.0
3332	3362	1.0
3332	3419	1.0
3332	3436	1.0
3332	4456	0.333333333333
3332	5364	0.5
3332	5626	0.5
3333	3334	0.5
3333	3335	0.5
3333	3336	0.25
3333	3337	0.5
3333	3343	0.5
3333	3346	0.5
3333	3348	0.5
3333	3350	0.333333333333
3333	3356	0.5
3333	3358	0.5
3333	3359	0.333333333333
3333	3361	0.5
3333	3362	0.5
3333	3419	0.5
3333	3436	0.5
3333	4456	0.333333333333
3333	5364	0.5
3333	5626	0.5
3334	3335	1.0
3334	3336	0.25
3334	3337	1.0
3334	3343	1.0
3334	3346	1.0
3334	3348	1.0
3334	3350	0.333333333333
3334	3356	1.0
3334	3358	1.0
3334	3359	0.333333333333
3334	3361	1.0
3334	3362	1.0
3334	3419	1.0
3334	3436	1.0
3334	4456	0.333333333333
3334	5364	0.5
3334	5626	0.5
3335	3336	0.25
3335	3337	1.0
3335	3343	1.0
3335	3346	1.0
3335	3348	1.0
3335	3350	0.333333333333
3335	3356	1.0
3335	3358	1.0
3335	3359	0.333333333333
3335	3361	1.0
3335	3362	1.0
3335	3419	1.0
3335	3436	1.0
3335	4456	0.333333333333
3335	5364	0.5
3335	5626	0.5
3336	3337	0.25
3336	3343	0.25
3336	3346	0.25
3336	3348	0.25
3336	3350	0.25
3336	3356	0.25
3336	3358	0.25
3336	3359	0.25
3336	3361	0.25
3336	3362	0.25
3336	3419	0.25
3336	3436	0.25
3336	4456	0.25
3336	5364	0.25
3336	5626	0.25
3337	3343	1.0
3337	3346	1.0
3337	3348	1.0
3337	3350	0.333333333333
3337	3356	1.0
3337	3358	1.0
3337	3359	0.333333333333
3337	3361	1.0
3337	3362	1.0
3337	3419	1.0
3337	3436	1.0
3337	4456	0.333333333333
3337	5364	0.5
3337	5626	0.5
3343	3346	1.0
3343	3348	1.0
3343	3350	0.333333333333
3343	3356	1.0
3343	3358	1.0
3343	3359	0.333333333333
3343	3361	1.0
3343	3362	1.0
3343	3419	1.0
3343	3436	1.0
3343	4456	0.333333333333
3343	5364	0.5
3343	5626	0.5
3346	3348	1.0
3346	3350	0.333333333333
3346	3356	1.0
3346	3358	1.0
3346	3359	0.333333333333
3346	3361	1.0
3346	3362	1.0
3346	3419	1.0
3346	3436	1.0
3346	4456	0.333333333333
3346	5364	0.5
3346	5626	0.5
3348	3350	0.333333333333
3348	3356	1.0
3348	3358	1.0
3348	3359	0.333333333333
3348	3361	1.0
3348	3362	1.0
3348	3419	1.0
3348	3436	1.0
3348	4456	0.333333333333
3348	5364	0.5
3348	5626	0.5
3350	3356	0.333333333333
3350	3358	0.333333333333
3350	3359	0.333333333333
3350	3361	0.333333333333
3350	3362	0.333333333333
3350	3419	0.333333333333
3350	3436	0.333333333333
3350	4456	0.333333333333
3350	5364	0.333333333333
3350	5626	0.333333333333
3356	3358	1.0
3356	3359	0.333333333333
3356	3361	1.0
3356	3362	1.0
3356	3419	1.0
3356	3436	1.0
3356	4456	0.333333333333
3356	5364	0.5
3356	5626	0.5
3358	3359	0.333333333333
3358	3361	1.0
3358	3362	1.0
3358	3419	1.0
3358	3436	1.0
3358	4456	0.333333333333
3358	5364	0.5
3358	5626	0.5
3359	3361	0.333333333333
3359	3362	0.333333333333
3359	3419	0.333333333333
3359	3436	0.333333333333
3359	4456	0.333333333333
3359	5364	0.333333333333
3359	5626	0.333333333333
3361	3362	1.0
3361	3419	1.0
3361	3436	1.0
3361	4456	0.333333333333
3361	5364	0.5
3361	5626	0.5
3362	3419	1.0
3362	3436	1.0
3362	4456	0.333333333333
3362	5364	0.5
3362	5626	0.5
3419	3436	1.0
3419	4456	0.333333333333
3419	5364	0.5
3419	5626	0.5
3436	4456	0.333333333333
3436	5364	0.5
3436	5626	0.5
4456	5364	0.333333333333
4456	5626	0.333333333333
5364	5626	0.5
2527	2548	1.0
2527	2725	1.0
2527	2756	1.0
2527	2761	1.0
2527	2773	1.0
2527	2779	1.0
2527	3034	0.5
2527	3076	1.0
2527	3102	1.0
2527	3113	1.0
2527	3136	1.0
2527	3156	0.5
2527	3205	1.0
2527	3265	1.0
2527	3342	0.333333333333
2527	3365	0.5
2527	3858	1.0
2527	3902	1.0
2527	3948	0.5
2527	3957	0.5
2527	4910	1.0
2527	5498	1.0
2527	5654	1.0
2548	2725	1.0
2548	2756	1.0
2548	2761	1.0
2548	2773	1.0
2548	2779	1.0
2548	3034	0.5
2548	3076	1.0
2548	3102	1.0
2548	3113	1.0
2548	3136	1.0
2548	3156	0.5
2548	3205	1.0
2548	3265	1.0
2548	3342	0.333333333333
2548	3365	0.5
2548	3858	1.0
2548	3902	1.0
2548	3948	0.5
2548	3957	0.5
2548	4910	1.0
2548	5498	1.0
2548	5654	1.0
2725	2756	1.0
2725	2761	1.0
2725	2773	1.0
2725	2779	1.0
2725	3034	0.5
2725	3076	1.0
2725	3102	1.0
2725	3113	1.0
2725	3136	1.0
2725	3156	0.5
2725	3205	1.0
2725	3265	1.0
2725	3342	0.333333333333
2725	3365	0.5
2725	3858	1.0
2725	3902	1.0
2725	3948	0.5
2725	3957	0.5
2725	4910	1.0
2725	5498	1.0
2725	5654	1.0
2756	2761	1.0
2756	2773	1.0
2756	2779	1.0
2756	3034	0.5
2756	3076	1.0
2756	3102	1.0
2756	3113	1.0
2756	3136	1.0
2756	3156	0.5
2756	3205	1.0
2756	3265	1.0
2756	3342	0.333333333333
2756	3365	0.5
2756	3858	1.0
2756	3902	1.0
2756	3948	0.5
2756	3957	0.5
2756	4910	1.0
2756	5498	1.0
2756	5654	1.0
2761	2773	1.0
2761	2779	1.0
2761	3034	0.5
2761	3076	1.0
2761	3102	1.0
2761	3113	1.0
2761	3136	1.0
2761	3156	0.5
2761	3205	1.0
2761	3265	1.0
2761	3342	0.333333333333
2761	3365	0.5
2761	3858	1.0
2761	3902	1.0
2761	3948	0.5
2761	3957	0.5
2761	4910	1.0
2761	5498	1.0
2761	5654	1.0
2773	2779	1.0
2773	3034	0.5
2773	3076	1.0
2773	3102	1.0
2773	3113	1.0
2773	3136	1.0
2773	3156	0.5
2773	3205	1.0
2773	3265	1.0
2773	3342	0.333333333333
2773	3365	0.5
2773	3858	1.0
2773	3902	1.0
2773	3948	0.5
2773	3957	0.5
2773	4910	1.0
2773	5498	1.0
2773	5654	1.0
2779	3034	0.5
2779	3076	1.0
2779	3102	1.0
2779	3113	1.0
2779	3136	1.0
2779	3156	0.5
2779	3205	1.0
2779	3265	1.0
2779	3342	0.333333333333
2779	3365	0.5
2779	3858	1.0
2779	3902	1.0
2779	3948	0.5
2779	3957	0.5
2779	4910	1.0
2779	5498	1.0
2779	5654	1.0
3034	3076	0.5
3034	3102	0.5
3034	3113	0.5
3034	3136	0.5
3034	3156	0.5
3034	3205	0.5
3034	3265	0.5
3034	3342	0.333333333333
3034	3365	0.5
3034	3858	0.5
3034	3902	0.5
3034	3948	0.5
3034	3957	0.5
3034	4910	0.5
3034	5498	0.5
3034	5654	0.5
3076	3102	1.0
3076	3113	1.0
3076	3136	1.0
3076	3156	0.5
3076	3205	1.0
3076	3265	1.0
3076	3342	0.333333333333
3076	3365	0.5
3076	3858	1.0
3076	3902	1.0
3076	3948	0.5
3076	3957	0.5
3076	4910	1.0
3076	5498	1.0
3076	5654	1.0
3102	3113	1.0
3102	3136	1.0
3102	3156	0.5
3102	3205	1.0
3102	3265	1.0
3102	3342	0.333333333333
3102	3365	0.5
3102	3858	1.0
3102	3902	1.0
3102	3948	0.5
3102	3957	0.5
3102	4910	1.0
3102	5498	1.0
3102	5654	1.0
3113	3136	1.0
3113	3156	0.5
3113	3205	1.0
3113	3265	1.0
3113	3342	0.333333333333
3113	3365	0.5
3113	3858	1.0
3113	3902	1.0
3113	3948	0.5
3113	3957	0.5
3113	4910	1.0
3113	5498	1.0
3113	5654	1.0
3136	3156	0.5
3136	3205	1.0
3136	3265	1.0
3136	3342	0.333333333333
3136	3365	0.5
3136	3858	1.0
3136	3902	1.0
3136	3948	0.5
3136	3957	0.5
3136	4910	1.0
3136	5498	1.0
3136	5654	1.0
3156	3205	0.5
3156	3265	0.5
3156	3342	0.333333333333
3156	3365	0.5
3156	3858	0.5
3156	3902	0.5
3156	3948	0.5
3156	3957	0.5
3156	4910	0.5
3156	5498	0.5
3156	5654	0.5
3205	3265	1.0
3205	3342	0.333333333333
3205	3365	0.5
3205	3858	1.0
3205	3902	1.0
3205	3948	0.5
3205	3957	0.5
3205	4910	1.0
3205	5498	1.0
3205	5654	1.0
3265	3342	0.333333333333
3265	3365	0.5
3265	3858	1.0
3265	3902	1.0
3265	3948	0.5
3265	3957	0.5
3265	4910	1.0
3265	5498	1.0
3265	5654	1.0
3342	3365	0.333333333333
3342	3858	0.333333333333
3342	3902	0.333333333333
3342	3948	0.333333333333
3342	3957	0.333333333333
3342	4910	0.333333333333
3342	5498	0.333333333333
3342	5654	0.333333333333
3365	3858	0.5
3365	3902	0.5
3365	3948	0.5
3365	3957	0.5
3365	4910	0.5
3365	5498	0.5
3365	5654	0.5
3858	3902	1.0
3858	3948	0.5
3858	3957	0.5
3858	4910	1.0
3858	5498	1.0
3858	5654	1.0
3902	3948	0.5
3902	3957	0.5
3902	4910	1.0
3902	5498	1.0
3902	5654	1.0
3948	3957	0.5
3948	4910	0.5
3948	5498	0.5
3948	5654	0.5
3957	4910	0.5
3957	5498	0.5
3957	5654	0.5
4910	5498	1.0
4910	5654	1.0
5498	5654	1.0
2755	2821	1.0
1231	1369	0.5
1231	2457	0.5
1231	2776	0.333333333333
1231	3153	0.5
1231	3289	0.5
1231	3342	0.333333333333
1231	3365	0.5
1231	3961	0.5
1231	5619	0.5
1231	607	0.5
1231	887	0.5
1369	2457	0.5
1369	2776	0.333333333333
1369	3153	0.5
1369	3289	0.5
1369	3342	0.333333333333
1369	3365	0.5
1369	3961	0.5
1369	5619	0.5
1369	607	0.5
1369	887	0.5
2457	2776	0.333333333333
2457	3153	0.5
2457	3289	0.5
2457	3342	0.333333333333
2457	3365	0.5
2457	3961	0.5
2457	5619	0.5
2457	607	0.5
2457	887	0.5
2776	3153	0.333333333333
2776	3289	0.333333333333
2776	3342	0.333333333333
2776	3365	0.333333333333
2776	3961	0.333333333333
2776	5619	0.333333333333
2776	607	0.333333333333
2776	887	0.333333333333
3153	3289	0.5
3153	3342	0.333333333333
3153	3365	0.5
3153	3961	0.5
3153	5619	0.5
3153	607	0.5
3153	887	0.5
3289	3342	0.333333333333
3289	3365	0.5
3289	3961	0.5
3289	5619	0.5
3289	607	0.5
3289	887	0.5
3342	3365	0.333333333333
3342	3961	0.333333333333
3342	5619	0.333333333333
3342	607	0.333333333333
3342	887	0.333333333333
3365	3961	0.5
3365	5619	0.5
3365	607	0.5
3365	887	0.5
3961	5619	0.5
3961	607	0.5
3961	887	0.5
5619	607	0.5
5619	887	0.5
607	887	0.5
2530	3031	1.0
2530	3351	1.0
3031	3351	1.0
2993	3078	1.0
2993	3109	0.5
2993	3264	0.5
3078	3109	0.5
3078	3264	0.5
3109	3264	0.5
2672	2690	1.0
2672	3177	1.0
2690	3177	1.0
2687	3197	1.0
1231	2457	0.5
1231	2616	0.5
1231	2618	0.5
1231	2619	0.5
1231	2620	0.5
1231	2628	0.5
1231	2633	0.5
1231	2634	0.5
1231	2757	0.5
1231	2776	0.333333333333
1231	2778	0.5
1231	2826	0.5
1231	2873	0.5
1231	3066	0.5
1231	3083	0.5
1231	3097	0.5
1231	3110	0.5
1231	3115	0.5
1231	3120	0.5
1231	3121	0.5
1231	3128	0.5
1231	3153	0.5
1231	3196	0.5
1231	3249	0.5
1231	3252	0.333333333333
1231	3254	0.5
1231	3255	0.5
1231	3256	0.5
1231	3257	0.5
1231	3259	0.5
1231	3330	0.5
1231	3333	0.5
1231	3336	0.25
1231	3350	0.333333333333
1231	3359	0.333333333333
1231	3371	0.5
1231	3748	0.5
1231	4575	0.5
1231	4908	0.5
1231	5361	0.5
1231	5366	0.5
1231	5371	0.5
1231	5372	0.5
1231	5616	0.5
2457	2616	0.5
2457	2618	0.5
2457	2619	0.5
2457	2620	0.5
2457	2628	0.5
2457	2633	0.5
2457	2634	0.5
2457	2757	0.5
2457	2776	0.333333333333
2457	2778	0.5
2457	2826	0.5
2457	2873	0.5
2457	3066	0.5
2457	3083	0.5
2457	3097	0.5
2457	3110	0.5
2457	3115	0.5
2457	3120	0.5
2457	3121	0.5
2457	3128	0.5
2457	3153	0.5
2457	3196	0.5
2457	3249	0.5
2457	3252	0.333333333333
2457	3254	0.5
2457	3255	0.5
2457	3256	0.5
2457	3257	0.5
2457	3259	0.5
2457	3330	0.5
2457	3333	0.5
2457	3336	0.25
2457	3350	0.333333333333
2457	3359	0.333333333333
2457	3371	0.5
2457	3748	0.5
2457	4575	0.5
2457	4908	0.5
2457	5361	0.5
2457	5366	0.5
2457	5371	0.5
2457	5372	0.5
2457	5616	0.5
2616	2618	1.0
2616	2619	1.0
2616	2620	1.0
2616	2628	0.5
2616	2633	1.0
2616	2634	1.0
2616	2757	1.0
2616	2776	0.333333333333
2616	2778	1.0
2616	2826	1.0
2616	2873	1.0
2616	3066	0.5
2616	3083	1.0
2616	3097	1.0
2616	3110	1.0
2616	3115	1.0
2616	3120	1.0
2616	3121	1.0
2616	3128	1.0
2616	3153	0.5
2616	3196	1.0
2616	3249	1.0
2616	3252	0.333333333333
2616	3254	1.0
2616	3255	1.0
2616	3256	1.0
2616	3257	1.0
2616	3259	1.0
2616	3330	1.0
2616	3333	0.5
2616	3336	0.25
2616	3350	0.333333333333
2616	3359	0.333333333333
2616	3371	0.5
2616	3748	0.5
2616	4575	1.0
2616	4908	1.0
2616	5361	1.0
2616	5366	1.0
2616	5371	1.0
2616	5372	1.0
2616	5616	0.5
2618	2619	1.0
2618	2620	1.0
2618	2628	0.5
2618	2633	1.0
2618	2634	1.0
2618	2757	1.0
2618	2776	0.333333333333
2618	2778	1.0
2618	2826	1.0
2618	2873	1.0
2618	3066	0.5
2618	3083	1.0
2618	3097	1.0
2618	3110	1.0
2618	3115	1.0
2618	3120	1.0
2618	3121	1.0
2618	3128	1.0
2618	3153	0.5
2618	3196	1.0
2618	3249	1.0
2618	3252	0.333333333333
2618	3254	1.0
2618	3255	1.0
2618	3256	1.0
2618	3257	1.0
2618	3259	1.0
2618	3330	1.0
2618	3333	0.5
2618	3336	0.25
2618	3350	0.333333333333
2618	3359	0.333333333333
2618	3371	0.5
2618	3748	0.5
2618	4575	1.0
2618	4908	1.0
2618	5361	1.0
2618	5366	1.0
2618	5371	1.0
2618	5372	1.0
2618	5616	0.5
2619	2620	1.0
2619	2628	0.5
2619	2633	1.0
2619	2634	1.0
2619	2757	1.0
2619	2776	0.333333333333
2619	2778	1.0
2619	2826	1.0
2619	2873	1.0
2619	3066	0.5
2619	3083	1.0
2619	3097	1.0
2619	3110	1.0
2619	3115	1.0
2619	3120	1.0
2619	3121	1.0
2619	3128	1.0
2619	3153	0.5
2619	3196	1.0
2619	3249	1.0
2619	3252	0.333333333333
2619	3254	1.0
2619	3255	1.0
2619	3256	1.0
2619	3257	1.0
2619	3259	1.0
2619	3330	1.0
2619	3333	0.5
2619	3336	0.25
2619	3350	0.333333333333
2619	3359	0.333333333333
2619	3371	0.5
2619	3748	0.5
2619	4575	1.0
2619	4908	1.0
2619	5361	1.0
2619	5366	1.0
2619	5371	1.0
2619	5372	1.0
2619	5616	0.5
2620	2628	0.5
2620	2633	1.0
2620	2634	1.0
2620	2757	1.0
2620	2776	0.333333333333
2620	2778	1.0
2620	2826	1.0
2620	2873	1.0
2620	3066	0.5
2620	3083	1.0
2620	3097	1.0
2620	3110	1.0
2620	3115	1.0
2620	3120	1.0
2620	3121	1.0
2620	3128	1.0
2620	3153	0.5
2620	3196	1.0
2620	3249	1.0
2620	3252	0.333333333333
2620	3254	1.0
2620	3255	1.0
2620	3256	1.0
2620	3257	1.0
2620	3259	1.0
2620	3330	1.0
2620	3333	0.5
2620	3336	0.25
2620	3350	0.333333333333
2620	3359	0.333333333333
2620	3371	0.5
2620	3748	0.5
2620	4575	1.0
2620	4908	1.0
2620	5361	1.0
2620	5366	1.0
2620	5371	1.0
2620	5372	1.0
2620	5616	0.5
2628	2633	0.5
2628	2634	0.5
2628	2757	0.5
2628	2776	0.333333333333
2628	2778	0.5
2628	2826	0.5
2628	2873	0.5
2628	3066	0.5
2628	3083	0.5
2628	3097	0.5
2628	3110	0.5
2628	3115	0.5
2628	3120	0.5
2628	3121	0.5
2628	3128	0.5
2628	3153	0.5
2628	3196	0.5
2628	3249	0.5
2628	3252	0.333333333333
2628	3254	0.5
2628	3255	0.5
2628	3256	0.5
2628	3257	0.5
2628	3259	0.5
2628	3330	0.5
2628	3333	0.5
2628	3336	0.25
2628	3350	0.333333333333
2628	3359	0.333333333333
2628	3371	0.5
2628	3748	0.5
2628	4575	0.5
2628	4908	0.5
2628	5361	0.5
2628	5366	0.5
2628	5371	0.5
2628	5372	0.5
2628	5616	0.5
2633	2634	1.0
2633	2757	1.0
2633	2776	0.333333333333
2633	2778	1.0
2633	2826	1.0
2633	2873	1.0
2633	3066	0.5
2633	3083	1.0
2633	3097	1.0
2633	3110	1.0
2633	3115	1.0
2633	3120	1.0
2633	3121	1.0
2633	3128	1.0
2633	3153	0.5
2633	3196	1.0
2633	3249	1.0
2633	3252	0.333333333333
2633	3254	1.0
2633	3255	1.0
2633	3256	1.0
2633	3257	1.0
2633	3259	1.0
2633	3330	1.0
2633	3333	0.5
2633	3336	0.25
2633	3350	0.333333333333
2633	3359	0.333333333333
2633	3371	0.5
2633	3748	0.5
2633	4575	1.0
2633	4908	1.0
2633	5361	1.0
2633	5366	1.0
2633	5371	1.0
2633	5372	1.0
2633	5616	0.5
2634	2757	1.0
2634	2776	0.333333333333
2634	2778	1.0
2634	2826	1.0
2634	2873	1.0
2634	3066	0.5
2634	3083	1.0
2634	3097	1.0
2634	3110	1.0
2634	3115	1.0
2634	3120	1.0
2634	3121	1.0
2634	3128	1.0
2634	3153	0.5
2634	3196	1.0
2634	3249	1.0
2634	3252	0.333333333333
2634	3254	1.0
2634	3255	1.0
2634	3256	1.0
2634	3257	1.0
2634	3259	1.0
2634	3330	1.0
2634	3333	0.5
2634	3336	0.25
2634	3350	0.333333333333
2634	3359	0.333333333333
2634	3371	0.5
2634	3748	0.5
2634	4575	1.0
2634	4908	1.0
2634	5361	1.0
2634	5366	1.0
2634	5371	1.0
2634	5372	1.0
2634	5616	0.5
2757	2776	0.333333333333
2757	2778	1.0
2757	2826	1.0
2757	2873	1.0
2757	3066	0.5
2757	3083	1.0
2757	3097	1.0
2757	3110	1.0
2757	3115	1.0
2757	3120	1.0
2757	3121	1.0
2757	3128	1.0
