Target	Isolate	SummmaryScore	NumberTested	IsolateGenus	IsolatePhylum	IsolateGenus_with_SampleSize
Gram Negative	LK549	0.3333333333333333	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK550	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK551	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK552	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK553	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK555	0.2222222222222222	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK556	0.1111111111111111	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK557	0.0	9	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Negative	LK560	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK561	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK567	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK569	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK570	0.4444444444444444	9	Raoultella	Pseudomonadota	Raoultella (n=1)
Gram Negative	LK571	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK572	0.2222222222222222	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK574	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK579	0.2222222222222222	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK580	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK581	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK583	0.3333333333333333	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK585	0.1111111111111111	9	Bacillus	Bacillota	Bacillus (n=9)
Gram Negative	LK586	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK587	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK588	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK590	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK591	0.2222222222222222	9	Enterobacter	Pseudomonadota	Enterobacter (n=1)
Gram Negative	LK593	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK594	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK595	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK596	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK597	0.7777777777777778	9	Bacillus	Bacillota	Bacillus (n=9)
Gram Negative	LK600	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK601	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK602	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK603	0.0	9	Bacillus	Bacillota	Bacillus (n=9)
Gram Negative	LK605	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK606	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK615	0.1111111111111111	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK616	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK617	0.0	9	Helcococcus	Bacillota	Helcococcus (n=2)
Gram Negative	LK619	0.0	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK620	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK622	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK623	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK625	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK626	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK630	0.0	9	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Negative	LK635	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK636	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK637	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK639	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK657	0.1111111111111111	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK659	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK660	0.0	9	Bacillus	Bacillota	Bacillus (n=9)
Gram Negative	LK661	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK662	0.0	9	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Negative	LK664	0.0	9	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Negative	LK665	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK666	0.0	9	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Negative	LK668	0.0	9	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Negative	LK669	0.0	9	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Negative	LK670	0.0	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK672	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK673	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK675	0.1111111111111111	9	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Negative	LK679	0.0	9	Janibacter	Actinomycetota	Janibacter (n=2)
Gram Negative	LK681	0.0	9	Bacillus	Bacillota	Bacillus (n=9)
Gram Negative	LK683	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK684	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK685	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK686	0.1111111111111111	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK687	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK688	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK690	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK691	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK692	0.2222222222222222	9	Bacillus	Bacillota	Bacillus (n=9)
Gram Negative	LK693	0.1111111111111111	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK696	1.1111111111111112	9	Bacillus	Bacillota	Bacillus (n=9)
Gram Negative	LK697	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK698	0.2222222222222222	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK704	0.5555555555555556	9	Citrobacter	Pseudomonadota	Citrobacter (n=2)
Gram Negative	LK705	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK712	0.0	9	Niallia	Bacillota	Niallia (n=1)
Gram Negative	LK719	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK722	0.0	9	Bacillus	Bacillota	Bacillus (n=9)
Gram Negative	LK724	0.0	9	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Gram Negative	LK820	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK821	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK822	0.0	9	Citricoccus	Actinomycetota	Citricoccus (n=4)
Gram Negative	LK823	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK826	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK827	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK832	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK834	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK835	0.3333333333333333	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK836	0.0	9	Dermacoccus	Actinomycetota	Dermacoccus (n=3)
Gram Negative	LK837	0.2222222222222222	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK838	0.0	9	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Negative	LK843	0.2222222222222222	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK844	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK847	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK849	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK853	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK854	0.0	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK855	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK856	0.1111111111111111	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK857	0.1111111111111111	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK858	1.0	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK860	0.2222222222222222	9	Rhodocococcus	Actinomycetota	Rhodocococcus (n=1)
Gram Negative	LK861	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK863	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK864	0.0	9	Bacillus	Bacillota	Bacillus (n=9)
Gram Negative	LK866	0.1111111111111111	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK869	0.4444444444444444	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK870	0.4444444444444444	9	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Negative	LK871	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK872	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK873	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK874	0.3333333333333333	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK875	0.0	9	Sphingobacterium	Bacteroidota	Sphingobacterium (n=3)
Gram Negative	LK876	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK877	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK892	0.7777777777777778	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK903	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK911	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK912	0.0	9	Citricoccus	Actinomycetota	Citricoccus (n=4)
Gram Negative	LK931	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK934	0.2222222222222222	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK935	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK936	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK942	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK945	0.0	9	Micromonospora	Actinomycetota	Micromonospora (n=1)
Gram Negative	LK949	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK950	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK951	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK955	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK956	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK960	0.4444444444444444	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK978	0.6666666666666666	9	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Negative	LK984	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK998	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1000	0.0	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK1002	0.75	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1003	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1004	0.5	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1005	0.125	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1006	0.875	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK1008	0.25	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1009	0.125	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1011	0.375	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1012	0.25	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1013	0.375	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1015	0.25	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1017	0.0	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK1018	0.5	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1019	0.125	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1021	0.375	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK1022	0.125	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1024	0.0	8	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Positive	LK1026	0.125	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1027	0.875	8	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Positive	LK1030	0.5	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1031	0.125	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK1034	0.0	8	Paenibacillus	Bacillota	Paenibacillus (n=1)
Gram Positive	LK1036	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1041	0.125	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1045	0.0	8	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Positive	LK1046	0.25	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK1049	0.125	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1053	0.25	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1054	0.25	8	Gordonia	Actinomycetota	Gordonia (n=1)
Gram Positive	LK1055	0.125	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK1056	0.25	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1059	0.25	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1060	0.0	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK1063	0.0	6	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK1072	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1073	0.3333333333333333	6	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1076	0.16666666666666666	6	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1077	0.16666666666666666	6	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Positive	LK1080	0.0	8	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Positive	LK1082	0.125	8	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Positive	LK1083	0.0	6	Rothia	Actinomycetota	Rothia (n=9)
Gram Positive	LK1084	0.0	6	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1085	0.0	8	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Positive	LK1086	0.5	6	Rothia	Actinomycetota	Rothia (n=9)
Gram Positive	LK1090	1.0	6	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1091	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1092	0.16666666666666666	6	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK1093	0.8333333333333334	6	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK1094	1.0	8	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Positive	LK1095	0.5	6	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1096	0.8333333333333334	6	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1098	0.625	8	Morganella	Pseudomonadota	Morganella (n=1)
Gram Positive	LK1099	0.3333333333333333	6	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1102	0.16666666666666666	6	Oceanobacillus	Bacillota	Oceanobacillus (n=2)
Gram Positive	LK1103	0.0	6	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1106	0.3333333333333333	6	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1110	0.8333333333333334	6	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1112	0.25	8	Rothia	Actinomycetota	Rothia (n=9)
Gram Positive	LK1113	0.25	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1116	0.6666666666666666	6	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1117	0.8333333333333334	6	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1118	0.75	8	Microbacterium	Actinomycetota	Microbacterium (n=1)
Gram Positive	LK1120	0.125	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK1128	1.125	8	Dermacoccus	Actinomycetota	Dermacoccus (n=3)
Gram Positive	LK1136	0.625	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1137	0.25	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1138	0.875	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1139	0.5	8	Escherichia	Pseudomonadota	Escherichia (n=5)
Gram Positive	LK1140	0.5	8	Escherichia	Pseudomonadota	Escherichia (n=5)
Gram Positive	LK1145	0.5	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1147	0.25	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1157	0.375	8	Escherichia	Pseudomonadota	Escherichia (n=5)
Gram Positive	LK1162	0.125	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1167	0.625	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1168	0.125	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1170	0.375	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1172	0.375	8	Oceanobacillus	Bacillota	Oceanobacillus (n=2)
Gram Positive	LK1173	0.625	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1174	0.125	8	Citricoccus	Actinomycetota	Citricoccus (n=4)
Gram Positive	LK1176	0.14285714285714285	7	Citricoccus	Actinomycetota	Citricoccus (n=4)
Gram Positive	LK1183	0.0	8	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Positive	LK1184	0.0	7	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK1186	0.0	7	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1188	0.0	7	Aestuariimicrobium	Actinomycetota	Aestuariimicrobium (n=1)
Gram Positive	LK1196	0.0	7	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1197	0.0	7	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1198	1.7142857142857142	7	Escherichia	Pseudomonadota	Escherichia (n=5)
Gram Positive	LK1204	0.0	7	Granulicatella	Bacillota	Granulicatella (n=1)
Gram Positive	LK1207	0.0	7	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1208	0.2857142857142857	7	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1216	0.14285714285714285	7	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1219	0.14285714285714285	7	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1220	0.0	7	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1224	0.14285714285714285	7	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1231	0.375	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1232	1.5	8	Escherichia	Pseudomonadota	Escherichia (n=5)
Gram Positive	LK1237	0.5	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK1238	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1239	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1244	0.125	8	Rothia	Actinomycetota	Rothia (n=9)
Gram Positive	LK1245	0.0	8	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Positive	LK1246	0.0	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK1247	0.0	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK1249	0.0	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK1250	0.5	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Positive	LK1252	0.0	8	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Positive	LK1253	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1254	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1255	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1256	0.0	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK1257	0.0	8	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Positive	LK1258	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1259	0.25	8	Rothia	Actinomycetota	Rothia (n=9)
Gram Positive	LK1262	0.25	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1263	0.125	8	Rothia	Actinomycetota	Rothia (n=9)
Gram Positive	LK1264	0.375	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1265	0.25	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1266	0.0	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK1267	0.0	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK1269	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1271	0.0	8	Nesterenkonia	Actinomycetota	Nesterenkonia (n=2)
Gram Positive	LK1272	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1274	0.375	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1275	0.5	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1277	0.0	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK1278	0.0	8	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Positive	LK1279	0.0	8	Pseudoclavibacter	Actinomycetota	Pseudoclavibacter (n=1)
Gram Positive	LK1282	0.25	8	Rothia	Actinomycetota	Rothia (n=9)
Gram Positive	LK1285	0.75	8	Rothia	Actinomycetota	Rothia (n=9)
Gram Positive	LK1287	0.125	8	Rothia	Actinomycetota	Rothia (n=9)
Gram Positive	LK1289	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1306	0.75	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1330	0.375	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1333	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1334	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1335	0.375	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1337	0.0	5	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Positive	LK1340	0.125	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1342	0.125	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Positive	LK1346	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1348	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1349	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1350	0.0	8	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Positive	LK1351	0.0	8	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Positive	LK1352	0.0	5	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Positive	LK1355	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1356	0.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1359	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1363	1.4	5	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Positive	LK1366	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1367	0.25	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1379	0.5	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1380	0.375	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1382	0.125	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1383	1.0	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1384	0.625	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1386	0.0	8	Dermacoccus	Actinomycetota	Dermacoccus (n=3)
Gram Positive	LK1387	0.0	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1388	0.125	8	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Positive	LK1390	0.5	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1393	0.5	8	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Positive	LK1403	0.0	8	Helcococcus	Bacillota	Helcococcus (n=2)
Gram Positive	LK1404	0.0	8	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Positive	LK401	0.625	8	Staphylococcus	Bacillota	Staphylococcus (n=104)
