Target	Isolate	SummmaryScore	NumberTested	IsolateGenus	IsolatePhylum
Gram Positive	LK1140	0.5	8	Escherichia	Pseudomonadota
Gram Positive	LK1145	0.5	8	Micrococcus	Actinomycetota
Gram Positive	LK1147	0.25	8	Micrococcus	Actinomycetota
Gram Positive	LK1157	0.375	8	Escherichia	Pseudomonadota
Gram Positive	LK1162	0.125	8	Micrococcus	Actinomycetota
Gram Positive	LK1167	0.625	8	Staphylococcus	Bacillota
Gram Positive	LK1168	0.125	8	Micrococcus	Actinomycetota
Gram Positive	LK1170	0.375	8	Micrococcus	Actinomycetota
Gram Positive	LK1172	0.375	8	Oceanobacillus	Bacillota
Gram Positive	LK1173	0.625	8	Micrococcus	Actinomycetota
Gram Positive	LK1174	0.125	8	Citricoccus	Actinomycetota
Gram Positive	LK1176	0.14285714285714285	7	Citricoccus	Actinomycetota
Gram Positive	LK1183	0.0	8	Brachybacterium	Actinomycetota
Gram Positive	LK1184	0.0	7	Kocuria	Actinomycetota
Gram Positive	LK1186	0.0	7	Micrococcus	Actinomycetota
Gram Positive	LK1188	0.0	7	Aestuariimicrobium	Actinomycetota
Gram Positive	LK1196	0.0	7	Micrococcus	Actinomycetota
Gram Positive	LK1197	0.0	7	Micrococcus	Actinomycetota
Gram Positive	LK1198	1.7142857142857142	7	Escherichia	Pseudomonadota
Gram Positive	LK1204	0.0	7	Granulicatella	Bacillota
Gram Positive	LK1207	0.0	7	Micrococcus	Actinomycetota
Gram Positive	LK1208	0.2857142857142857	7	Micrococcus	Actinomycetota
Gram Positive	LK1216	0.14285714285714285	7	Micrococcus	Actinomycetota
Gram Positive	LK1219	0.14285714285714285	7	Staphylococcus	Bacillota
Gram Positive	LK1220	0.0	7	Micrococcus	Actinomycetota
Gram Positive	LK1224	0.14285714285714285	7	Micrococcus	Actinomycetota
Gram Positive	LK1231	0.375	8	Micrococcus	Actinomycetota
Gram Positive	LK1232	1.5	8	Escherichia	Pseudomonadota
Gram Positive	LK1237	0.5	8	Kocuria	Actinomycetota
Gram Positive	LK1238	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK1239	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK1244	0.125	8	Rothia	Actinomycetota
Gram Positive	LK1245	0.0	8	Dermabacter	Actinomycetota
Gram Positive	LK1246	0.0	8	Kocuria	Actinomycetota
Gram Positive	LK1247	0.0	8	Dietzia	Actinomycetota
Gram Positive	LK1249	0.0	8	Dietzia	Actinomycetota
Gram Positive	LK1250	0.5	8	Kocuria	Actinomycetota
Gram Positive	LK1252	0.0	8	Dermabacter	Actinomycetota
Gram Positive	LK1253	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK1254	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK1255	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK1256	0.0	8	Dietzia	Actinomycetota
Gram Positive	LK1257	0.0	8	Dermabacter	Actinomycetota
Gram Positive	LK1258	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK1259	0.25	8	Rothia	Actinomycetota
Gram Positive	LK1262	0.25	8	Micrococcus	Actinomycetota
Gram Positive	LK1263	0.125	8	Rothia	Actinomycetota
Gram Positive	LK1264	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK1265	0.25	8	Staphylococcus	Bacillota
Gram Positive	LK1266	0.0	8	Dietzia	Actinomycetota
Gram Positive	LK1267	0.0	8	Dietzia	Actinomycetota
Gram Positive	LK1269	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK1271	0.0	8	Nesterenkonia	Actinomycetota
Gram Positive	LK1272	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK1274	0.375	8	Micrococcus	Actinomycetota
Gram Positive	LK1275	0.5	8	Micrococcus	Actinomycetota
Gram Positive	LK1277	0.0	8	Dietzia	Actinomycetota
Gram Positive	LK1278	0.0	8	Dietzia	Actinomycetota
Gram Positive	LK1279	0.0	8	Pseudoclavibacter	Actinomycetota
Gram Positive	LK1282	0.25	8	Rothia	Actinomycetota
Gram Positive	LK1285	0.75	8	Rothia	Actinomycetota
Gram Positive	LK1287	0.125	8	Rothia	Actinomycetota
Gram Positive	LK1289	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK1299	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK1306	0.75	8	Micrococcus	Actinomycetota
Gram Positive	LK1330	0.375	8	Micrococcus	Actinomycetota
Gram Positive	LK1333	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK1334	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK1335	0.375	8	Micrococcus	Actinomycetota
Gram Positive	LK1337	0.0	5	Brevibacterium	Actinomycetota
Gram Positive	LK1340	0.125	8	Corynebacterium	Actinomycetota
Gram Positive	LK1341	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK1342	0.125	8	Staphylococcus	Bacillota
Gram Positive	LK1346	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK1348	0.0	5	Corynebacterium	Actinomycetota
Gram Positive	LK1349	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK1350	0.0	8	Brachybacterium	Actinomycetota
Gram Positive	LK1351	0.0	8	Dermabacter	Actinomycetota
Gram Positive	LK1352	0.0	5	Brachybacterium	Actinomycetota
Gram Positive	LK1353	0.0	8	Dermabacter	Actinomycetota
Gram Positive	LK1355	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK1356	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK1359	0.0	5	Corynebacterium	Actinomycetota
Gram Positive	LK1363	1.4	5	Brevibacterium	Actinomycetota
Gram Positive	LK1365	0.0	5	Corynebacterium	Actinomycetota
Gram Positive	LK1366	0.0	5	Corynebacterium	Actinomycetota
Gram Positive	LK1367	0.25	8	Corynebacterium	Actinomycetota
Gram Positive	LK1379	0.5	8	Micrococcus	Actinomycetota
Gram Positive	LK1380	0.375	8	Micrococcus	Actinomycetota
Gram Positive	LK1382	0.125	8	Micrococcus	Actinomycetota
Gram Positive	LK1383	1.0	8	Micrococcus	Actinomycetota
Gram Positive	LK1384	0.625	8	Micrococcus	Actinomycetota
Gram Positive	LK1386	0.0	8	Dermacoccus	Actinomycetota
Gram Positive	LK1387	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK1388	0.125	8	Corynebacterium	Actinomycetota
Gram Positive	LK1390	0.5	8	Micrococcus	Actinomycetota
Gram Positive	LK1393	0.5	8	Micrococcus	Actinomycetota
Gram Positive	LK1403	0.0	8	Helcococcus	Bacillota
Gram Positive	LK1404	0.0	8	Brachybacterium	Actinomycetota
Gram Positive	LK401	0.625	8	Staphylococcus	Bacillota
Gram Positive	LK403	1.75	8	Staphylococcus	Bacillota
Gram Positive	LK405	0.0	8	Enterococcus	Bacillota
Gram Positive	LK407	0.5	8	Staphylococcus	Bacillota
Gram Positive	LK408	0.625	8	Micrococcus	Actinomycetota
Gram Positive	LK409	0.625	8	Micrococcus	Actinomycetota
Gram Positive	LK411	0.125	8	Corynebacterium	Actinomycetota
Gram Positive	LK413	0.625	8	Staphylococcus	Bacillota
Gram Positive	LK414	0.5	8	Staphylococcus	Bacillota
Gram Positive	LK415	0.875	8	Staphylococcus	Bacillota
Gram Positive	LK419	1.5	8	Micrococcus	Actinomycetota
Gram Positive	LK421	1.0	8	Sphingobacterium	Bacteroidota
Gram Positive	LK425	1.0	5	Micrococcus	Actinomycetota
Gram Positive	LK426	0.4	5	Micrococcus	Actinomycetota
Gram Positive	LK428	0.2	5	Staphylococcus	Bacillota
Gram Positive	LK432	0.25	8	Corynebacterium	Actinomycetota
Gram Positive	LK434	0.0	5	Corynebacterium	Actinomycetota
Gram Positive	LK435	0.6	5	Staphylococcus	Bacillota
Gram Positive	LK436	0.4	5	Staphylococcus	Bacillota
Gram Positive	LK438	0.4	5	Micrococcus	Actinomycetota
Gram Positive	LK439	0.25	8	Dietzia	Actinomycetota
Gram Positive	LK441	0.6	5	Micrococcus	Actinomycetota
Gram Positive	LK442	1.0	8	Klebsiella	Pseudomonadota
Gram Positive	LK443	1.0	5	Micrococcus	Actinomycetota
Gram Positive	LK444	0.125	8	Corynebacterium	Actinomycetota
Gram Positive	LK445	1.0	8	Staphylococcus	Bacillota
Gram Positive	LK449	0.2	5	Staphylococcus	Bacillota
Gram Positive	LK452	0.0	5	Staphylococcus	Bacillota
Gram Positive	LK454	0.2	5	Micrococcus	Actinomycetota
Gram Positive	LK455	1.2	5	Micrococcus	Actinomycetota
Gram Positive	LK456	0.6	5	Staphylococcus	Bacillota
Gram Positive	LK457	0.2	5	Staphylococcus	Bacillota
Gram Positive	LK458	1.6	5	Klebsiella	Pseudomonadota
Gram Positive	LK459	0.8	5	Staphylococcus	Bacillota
Gram Positive	LK460	0.2	5	Staphylococcus	Bacillota
Gram Positive	LK461	0.0	8	Klebsiella	Pseudomonadota
Gram Positive	LK464	1.6	5	Peribacillus	Bacillota
Gram Positive	LK465	0.75	8	Corynebacterium	Actinomycetota
Gram Positive	LK466	0.625	8	Corynebacterium	Actinomycetota
Gram Positive	LK467	0.2	5	Micrococcus	Actinomycetota
Gram Positive	LK469	0.5	8	Klebsiella	Pseudomonadota
Gram Positive	LK470	1.2	5	Staphylococcus	Bacillota
Gram Positive	LK471	1.0	5	Micrococcus	Actinomycetota
Gram Positive	LK473	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK478	0.25	8	Kocuria	Actinomycetota
Gram Positive	LK480	0.2	5	Staphylococcus	Bacillota
Gram Positive	LK485	1.125	8	Sphingobacterium	Bacteroidota
Gram Positive	LK486	0.2	5	Staphylococcus	Bacillota
Gram Positive	LK488	0.5	8	Corynebacterium	Actinomycetota
Gram Positive	LK489	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK490	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK494	1.0	8	Citrobacter	Pseudomonadota
Gram Positive	LK496	0.5	8	Staphylococcus	Bacillota
Gram Positive	LK497	0.25	8	Staphylococcus	Bacillota
Gram Positive	LK500	1.5	8	Klebsiella	Pseudomonadota
Gram Positive	LK501	1.0	8	Klebsiella	Pseudomonadota
Gram Positive	LK503	0.125	8	Staphylococcus	Bacillota
Gram Positive	LK504	0.5	8	Staphylococcus	Bacillota
Gram Positive	LK507	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK515	0.125	8	Staphylococcus	Bacillota
Gram Positive	LK516	0.25	8	Staphylococcus	Bacillota
Gram Positive	LK518	0.0	8	Nesterenkonia	Actinomycetota
Gram Positive	LK519	0.125	8	Corynebacterium	Actinomycetota
Gram Positive	LK522	0.0	8	Dermabacter	Actinomycetota
Gram Positive	LK523	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK524	0.25	8	Staphylococcus	Bacillota
Gram Positive	LK525	1.75	8	Klebsiella	Pseudomonadota
Gram Positive	LK526	0.125	8	Klebsiella	Pseudomonadota
Gram Positive	LK527	0.0	8	Klebsiella	Pseudomonadota
Gram Positive	LK528	0.5	8	Staphylococcus	Bacillota
Gram Positive	LK529	0.5	8	Staphylococcus	Bacillota
Gram Positive	LK530	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK531	0.25	8	Staphylococcus	Bacillota
Gram Positive	LK533	0.25	8	Staphylococcus	Bacillota
Gram Positive	LK535	0.25	8	Staphylococcus	Bacillota
Gram Positive	LK536	0.25	8	Niallia	Bacillota
Gram Positive	LK538	0.25	8	Janibacter	Actinomycetota
Gram Positive	LK541	0.125	8	Micrococcus	Actinomycetota
Gram Positive	LK542	0.125	8	Micrococcus	Actinomycetota
Gram Positive	LK543	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK544	0.25	8	Staphylococcus	Bacillota
Gram Positive	LK547	0.125	8	Staphylococcus	Bacillota
Gram Positive	LK548	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK549	0.125	8	Staphylococcus	Bacillota
Gram Positive	LK550	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK551	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK552	0.25	8	Micrococcus	Actinomycetota
Gram Positive	LK553	0.5	8	Micrococcus	Actinomycetota
Gram Positive	LK555	0.25	8	Staphylococcus	Bacillota
Gram Positive	LK556	0.125	8	Staphylococcus	Bacillota
Gram Positive	LK557	0.25	8	Dermabacter	Actinomycetota
Gram Positive	LK560	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK561	0.125	8	Corynebacterium	Actinomycetota
Gram Positive	LK567	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK569	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK570	0.5	8	Raoultella	Pseudomonadota
Gram Positive	LK571	0.625	8	Staphylococcus	Bacillota
Gram Positive	LK572	0.25	8	Kocuria	Actinomycetota
Gram Positive	LK574	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK579	0.0	8	Kocuria	Actinomycetota
Gram Positive	LK580	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK581	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK583	1.125	8	Klebsiella	Pseudomonadota
Gram Positive	LK585	0.0	8	Bacillus	Bacillota
Gram Positive	LK586	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK587	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK588	0.125	8	Staphylococcus	Bacillota
Gram Positive	LK590	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK591	0.75	8	Enterobacter	Pseudomonadota
Gram Positive	LK593	1.0	8	Staphylococcus	Bacillota
Gram Positive	LK594	0.125	8	Staphylococcus	Bacillota
Gram Positive	LK595	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK596	0.75	8	Staphylococcus	Bacillota
Gram Positive	LK597	0.25	8	Bacillus	Bacillota
Gram Positive	LK600	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK601	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK602	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK603	0.25	8	Bacillus	Bacillota
Gram Positive	LK605	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK606	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK615	0.125	8	Staphylococcus	Bacillota
Gram Positive	LK616	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK617	0.0	8	Helcococcus	Bacillota
Gram Positive	LK619	1.0	8	Klebsiella	Pseudomonadota
Gram Positive	LK620	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK622	0.375	8	Micrococcus	Actinomycetota
Gram Positive	LK623	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK625	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK626	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK630	0.0	8	Brachybacterium	Actinomycetota
Gram Positive	LK635	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK636	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK637	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK639	0.5	8	Dietzia	Actinomycetota
Gram Positive	LK657	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK659	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK660	0.5	8	Bacillus	Bacillota
Gram Positive	LK661	0.25	8	Micrococcus	Actinomycetota
Gram Positive	LK662	0.0	8	Lysinibacillus	Bacillota
Gram Positive	LK664	0.625	8	Lysinibacillus	Bacillota
Gram Positive	LK665	0.25	8	Staphylococcus	Bacillota
Gram Positive	LK666	0.5	8	Lysinibacillus	Bacillota
Gram Positive	LK668	0.125	8	Lysinibacillus	Bacillota
Gram Positive	LK669	0.5	8	Lysinibacillus	Bacillota
Gram Positive	LK670	0.5	8	Klebsiella	Pseudomonadota
Gram Positive	LK672	0.125	8	Corynebacterium	Actinomycetota
Gram Positive	LK673	0.5	8	Staphylococcus	Bacillota
Gram Positive	LK674	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK675	0.625	8	Lysinibacillus	Bacillota
Gram Positive	LK677	0.125	8	Staphylococcus	Bacillota
Gram Positive	LK679	0.5	8	Janibacter	Actinomycetota
Gram Positive	LK681	0.125	8	Bacillus	Bacillota
Gram Positive	LK683	0.5	8	Micrococcus	Actinomycetota
Gram Positive	LK684	0.5	8	Staphylococcus	Bacillota
Gram Positive	LK685	0.125	8	Staphylococcus	Bacillota
Gram Positive	LK686	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK687	0.375	8	Corynebacterium	Actinomycetota
Gram Positive	LK688	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK690	0.5	8	Staphylococcus	Bacillota
Gram Positive	LK691	0.125	8	Staphylococcus	Bacillota
Gram Positive	LK692	0.0	8	Bacillus	Bacillota
Gram Positive	LK693	0.25	8	Staphylococcus	Bacillota
Gram Positive	LK696	1.375	8	Bacillus	Bacillota
Gram Positive	LK697	0.25	8	Micrococcus	Actinomycetota
Gram Positive	LK698	0.5	8	Kocuria	Actinomycetota
Gram Positive	LK704	1.375	8	Citrobacter	Pseudomonadota
Gram Positive	LK705	0.5	8	Micrococcus	Actinomycetota
Gram Positive	LK712	0.5	8	Niallia	Bacillota
Gram Positive	LK719	0.625	8	Micrococcus	Actinomycetota
Gram Positive	LK722	0.25	8	Bacillus	Bacillota
Gram Positive	LK724	0.0	8	Lysinibacillus	Bacillota
Gram Positive	LK820	1.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK821	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK822	0.0	8	Citricoccus	Actinomycetota
Gram Positive	LK823	0.0	8	Dietzia	Actinomycetota
Gram Positive	LK826	0.125	8	Dietzia	Actinomycetota
Gram Positive	LK827	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK832	0.375	8	Micrococcus	Actinomycetota
Gram Positive	LK834	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK835	1.125	8	Staphylococcus	Bacillota
Gram Positive	LK836	0.25	8	Dermacoccus	Actinomycetota
Gram Positive	LK837	1.125	8	Staphylococcus	Bacillota
Gram Positive	LK838	0.0	8	Brevibacterium	Actinomycetota
Gram Positive	LK843	0.25	8	Kocuria	Actinomycetota
Gram Positive	LK844	0.25	8	Dietzia	Actinomycetota
Gram Positive	LK845	0.625	8	Dietzia	Actinomycetota
Gram Positive	LK847	0.75	8	Micrococcus	Actinomycetota
Gram Positive	LK849	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK853	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK854	0.25	8	Kocuria	Actinomycetota
Gram Positive	LK855	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK856	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK857	0.125	8	Staphylococcus	Bacillota
Gram Positive	LK858	1.25	8	Klebsiella	Pseudomonadota
Gram Positive	LK860	0.0	8	Rhodocococcus	Actinomycetota
Gram Positive	LK861	0.0	8	Staphylococcus	Bacillota
Gram Positive	LK863	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK864	1.125	8	Bacillus	Bacillota
Gram Positive	LK866	0.125	8	Kocuria	Actinomycetota
Gram Positive	LK869	0.5	8	Klebsiella	Pseudomonadota
Gram Positive	LK870	1.125	8	Brevibacterium	Actinomycetota
Gram Positive	LK871	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK872	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK873	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK874	0.625	8	Micrococcus	Actinomycetota
Gram Positive	LK875	1.0	8	Sphingobacterium	Bacteroidota
Gram Positive	LK876	0.25	8	Corynebacterium	Actinomycetota
Gram Positive	LK877	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK892	0.875	8	Micrococcus	Actinomycetota
Gram Positive	LK903	0.75	8	Micrococcus	Actinomycetota
Gram Positive	LK911	0.125	8	Micrococcus	Actinomycetota
Gram Positive	LK912	0.0	8	Citricoccus	Actinomycetota
Gram Positive	LK931	0.375	8	Corynebacterium	Actinomycetota
Gram Positive	LK934	0.75	8	Kocuria	Actinomycetota
Gram Positive	LK935	0.5	8	Corynebacterium	Actinomycetota
Gram Positive	LK936	0.25	8	Corynebacterium	Actinomycetota
Gram Positive	LK942	0.25	8	Corynebacterium	Actinomycetota
Gram Positive	LK945	0.125	8	Micromonospora	Actinomycetota
Gram Positive	LK949	0.25	8	Dietzia	Actinomycetota
Gram Positive	LK950	0.25	8	Corynebacterium	Actinomycetota
Gram Positive	LK951	0.25	8	Dietzia	Actinomycetota
Gram Positive	LK955	0.0	8	Corynebacterium	Actinomycetota
Gram Positive	LK956	0.25	8	Corynebacterium	Actinomycetota
Gram Positive	LK960	0.5	8	Kocuria	Actinomycetota
Gram Positive	LK978	1.25	8	Brevibacterium	Actinomycetota
Gram Positive	LK984	0.125	8	Dietzia	Actinomycetota
Gram Positive	LK998	1.125	8	Micrococcus	Actinomycetota
