Sample	SampleSubject	SampleBodySite	Taxa	Estimated_Reads
LKMB002-1-09_S13	S002	Sebaceous_Al	Micrococcus	21833
LKMB002-1-09_S13	S002	Sebaceous_Al	Staphylococcus	160953
LKMB002-1-09_S13	S002	Sebaceous_Al	Other	1936416
LKMB002-2-041_S132	S017	Rarely_Moist_Vf	Cutibacterium	1634793
LKMB002-2-041_S132	S017	Rarely_Moist_Vf	Corynebacterium	410152
LKMB002-2-041_S132	S017	Rarely_Moist_Vf	Micrococcus	86450
LKMB002-2-041_S132	S017	Rarely_Moist_Vf	Staphylococcus	185242
LKMB002-2-041_S132	S017	Rarely_Moist_Vf	Other	1478266
LKMB002-2-082_S189	S022	Rarely_Moist_Af	Cutibacterium	1389200
LKMB002-2-082_S189	S022	Rarely_Moist_Af	Corynebacterium	48323
LKMB002-2-082_S189	S022	Rarely_Moist_Af	Micrococcus	12799
LKMB002-2-082_S189	S022	Rarely_Moist_Af	Staphylococcus	13190010
LKMB002-2-082_S189	S022	Rarely_Moist_Af	Other	1482441
LKMN002-3-20_S223	S026	Rarely_Moist_Af	Cutibacterium	1050758
LKMN002-3-20_S223	S026	Rarely_Moist_Af	Corynebacterium	86643
LKMN002-3-20_S223	S026	Rarely_Moist_Af	Micrococcus	201545
LKMN002-3-20_S223	S026	Rarely_Moist_Af	Staphylococcus	769989
LKMN002-3-20_S223	S026	Rarely_Moist_Af	Other	894656
LKMB002-2-047_S138	S018	Moist_Na	Cutibacterium	32615
LKMB002-2-047_S138	S018	Moist_Na	Corynebacterium	689802
LKMB002-2-047_S138	S018	Moist_Na	Micrococcus	565
LKMB002-2-047_S138	S018	Moist_Na	Staphylococcus	19606
LKMB002-2-047_S138	S018	Moist_Na	Other	461325
LKMN002-3-26_S229	S027	Sebaceous_Ba	Cutibacterium	7754838
LKMN002-3-26_S229	S027	Sebaceous_Ba	Corynebacterium	210296
LKMN002-3-26_S229	S027	Sebaceous_Ba	Micrococcus	135437
LKMN002-3-26_S229	S027	Sebaceous_Ba	Staphylococcus	141704
LKMN002-3-26_S229	S027	Sebaceous_Ba	Other	731930
LKMN002-3-30_S233	S027	Moist_Tw	Cutibacterium	15620
LKMN002-3-30_S233	S027	Moist_Tw	Corynebacterium	11898789
LKMN002-3-30_S233	S027	Moist_Tw	Micrococcus	6963
LKMN002-3-30_S233	S027	Moist_Tw	Staphylococcus	232748
LKMN002-3-30_S233	S027	Moist_Tw	Other	634979
LKMN002-3-73_S272	S032	Moist_Um	Cutibacterium	257455
LKMN002-3-73_S272	S032	Moist_Um	Corynebacterium	15029583
LKMN002-3-73_S272	S032	Moist_Um	Micrococcus	25941
LKMN002-3-73_S272	S032	Moist_Um	Staphylococcus	3792537
LKMN002-3-73_S272	S032	Moist_Um	Other	1098831
LKMN002-3-68_S267	S032	Moist_Na	Cutibacterium	84545
LKMN002-3-68_S267	S032	Moist_Na	Corynebacterium	41714
LKMN002-3-68_S267	S032	Moist_Na	Micrococcus	192
LKMN002-3-68_S267	S032	Moist_Na	Staphylococcus	10745
LKMN002-3-68_S267	S032	Moist_Na	Other	36024
LKMN002-3-81_S280	S034	Rarely_Moist_Af	Cutibacterium	624203
LKMN002-3-81_S280	S034	Rarely_Moist_Af	Corynebacterium	115922
LKMN002-3-81_S280	S034	Rarely_Moist_Af	Micrococcus	277765
LKMN002-3-81_S280	S034	Rarely_Moist_Af	Staphylococcus	15094750
LKMN002-3-81_S280	S034	Rarely_Moist_Af	Other	1313489
LKMB002-2-021_S112	S014	Moist_Na	Cutibacterium	16303
LKMB002-2-021_S112	S014	Moist_Na	Corynebacterium	18317
LKMB002-2-021_S112	S014	Moist_Na	Micrococcus	724
LKMB002-2-021_S112	S014	Moist_Na	Staphylococcus	1697
LKMB002-2-021_S112	S014	Moist_Na	Other	16849
LKMB002-2-059_S150	S019	Moist_Tw	Cutibacterium	887355
LKMB002-2-059_S150	S019	Moist_Tw	Corynebacterium	161163
LKMB002-2-059_S150	S019	Moist_Tw	Micrococcus	241614
LKMB002-2-059_S150	S019	Moist_Tw	Staphylococcus	4914026
LKMB002-2-059_S150	S019	Moist_Tw	Other	3889763
LKMN002-3-88_S287	S033	Rarely_Moist_Vf	Cutibacterium	747369
LKMN002-3-88_S287	S033	Rarely_Moist_Vf	Corynebacterium	418937
LKMN002-3-88_S287	S033	Rarely_Moist_Vf	Micrococcus	842607
LKMN002-3-88_S287	S033	Rarely_Moist_Vf	Staphylococcus	29914
LKMN002-3-88_S287	S033	Rarely_Moist_Vf	Other	897754
LKMN002-3-56_S255	S030	Moist_Tw	Cutibacterium	4988
LKMN002-3-56_S255	S030	Moist_Tw	Corynebacterium	14821802
LKMN002-3-56_S255	S030	Moist_Tw	Micrococcus	180285
LKMN002-3-56_S255	S030	Moist_Tw	Staphylococcus	1324501
LKMN002-3-56_S255	S030	Moist_Tw	Other	765273
LKMB002-2-088_S195	S023	Sebaceous_Ba	Cutibacterium	8821459
LKMB002-2-088_S195	S023	Sebaceous_Ba	Corynebacterium	108252
LKMB002-2-088_S195	S023	Sebaceous_Ba	Micrococcus	103595
LKMB002-2-088_S195	S023	Sebaceous_Ba	Staphylococcus	52239
LKMB002-2-088_S195	S023	Sebaceous_Ba	Other	485618
LKMB002-2-020_S111	S014	Sebaceous_Al	Cutibacterium	3166521
LKMB002-2-020_S111	S014	Sebaceous_Al	Corynebacterium	100138
LKMB002-2-020_S111	S014	Sebaceous_Al	Micrococcus	5755
LKMB002-2-020_S111	S014	Sebaceous_Al	Staphylococcus	53881
LKMB002-2-020_S111	S014	Sebaceous_Al	Other	302156
LKMB002-2-074_S181	S021	Moist_Um	Cutibacterium	43050
LKMB002-2-074_S181	S021	Moist_Um	Corynebacterium	17359325
LKMB002-2-074_S181	S021	Moist_Um	Micrococcus	6913
LKMB002-2-074_S181	S021	Moist_Um	Staphylococcus	35184
LKMB002-2-074_S181	S021	Moist_Um	Other	385615
LKMB002-2-084_S191	S022	Moist_Tw	Cutibacterium	30178
LKMB002-2-084_S191	S022	Moist_Tw	Corynebacterium	3410910
LKMB002-2-084_S191	S022	Moist_Tw	Micrococcus	17642
LKMB002-2-084_S191	S022	Moist_Tw	Staphylococcus	9396915
LKMB002-2-084_S191	S022	Moist_Tw	Other	1194337
LKMB002-2-079_S186	S022	Sebaceous_Oc	Cutibacterium	10647580
LKMB002-2-079_S186	S022	Sebaceous_Oc	Corynebacterium	460836
LKMB002-2-079_S186	S022	Sebaceous_Oc	Micrococcus	6695
LKMB002-2-079_S186	S022	Sebaceous_Oc	Staphylococcus	1049743
LKMB002-2-079_S186	S022	Sebaceous_Oc	Other	573017
LKMN002-3-44_S243	S029	Rarely_Moist_Vf	Cutibacterium	2354460
LKMN002-3-44_S243	S029	Rarely_Moist_Vf	Corynebacterium	148401
LKMN002-3-44_S243	S029	Rarely_Moist_Vf	Micrococcus	243304
LKMN002-3-44_S243	S029	Rarely_Moist_Vf	Staphylococcus	101974
LKMN002-3-44_S243	S029	Rarely_Moist_Vf	Other	6385677
LKMB002-1-54_S159	S006	Rarely_Moist_Vf	Cutibacterium	976109
LKMB002-1-54_S159	S006	Rarely_Moist_Vf	Corynebacterium	57774
LKMB002-1-54_S159	S006	Rarely_Moist_Vf	Micrococcus	87402
LKMB002-1-54_S159	S006	Rarely_Moist_Vf	Staphylococcus	102863
LKMB002-1-54_S159	S006	Rarely_Moist_Vf	Other	1851550
LKMB002-2-042_S133	S017	Rarely_Moist_Af	Cutibacterium	978121
LKMB002-2-042_S133	S017	Rarely_Moist_Af	Corynebacterium	285595
LKMB002-2-042_S133	S017	Rarely_Moist_Af	Micrococcus	15181
LKMB002-2-042_S133	S017	Rarely_Moist_Af	Staphylococcus	141836
LKMB002-2-042_S133	S017	Rarely_Moist_Af	Other	1475622
LKMB002-2-075_S182	S021	Moist_Tw	Cutibacterium	31799
LKMB002-2-075_S182	S021	Moist_Tw	Corynebacterium	796903
LKMB002-2-075_S182	S021	Moist_Tw	Micrococcus	399064
LKMB002-2-075_S182	S021	Moist_Tw	Staphylococcus	8233685
LKMB002-2-075_S182	S021	Moist_Tw	Other	2551014
LKMN002-3-15_S218	S026	Sebaceous_Al	Cutibacterium	7768941
LKMN002-3-15_S218	S026	Sebaceous_Al	Corynebacterium	74995
LKMN002-3-15_S218	S026	Sebaceous_Al	Micrococcus	11513
LKMN002-3-15_S218	S026	Sebaceous_Al	Staphylococcus	283162
LKMN002-3-15_S218	S026	Sebaceous_Al	Other	497876
LKMB002-2-080_S187	S022	Sebaceous_Ba	Cutibacterium	10269236
LKMB002-2-080_S187	S022	Sebaceous_Ba	Corynebacterium	6607
LKMB002-2-080_S187	S022	Sebaceous_Ba	Micrococcus	9813
LKMB002-2-080_S187	S022	Sebaceous_Ba	Staphylococcus	19702
LKMB002-2-080_S187	S022	Sebaceous_Ba	Other	719057
LKMB002-2-058_S149	S019	Moist_Um	Cutibacterium	413029
LKMB002-2-058_S149	S019	Moist_Um	Corynebacterium	12498028
LKMB002-2-058_S149	S019	Moist_Um	Micrococcus	133918
LKMB002-2-058_S149	S019	Moist_Um	Staphylococcus	1712579
LKMB002-2-058_S149	S019	Moist_Um	Other	1579159
LKMB002-2-078_S185	S022	Moist_Na	Cutibacterium	718978
LKMB002-2-078_S185	S022	Moist_Na	Corynebacterium	244818
LKMB002-2-078_S185	S022	Moist_Na	Micrococcus	106
LKMB002-2-078_S185	S022	Moist_Na	Staphylococcus	17759
LKMB002-2-078_S185	S022	Moist_Na	Other	277766
LKMN002-3-59_S258	S031	Moist_Na	Cutibacterium	1147066
LKMN002-3-59_S258	S031	Moist_Na	Corynebacterium	491209
LKMN002-3-59_S258	S031	Moist_Na	Micrococcus	4207
LKMN002-3-59_S258	S031	Moist_Na	Staphylococcus	237118
LKMN002-3-59_S258	S031	Moist_Na	Other	1041737
LKMN002-3-11_S214	S025	Rarely_Moist_Af	Cutibacterium	2415886
LKMN002-3-11_S214	S025	Rarely_Moist_Af	Corynebacterium	510734
LKMN002-3-11_S214	S025	Rarely_Moist_Af	Micrococcus	377857
LKMN002-3-11_S214	S025	Rarely_Moist_Af	Staphylococcus	36219
LKMN002-3-11_S214	S025	Rarely_Moist_Af	Other	566103
LKMN002-3-04_S207	S024	Moist_Um	Cutibacterium	736532
LKMN002-3-04_S207	S024	Moist_Um	Corynebacterium	2565949
LKMN002-3-04_S207	S024	Moist_Um	Micrococcus	67543
LKMN002-3-04_S207	S024	Moist_Um	Staphylococcus	373175
LKMN002-3-04_S207	S024	Moist_Um	Other	3915790
LKMB002-2-090_S197	S023	Rarely_Moist_Af	Cutibacterium	719592
LKMB002-2-090_S197	S023	Rarely_Moist_Af	Corynebacterium	343912
LKMB002-2-090_S197	S023	Rarely_Moist_Af	Micrococcus	97746
LKMB002-2-090_S197	S023	Rarely_Moist_Af	Staphylococcus	48104
LKMB002-2-090_S197	S023	Rarely_Moist_Af	Other	947541
LKMB002-2-063_S154	S020	Sebaceous_Ba	Cutibacterium	948375
LKMB002-2-063_S154	S020	Sebaceous_Ba	Corynebacterium	49651
LKMB002-2-063_S154	S020	Sebaceous_Ba	Micrococcus	107470
LKMB002-2-063_S154	S020	Sebaceous_Ba	Staphylococcus	61806
LKMB002-2-063_S154	S020	Sebaceous_Ba	Other	569652
LKMB002-2-087_S194	S023	Sebaceous_Oc	Cutibacterium	5339556
LKMB002-2-087_S194	S023	Sebaceous_Oc	Corynebacterium	51196
LKMB002-2-087_S194	S023	Sebaceous_Oc	Micrococcus	32814
LKMB002-2-087_S194	S023	Sebaceous_Oc	Staphylococcus	666131
LKMB002-2-087_S194	S023	Sebaceous_Oc	Other	983419
LKMB002-2-086_S193	S023	Moist_Na	Cutibacterium	20823
LKMB002-2-086_S193	S023	Moist_Na	Corynebacterium	3439
LKMB002-2-086_S193	S023	Moist_Na	Micrococcus	102
LKMB002-2-086_S193	S023	Moist_Na	Staphylococcus	11450
LKMB002-2-086_S193	S023	Moist_Na	Other	19895
LKMN002-3-70_S269	S032	Sebaceous_Ba	Cutibacterium	8316386
LKMN002-3-70_S269	S032	Sebaceous_Ba	Corynebacterium	375697
LKMN002-3-70_S269	S032	Sebaceous_Ba	Micrococcus	139554
LKMN002-3-70_S269	S032	Sebaceous_Ba	Staphylococcus	72792
LKMN002-3-70_S269	S032	Sebaceous_Ba	Other	1113753
LKMB002-2-033_S124	S016	Rarely_Moist_Af	Cutibacterium	2737077
LKMB002-2-033_S124	S016	Rarely_Moist_Af	Corynebacterium	246664
LKMB002-2-033_S124	S016	Rarely_Moist_Af	Micrococcus	676718
LKMB002-2-033_S124	S016	Rarely_Moist_Af	Staphylococcus	57004
LKMB002-2-033_S124	S016	Rarely_Moist_Af	Other	1225852
LKMB002-2-092_S199	S023	Moist_Tw	Cutibacterium	504659
LKMB002-2-092_S199	S023	Moist_Tw	Corynebacterium	341491
LKMB002-2-092_S199	S023	Moist_Tw	Micrococcus	236511
LKMB002-2-092_S199	S023	Moist_Tw	Staphylococcus	867708
LKMB002-2-092_S199	S023	Moist_Tw	Other	4570053
LKMB002-2-094_S201	S024	Sebaceous_Al	Cutibacterium	11106326
LKMB002-2-094_S201	S024	Sebaceous_Al	Corynebacterium	343543
LKMB002-2-094_S201	S024	Sebaceous_Al	Micrococcus	13102
LKMB002-2-094_S201	S024	Sebaceous_Al	Staphylococcus	765368
LKMB002-2-094_S201	S024	Sebaceous_Al	Other	3248697
LKMB002-2-081_S188	S022	Rarely_Moist_Vf	Cutibacterium	11874791
LKMB002-2-081_S188	S022	Rarely_Moist_Vf	Corynebacterium	102353
LKMB002-2-081_S188	S022	Rarely_Moist_Vf	Micrococcus	41434
LKMB002-2-081_S188	S022	Rarely_Moist_Vf	Staphylococcus	162960
LKMB002-2-081_S188	S022	Rarely_Moist_Vf	Other	2089177
LKMN002-3-60_S259	S031	Sebaceous_Oc	Cutibacterium	4521067
LKMN002-3-60_S259	S031	Sebaceous_Oc	Corynebacterium	62416
LKMN002-3-60_S259	S031	Sebaceous_Oc	Micrococcus	30368
LKMN002-3-60_S259	S031	Sebaceous_Oc	Staphylococcus	497229
LKMN002-3-60_S259	S031	Sebaceous_Oc	Other	1084250
LKMN002-3-12_S215	S025	Moist_Um	Cutibacterium	505736
LKMN002-3-12_S215	S025	Moist_Um	Corynebacterium	5592217
LKMN002-3-12_S215	S025	Moist_Um	Micrococcus	11306
LKMN002-3-12_S215	S025	Moist_Um	Staphylococcus	1265612
LKMN002-3-12_S215	S025	Moist_Um	Other	539180
LKMN002-3-82_S281	S034	Moist_Um	Cutibacterium	138854
LKMN002-3-82_S281	S034	Moist_Um	Corynebacterium	189985
LKMN002-3-82_S281	S034	Moist_Um	Micrococcus	44497
LKMN002-3-82_S281	S034	Moist_Um	Staphylococcus	100509
LKMN002-3-82_S281	S034	Moist_Um	Other	3553556
LKMN002-3-38_S165	S028	Moist_Tw	Cutibacterium	12606
LKMN002-3-38_S165	S028	Moist_Tw	Corynebacterium	8722292
LKMN002-3-38_S165	S028	Moist_Tw	Micrococcus	9243
LKMN002-3-38_S165	S028	Moist_Tw	Staphylococcus	2474618
LKMN002-3-38_S165	S028	Moist_Tw	Other	337722
LKMN002-3-72_S271	S032	Rarely_Moist_Af	Cutibacterium	307712
LKMN002-3-72_S271	S032	Rarely_Moist_Af	Corynebacterium	7378
LKMN002-3-72_S271	S032	Rarely_Moist_Af	Micrococcus	21051
LKMN002-3-72_S271	S032	Rarely_Moist_Af	Staphylococcus	9033
LKMN002-3-72_S271	S032	Rarely_Moist_Af	Other	387442
LKMB002-2-071_S178	S021	Sebaceous_Ba	Cutibacterium	303422
LKMB002-2-071_S178	S021	Sebaceous_Ba	Corynebacterium	72563
LKMB002-2-071_S178	S021	Sebaceous_Ba	Micrococcus	164027
LKMB002-2-071_S178	S021	Sebaceous_Ba	Staphylococcus	1844887
LKMB002-2-071_S178	S021	Sebaceous_Ba	Other	988336
LKMN002-3-06_S209	S025	Sebaceous_Al	Cutibacterium	21162399
LKMN002-3-06_S209	S025	Sebaceous_Al	Corynebacterium	48676
LKMN002-3-06_S209	S025	Sebaceous_Al	Micrococcus	2981
LKMN002-3-06_S209	S025	Sebaceous_Al	Staphylococcus	5974
LKMN002-3-06_S209	S025	Sebaceous_Al	Other	861539
LKMN002-3-45_S244	S029	Rarely_Moist_Af	Cutibacterium	1903297
LKMN002-3-45_S244	S029	Rarely_Moist_Af	Corynebacterium	201248
LKMN002-3-45_S244	S029	Rarely_Moist_Af	Micrococcus	272166
LKMN002-3-45_S244	S029	Rarely_Moist_Af	Staphylococcus	235601
LKMN002-3-45_S244	S029	Rarely_Moist_Af	Other	5729359
LKMN002-3-09_S212	S025	Sebaceous_Ba	Cutibacterium	14203432
LKMN002-3-09_S212	S025	Sebaceous_Ba	Corynebacterium	42631
LKMN002-3-09_S212	S025	Sebaceous_Ba	Micrococcus	110983
LKMN002-3-09_S212	S025	Sebaceous_Ba	Staphylococcus	10755
LKMN002-3-09_S212	S025	Sebaceous_Ba	Other	360697
LKMN002-3-03_S206	S024	Rarely_Moist_Af	Cutibacterium	1353240
LKMN002-3-03_S206	S024	Rarely_Moist_Af	Corynebacterium	215399
LKMN002-3-03_S206	S024	Rarely_Moist_Af	Micrococcus	197817
LKMN002-3-03_S206	S024	Rarely_Moist_Af	Staphylococcus	149325
LKMN002-3-03_S206	S024	Rarely_Moist_Af	Other	3861525
LKMN002-3-27_S230	S027	Rarely_Moist_Vf	Cutibacterium	905322
LKMN002-3-27_S230	S027	Rarely_Moist_Vf	Corynebacterium	545527
LKMN002-3-27_S230	S027	Rarely_Moist_Vf	Micrococcus	515396
LKMN002-3-27_S230	S027	Rarely_Moist_Vf	Staphylococcus	377469
LKMN002-3-27_S230	S027	Rarely_Moist_Vf	Other	2782540
LKMN002-3-07_S210	S025	Moist_Na	Cutibacterium	65524
LKMN002-3-07_S210	S025	Moist_Na	Corynebacterium	1792964
LKMN002-3-07_S210	S025	Moist_Na	Micrococcus	524
LKMN002-3-07_S210	S025	Moist_Na	Staphylococcus	1103
LKMN002-3-07_S210	S025	Moist_Na	Other	100875
LKMN002-3-53_S252	S030	Rarely_Moist_Vf	Cutibacterium	391609
LKMN002-3-53_S252	S030	Rarely_Moist_Vf	Corynebacterium	163075
LKMN002-3-53_S252	S030	Rarely_Moist_Vf	Micrococcus	541748
LKMN002-3-53_S252	S030	Rarely_Moist_Vf	Staphylococcus	258528
LKMN002-3-53_S252	S030	Rarely_Moist_Vf	Other	2329431
LKMB002-2-085_S192	S023	Sebaceous_Al	Cutibacterium	8091167
LKMB002-2-085_S192	S023	Sebaceous_Al	Corynebacterium	27566
LKMB002-2-085_S192	S023	Sebaceous_Al	Micrococcus	3076
LKMB002-2-085_S192	S023	Sebaceous_Al	Staphylococcus	151165
LKMB002-2-085_S192	S023	Sebaceous_Al	Other	796659
LKMN002-3-36_S239	S028	Rarely_Moist_Af	Cutibacterium	1301051
LKMN002-3-36_S239	S028	Rarely_Moist_Af	Corynebacterium	96903
LKMN002-3-36_S239	S028	Rarely_Moist_Af	Micrococcus	163508
LKMN002-3-36_S239	S028	Rarely_Moist_Af	Staphylococcus	337140
LKMN002-3-36_S239	S028	Rarely_Moist_Af	Other	1179870
LKMN002-3-89_S288	S033	Rarely_Moist_Af	Cutibacterium	598946
LKMN002-3-89_S288	S033	Rarely_Moist_Af	Corynebacterium	311324
LKMN002-3-89_S288	S033	Rarely_Moist_Af	Micrococcus	1370501
LKMN002-3-89_S288	S033	Rarely_Moist_Af	Staphylococcus	45460
LKMN002-3-89_S288	S033	Rarely_Moist_Af	Other	566169
LKMB002-2-032_S123	S016	Rarely_Moist_Vf	Cutibacterium	5825989
LKMB002-2-032_S123	S016	Rarely_Moist_Vf	Corynebacterium	197567
LKMB002-2-032_S123	S016	Rarely_Moist_Vf	Micrococcus	477158
LKMB002-2-032_S123	S016	Rarely_Moist_Vf	Staphylococcus	84831
LKMB002-2-032_S123	S016	Rarely_Moist_Vf	Other	2529514
LKMN002-3-69_S268	S032	Sebaceous_Oc	Cutibacterium	5363362
LKMN002-3-69_S268	S032	Sebaceous_Oc	Corynebacterium	45502
LKMN002-3-69_S268	S032	Sebaceous_Oc	Micrococcus	41252
LKMN002-3-69_S268	S032	Sebaceous_Oc	Staphylococcus	397883
LKMN002-3-69_S268	S032	Sebaceous_Oc	Other	845699
LKMN002-3-41_S168	S029	Moist_Na	Cutibacterium	572069
LKMN002-3-41_S168	S029	Moist_Na	Corynebacterium	324194
LKMN002-3-41_S168	S029	Moist_Na	Micrococcus	1397
LKMN002-3-41_S168	S029	Moist_Na	Staphylococcus	19649
LKMN002-3-41_S168	S029	Moist_Na	Other	131979
LKMN002-3-71_S270	S032	Rarely_Moist_Vf	Cutibacterium	3078866
LKMN002-3-71_S270	S032	Rarely_Moist_Vf	Corynebacterium	100199
LKMN002-3-71_S270	S032	Rarely_Moist_Vf	Micrococcus	234420
LKMN002-3-71_S270	S032	Rarely_Moist_Vf	Staphylococcus	61974
LKMN002-3-71_S270	S032	Rarely_Moist_Vf	Other	3170102
LKMN002-3-77_S276	S034	Moist_Na	Cutibacterium	926800
LKMN002-3-77_S276	S034	Moist_Na	Corynebacterium	334538
LKMN002-3-77_S276	S034	Moist_Na	Micrococcus	27491
LKMN002-3-77_S276	S034	Moist_Na	Staphylococcus	311842
LKMN002-3-77_S276	S034	Moist_Na	Other	432475
LKMB002-2-068_S175	S021	Sebaceous_Al	Cutibacterium	7027015
LKMB002-2-068_S175	S021	Sebaceous_Al	Corynebacterium	114116
LKMB002-2-068_S175	S021	Sebaceous_Al	Micrococcus	8465
LKMB002-2-068_S175	S021	Sebaceous_Al	Staphylococcus	441544
LKMB002-2-068_S175	S021	Sebaceous_Al	Other	1382862
LKMB002-2-035_S126	S016	Moist_Tw	Cutibacterium	29524
LKMB002-2-035_S126	S016	Moist_Tw	Corynebacterium	18580157
LKMB002-2-035_S126	S016	Moist_Tw	Micrococcus	50968
LKMB002-2-035_S126	S016	Moist_Tw	Staphylococcus	1173474
LKMB002-2-035_S126	S016	Moist_Tw	Other	716295
LKMN002-3-64_S263	S031	Moist_Um	Cutibacterium	1043901
LKMN002-3-64_S263	S031	Moist_Um	Corynebacterium	8522260
LKMN002-3-64_S263	S031	Moist_Um	Micrococcus	10200
LKMN002-3-64_S263	S031	Moist_Um	Staphylococcus	42524
LKMN002-3-64_S263	S031	Moist_Um	Other	1278279
LKMN002-3-74_S273	S032	Moist_Tw	Cutibacterium	195072
LKMN002-3-74_S273	S032	Moist_Tw	Corynebacterium	737056
LKMN002-3-74_S273	S032	Moist_Tw	Micrococcus	114381
LKMN002-3-74_S273	S032	Moist_Tw	Staphylococcus	10017901
LKMN002-3-74_S273	S032	Moist_Tw	Other	744854
LKMN002-3-10_S213	S025	Rarely_Moist_Vf	Cutibacterium	5645748
LKMN002-3-10_S213	S025	Rarely_Moist_Vf	Corynebacterium	601417
LKMN002-3-10_S213	S025	Rarely_Moist_Vf	Micrococcus	1372065
LKMN002-3-10_S213	S025	Rarely_Moist_Vf	Staphylococcus	106775
LKMN002-3-10_S213	S025	Rarely_Moist_Vf	Other	1242878
LKMN002-3-80_S279	S034	Rarely_Moist_Vf	Cutibacterium	4274383
LKMN002-3-80_S279	S034	Rarely_Moist_Vf	Corynebacterium	709462
LKMN002-3-80_S279	S034	Rarely_Moist_Vf	Micrococcus	2045415
LKMN002-3-80_S279	S034	Rarely_Moist_Vf	Staphylococcus	432381
LKMN002-3-80_S279	S034	Rarely_Moist_Vf	Other	3415800
LKMN002-3-87_S286	S033	Sebaceous_Ba	Cutibacterium	9857671
LKMN002-3-87_S286	S033	Sebaceous_Ba	Corynebacterium	211576
LKMN002-3-87_S286	S033	Sebaceous_Ba	Micrococcus	1283132
LKMN002-3-87_S286	S033	Sebaceous_Ba	Staphylococcus	432804
LKMN002-3-87_S286	S033	Sebaceous_Ba	Other	534977
LKMN002-3-51_S250	S030	Sebaceous_Oc	Cutibacterium	215123
LKMN002-3-51_S250	S030	Sebaceous_Oc	Corynebacterium	3757183
LKMN002-3-51_S250	S030	Sebaceous_Oc	Micrococcus	43604
LKMN002-3-51_S250	S030	Sebaceous_Oc	Staphylococcus	8244601
LKMN002-3-51_S250	S030	Sebaceous_Oc	Other	580645
LKMN002-3-18_S221	S026	Sebaceous_Ba	Cutibacterium	15290074
LKMN002-3-18_S221	S026	Sebaceous_Ba	Corynebacterium	25582
LKMN002-3-18_S221	S026	Sebaceous_Ba	Micrococcus	52812
LKMN002-3-18_S221	S026	Sebaceous_Ba	Staphylococcus	86871
LKMN002-3-18_S221	S026	Sebaceous_Ba	Other	442409
LKMN002-3-22_S225	S026	Moist_Tw	Cutibacterium	300806
LKMN002-3-22_S225	S026	Moist_Tw	Corynebacterium	617018
LKMN002-3-22_S225	S026	Moist_Tw	Micrococcus	94791
LKMN002-3-22_S225	S026	Moist_Tw	Staphylococcus	365516
LKMN002-3-22_S225	S026	Moist_Tw	Other	1898202
LKMN002-3-33_S236	S028	Sebaceous_Oc	Cutibacterium	4292827
LKMN002-3-33_S236	S028	Sebaceous_Oc	Corynebacterium	33521
LKMN002-3-33_S236	S028	Sebaceous_Oc	Micrococcus	632950
LKMN002-3-33_S236	S028	Sebaceous_Oc	Staphylococcus	4921451
LKMN002-3-33_S236	S028	Sebaceous_Oc	Other	1831375
LKMB002-2-060_S151	S020	Sebaceous_Al	Cutibacterium	14925070
LKMB002-2-060_S151	S020	Sebaceous_Al	Corynebacterium	22848
LKMB002-2-060_S151	S020	Sebaceous_Al	Micrococcus	12584
LKMB002-2-060_S151	S020	Sebaceous_Al	Staphylococcus	13029
LKMB002-2-060_S151	S020	Sebaceous_Al	Other	2208680
LKMN002-3-23_S226	S027	Sebaceous_Al	Cutibacterium	2777972
LKMN002-3-23_S226	S027	Sebaceous_Al	Corynebacterium	297343
LKMN002-3-23_S226	S027	Sebaceous_Al	Micrococcus	34690
LKMN002-3-23_S226	S027	Sebaceous_Al	Staphylococcus	273180
LKMN002-3-23_S226	S027	Sebaceous_Al	Other	660577
LKMN002-3-42_S241	S029	Sebaceous_Oc	Cutibacterium	8488996
LKMN002-3-42_S241	S029	Sebaceous_Oc	Corynebacterium	23529
LKMN002-3-42_S241	S029	Sebaceous_Oc	Micrococcus	191285
LKMN002-3-42_S241	S029	Sebaceous_Oc	Staphylococcus	153293
LKMN002-3-42_S241	S029	Sebaceous_Oc	Other	219401
LKMB002-2-069_S176	S021	Moist_Na	Cutibacterium	174243
LKMB002-2-069_S176	S021	Moist_Na	Corynebacterium	159459
LKMB002-2-069_S176	S021	Moist_Na	Micrococcus	425
LKMB002-2-069_S176	S021	Moist_Na	Staphylococcus	55698
LKMB002-2-069_S176	S021	Moist_Na	Other	92519
LKMN002-3-78_S277	S034	Sebaceous_Oc	Cutibacterium	8253349
LKMN002-3-78_S277	S034	Sebaceous_Oc	Corynebacterium	268502
LKMN002-3-78_S277	S034	Sebaceous_Oc	Micrococcus	203510
LKMN002-3-78_S277	S034	Sebaceous_Oc	Staphylococcus	1240635
LKMN002-3-78_S277	S034	Sebaceous_Oc	Other	926581
LKMN002-3-47_S246	S029	Moist_Tw	Cutibacterium	4690
LKMN002-3-47_S246	S029	Moist_Tw	Corynebacterium	27655
LKMN002-3-47_S246	S029	Moist_Tw	Micrococcus	2903
LKMN002-3-47_S246	S029	Moist_Tw	Staphylococcus	348904
LKMN002-3-47_S246	S029	Moist_Tw	Other	78671
LKMN002-3-32_S235	S028	Moist_Na	Cutibacterium	115053
LKMN002-3-32_S235	S028	Moist_Na	Corynebacterium	83310
LKMN002-3-32_S235	S028	Moist_Na	Micrococcus	1269
LKMN002-3-32_S235	S028	Moist_Na	Staphylococcus	51608
