Sample	SampleSubject	SampleBodySite	Taxa	Estimated_Reads
LKMB002-1-57_S56	S006	Moist_Tw	Micrococcus	7548
LKMB002-1-57_S56	S006	Moist_Tw	Staphylococcus	5895706
LKMB002-1-57_S56	S006	Moist_Tw	Other	721261
LKMB002-2-051_S142	S018	Rarely_Moist_Af	Cutibacterium	79111
LKMB002-2-051_S142	S018	Rarely_Moist_Af	Corynebacterium	18229
LKMB002-2-051_S142	S018	Rarely_Moist_Af	Micrococcus	70674
LKMB002-2-051_S142	S018	Rarely_Moist_Af	Staphylococcus	97653
LKMB002-2-051_S142	S018	Rarely_Moist_Af	Other	297937
LKMB002-2-024_S115	S014	Rarely_Moist_Vf	Cutibacterium	696388
LKMB002-2-024_S115	S014	Rarely_Moist_Vf	Corynebacterium	89460
LKMB002-2-024_S115	S014	Rarely_Moist_Vf	Micrococcus	159222
LKMB002-2-024_S115	S014	Rarely_Moist_Vf	Staphylococcus	46185
LKMB002-2-024_S115	S014	Rarely_Moist_Vf	Other	541763
LKMB002-1-65_S64	S008	Moist_Um	Cutibacterium	133887
LKMB002-1-65_S64	S008	Moist_Um	Corynebacterium	5095344
LKMB002-1-65_S64	S008	Moist_Um	Micrococcus	27787
LKMB002-1-65_S64	S008	Moist_Um	Staphylococcus	77018
LKMB002-1-65_S64	S008	Moist_Um	Other	4559877
LKMB002-1-01_S5	S001	Sebaceous_Al	Cutibacterium	17017273
LKMB002-1-01_S5	S001	Sebaceous_Al	Corynebacterium	31774
LKMB002-1-01_S5	S001	Sebaceous_Al	Micrococcus	34014
LKMB002-1-01_S5	S001	Sebaceous_Al	Staphylococcus	205749
LKMB002-1-01_S5	S001	Sebaceous_Al	Other	1428262
LKMB002-2-067_S174	S020	Moist_Tw	Cutibacterium	30828
LKMB002-2-067_S174	S020	Moist_Tw	Corynebacterium	1416749
LKMB002-2-067_S174	S020	Moist_Tw	Micrococcus	146837
LKMB002-2-067_S174	S020	Moist_Tw	Staphylococcus	9379316
LKMB002-2-067_S174	S020	Moist_Tw	Other	1000050
LKMB002-1-36_S40	S005	Sebaceous_Oc	Cutibacterium	10100872
LKMB002-1-36_S40	S005	Sebaceous_Oc	Corynebacterium	25274
LKMB002-1-36_S40	S005	Sebaceous_Oc	Micrococcus	11849
LKMB002-1-36_S40	S005	Sebaceous_Oc	Staphylococcus	61675
LKMB002-1-36_S40	S005	Sebaceous_Oc	Other	518551
LKMB002-1-50_S54	S006	Sebaceous_Al	Cutibacterium	14254644
LKMB002-1-50_S54	S006	Sebaceous_Al	Corynebacterium	272108
LKMB002-1-50_S54	S006	Sebaceous_Al	Micrococcus	3092
LKMB002-1-50_S54	S006	Sebaceous_Al	Staphylococcus	624656
LKMB002-1-50_S54	S006	Sebaceous_Al	Other	1320208
LKMB002-1-39_S43	S005	Rarely_Moist_Af	Cutibacterium	4571987
LKMB002-1-39_S43	S005	Rarely_Moist_Af	Corynebacterium	394107
LKMB002-1-39_S43	S005	Rarely_Moist_Af	Micrococcus	293971
LKMB002-1-39_S43	S005	Rarely_Moist_Af	Staphylococcus	205804
LKMB002-1-39_S43	S005	Rarely_Moist_Af	Other	2145703
LKMB002-1-93_S92	S012	Sebaceous_Oc	Cutibacterium	13658326
LKMB002-1-93_S92	S012	Sebaceous_Oc	Corynebacterium	2506890
LKMB002-1-93_S92	S012	Sebaceous_Oc	Micrococcus	573474
LKMB002-1-93_S92	S012	Sebaceous_Oc	Staphylococcus	15820
LKMB002-1-93_S92	S012	Sebaceous_Oc	Other	1107132
LKMB002-1-53_S158	S006	Sebaceous_Ba	Cutibacterium	11714178
LKMB002-1-53_S158	S006	Sebaceous_Ba	Corynebacterium	39368
LKMB002-1-53_S158	S006	Sebaceous_Ba	Micrococcus	20812
LKMB002-1-53_S158	S006	Sebaceous_Ba	Staphylococcus	33945
LKMB002-1-53_S158	S006	Sebaceous_Ba	Other	795071
LKMB002-2-014_S105	S015	Sebaceous_Oc	Cutibacterium	6046335
LKMB002-2-014_S105	S015	Sebaceous_Oc	Corynebacterium	569535
LKMB002-2-014_S105	S015	Sebaceous_Oc	Micrococcus	27748
LKMB002-2-014_S105	S015	Sebaceous_Oc	Staphylococcus	1161186
LKMB002-2-014_S105	S015	Sebaceous_Oc	Other	552339
LKMB002-1-15_S19	S002	Moist_Um	Cutibacterium	822596
LKMB002-1-15_S19	S002	Moist_Um	Corynebacterium	12627679
LKMB002-1-15_S19	S002	Moist_Um	Micrococcus	14708
LKMB002-1-15_S19	S002	Moist_Um	Staphylococcus	22588
LKMB002-1-15_S19	S002	Moist_Um	Other	1678262
LKMB002-2-002_S161	S012	Moist_Tw	Cutibacterium	1455680
LKMB002-2-002_S161	S012	Moist_Tw	Corynebacterium	928458
LKMB002-2-002_S161	S012	Moist_Tw	Micrococcus	1694712
LKMB002-2-002_S161	S012	Moist_Tw	Staphylococcus	571412
LKMB002-2-002_S161	S012	Moist_Tw	Other	6354815
LKMB002-1-60_S59	S008	Moist_Na	Cutibacterium	56467
LKMB002-1-60_S59	S008	Moist_Na	Corynebacterium	70013
LKMB002-1-60_S59	S008	Moist_Na	Micrococcus	618
LKMB002-1-60_S59	S008	Moist_Na	Staphylococcus	6068
LKMB002-1-60_S59	S008	Moist_Na	Other	51700
LKMB002-2-022_S113	S014	Sebaceous_Oc	Cutibacterium	3659841
LKMB002-2-022_S113	S014	Sebaceous_Oc	Corynebacterium	344817
LKMB002-2-022_S113	S014	Sebaceous_Oc	Micrococcus	465054
LKMB002-2-022_S113	S014	Sebaceous_Oc	Staphylococcus	485176
LKMB002-2-022_S113	S014	Sebaceous_Oc	Other	2278648
LKMB002-2-049_S140	S018	Sebaceous_Ba	Cutibacterium	321068
LKMB002-2-049_S140	S018	Sebaceous_Ba	Corynebacterium	106561
LKMB002-2-049_S140	S018	Sebaceous_Ba	Micrococcus	267055
LKMB002-2-049_S140	S018	Sebaceous_Ba	Staphylococcus	21154
LKMB002-2-049_S140	S018	Sebaceous_Ba	Other	565286
LKMB002-2-046_S137	S018	Sebaceous_Al	Cutibacterium	15191055
LKMB002-2-046_S137	S018	Sebaceous_Al	Corynebacterium	113279
LKMB002-2-046_S137	S018	Sebaceous_Al	Micrococcus	28215
LKMB002-2-046_S137	S018	Sebaceous_Al	Staphylococcus	141698
LKMB002-2-046_S137	S018	Sebaceous_Al	Other	3422649
LKMB002-1-87_S86	S009	Rarely_Moist_Vf	Cutibacterium	2564553
LKMB002-1-87_S86	S009	Rarely_Moist_Vf	Corynebacterium	502241
LKMB002-1-87_S86	S009	Rarely_Moist_Vf	Micrococcus	296384
LKMB002-1-87_S86	S009	Rarely_Moist_Vf	Staphylococcus	296086
LKMB002-1-87_S86	S009	Rarely_Moist_Vf	Other	1468282
LKMB002-2-028_S119	S016	Sebaceous_Al	Cutibacterium	6498134
LKMB002-2-028_S119	S016	Sebaceous_Al	Corynebacterium	83789
LKMB002-2-028_S119	S016	Sebaceous_Al	Micrococcus	14484
LKMB002-2-028_S119	S016	Sebaceous_Al	Staphylococcus	83010
LKMB002-2-028_S119	S016	Sebaceous_Al	Other	995170
LKMB002-1-41_S45	S005	Moist_Tw	Cutibacterium	22368
LKMB002-1-41_S45	S005	Moist_Tw	Corynebacterium	17593914
LKMB002-1-41_S45	S005	Moist_Tw	Micrococcus	9801
LKMB002-1-41_S45	S005	Moist_Tw	Staphylococcus	3696282
LKMB002-1-41_S45	S005	Moist_Tw	Other	655184
LKMB002-2-015_S106	S015	Sebaceous_Ba	Cutibacterium	11583090
LKMB002-2-015_S106	S015	Sebaceous_Ba	Corynebacterium	173299
LKMB002-2-015_S106	S015	Sebaceous_Ba	Micrococcus	401263
LKMB002-2-015_S106	S015	Sebaceous_Ba	Staphylococcus	66677
LKMB002-2-015_S106	S015	Sebaceous_Ba	Other	741426
LKMB002-2-004_S163	S013	Sebaceous_Al	Cutibacterium	12237341
LKMB002-2-004_S163	S013	Sebaceous_Al	Corynebacterium	211960
LKMB002-2-004_S163	S013	Sebaceous_Al	Micrococcus	8724
LKMB002-2-004_S163	S013	Sebaceous_Al	Staphylococcus	212554
LKMB002-2-004_S163	S013	Sebaceous_Al	Other	877721
LKMN002-3-24_S227	S027	Moist_Na	Cutibacterium	18390
LKMN002-3-24_S227	S027	Moist_Na	Corynebacterium	78972
LKMN002-3-24_S227	S027	Moist_Na	Micrococcus	491
LKMN002-3-24_S227	S027	Moist_Na	Staphylococcus	4202
LKMN002-3-24_S227	S027	Moist_Na	Other	106600
LKMB002-2-066_S173	S020	Moist_Um	Cutibacterium	151006
LKMB002-2-066_S173	S020	Moist_Um	Corynebacterium	38462
LKMB002-2-066_S173	S020	Moist_Um	Micrococcus	88413
LKMB002-2-066_S173	S020	Moist_Um	Staphylococcus	78226
LKMB002-2-066_S173	S020	Moist_Um	Other	369235
LKMB002-2-095_S202	S024	Moist_Na	Cutibacterium	13139
LKMB002-2-095_S202	S024	Moist_Na	Corynebacterium	31337
LKMB002-2-095_S202	S024	Moist_Na	Micrococcus	155
LKMB002-2-095_S202	S024	Moist_Na	Staphylococcus	2832
LKMB002-2-095_S202	S024	Moist_Na	Other	14471
LKMB002-2-025_S116	S014	Rarely_Moist_Af	Cutibacterium	238502
LKMB002-2-025_S116	S014	Rarely_Moist_Af	Corynebacterium	38344
LKMB002-2-025_S116	S014	Rarely_Moist_Af	Micrococcus	209308
LKMB002-2-025_S116	S014	Rarely_Moist_Af	Staphylococcus	509477
LKMB002-2-025_S116	S014	Rarely_Moist_Af	Other	363054
LKMB002-2-011_S102	S013	Moist_Tw	Cutibacterium	55020
LKMB002-2-011_S102	S013	Moist_Tw	Corynebacterium	1924541
LKMB002-2-011_S102	S013	Moist_Tw	Micrococcus	14087
LKMB002-2-011_S102	S013	Moist_Tw	Staphylococcus	12800699
LKMB002-2-011_S102	S013	Moist_Tw	Other	1291467
LKMB002-2-006_S97	S013	Sebaceous_Oc	Cutibacterium	5733662
LKMB002-2-006_S97	S013	Sebaceous_Oc	Corynebacterium	47370
LKMB002-2-006_S97	S013	Sebaceous_Oc	Micrococcus	27026
LKMB002-2-006_S97	S013	Sebaceous_Oc	Staphylococcus	1722087
LKMB002-2-006_S97	S013	Sebaceous_Oc	Other	803115
LKMB002-1-05_S9	S001	Rarely_Moist_Vf	Cutibacterium	500236
LKMB002-1-05_S9	S001	Rarely_Moist_Vf	Corynebacterium	74221
LKMB002-1-05_S9	S001	Rarely_Moist_Vf	Micrococcus	166750
LKMB002-1-05_S9	S001	Rarely_Moist_Vf	Staphylococcus	56731
LKMB002-1-05_S9	S001	Rarely_Moist_Vf	Other	5827801
LKMB002-2-017_S108	S015	Rarely_Moist_Af	Cutibacterium	213930
LKMB002-2-017_S108	S015	Rarely_Moist_Af	Corynebacterium	77861
LKMB002-2-017_S108	S015	Rarely_Moist_Af	Micrococcus	11305
LKMB002-2-017_S108	S015	Rarely_Moist_Af	Staphylococcus	196992
LKMB002-2-017_S108	S015	Rarely_Moist_Af	Other	133906
LKMN002-3-21_S224	S026	Moist_Um	Cutibacterium	18741
LKMN002-3-21_S224	S026	Moist_Um	Corynebacterium	480299
LKMN002-3-21_S224	S026	Moist_Um	Micrococcus	3431
LKMN002-3-21_S224	S026	Moist_Um	Staphylococcus	17089
LKMN002-3-21_S224	S026	Moist_Um	Other	334009
LKMB002-2-034_S125	S016	Moist_Um	Cutibacterium	533755
LKMB002-2-034_S125	S016	Moist_Um	Corynebacterium	5030674
LKMB002-2-034_S125	S016	Moist_Um	Micrococcus	7448
LKMB002-2-034_S125	S016	Moist_Um	Staphylococcus	12133
LKMB002-2-034_S125	S016	Moist_Um	Other	3631979
LKMB002-2-038_S129	S017	Moist_Na	Cutibacterium	52881
LKMB002-2-038_S129	S017	Moist_Na	Corynebacterium	79825
LKMB002-2-038_S129	S017	Moist_Na	Micrococcus	426
LKMB002-2-038_S129	S017	Moist_Na	Staphylococcus	52897
LKMB002-2-038_S129	S017	Moist_Na	Other	67243
LKMB002-2-073_S180	S021	Rarely_Moist_Af	Cutibacterium	734826
LKMB002-2-073_S180	S021	Rarely_Moist_Af	Corynebacterium	84688
LKMB002-2-073_S180	S021	Rarely_Moist_Af	Micrococcus	749739
LKMB002-2-073_S180	S021	Rarely_Moist_Af	Staphylococcus	333878
LKMB002-2-073_S180	S021	Rarely_Moist_Af	Other	1433821
LKMB002-2-056_S147	S019	Rarely_Moist_Vf	Cutibacterium	813454
LKMB002-2-056_S147	S019	Rarely_Moist_Vf	Corynebacterium	60701
LKMB002-2-056_S147	S019	Rarely_Moist_Vf	Micrococcus	894530
LKMB002-2-056_S147	S019	Rarely_Moist_Vf	Staphylococcus	95139
LKMB002-2-056_S147	S019	Rarely_Moist_Vf	Other	2767777
LKMB002-1-45_S49	S007	Sebaceous_Ba	Cutibacterium	7590708
LKMB002-1-45_S49	S007	Sebaceous_Ba	Corynebacterium	298720
LKMB002-1-45_S49	S007	Sebaceous_Ba	Micrococcus	46109
LKMB002-1-45_S49	S007	Sebaceous_Ba	Staphylococcus	201797
LKMB002-1-45_S49	S007	Sebaceous_Ba	Other	2292261
LKMB002-1-52_S157	S006	Sebaceous_Oc	Cutibacterium	15796166
LKMB002-1-52_S157	S006	Sebaceous_Oc	Corynebacterium	39365
LKMB002-1-52_S157	S006	Sebaceous_Oc	Micrococcus	21268
LKMB002-1-52_S157	S006	Sebaceous_Oc	Staphylococcus	889936
LKMB002-1-52_S157	S006	Sebaceous_Oc	Other	1635956
LKMB002-1-12_S16	S002	Sebaceous_Ba	Cutibacterium	18072411
LKMB002-1-12_S16	S002	Sebaceous_Ba	Corynebacterium	80693
LKMB002-1-12_S16	S002	Sebaceous_Ba	Micrococcus	155721
LKMB002-1-12_S16	S002	Sebaceous_Ba	Staphylococcus	59825
LKMB002-1-12_S16	S002	Sebaceous_Ba	Other	758660
LKMB002-1-02_S6	S001	Moist_Na	Cutibacterium	70768
LKMB002-1-02_S6	S001	Moist_Na	Corynebacterium	27981
LKMB002-1-02_S6	S001	Moist_Na	Micrococcus	825
LKMB002-1-02_S6	S001	Moist_Na	Staphylococcus	22036
LKMB002-1-02_S6	S001	Moist_Na	Other	32821
LKMB002-2-005_S164	S013	Moist_Na	Cutibacterium	184885
LKMB002-2-005_S164	S013	Moist_Na	Corynebacterium	1253518
LKMB002-2-005_S164	S013	Moist_Na	Micrococcus	1162
LKMB002-2-005_S164	S013	Moist_Na	Staphylococcus	9926
LKMB002-2-005_S164	S013	Moist_Na	Other	437696
LKMB002-1-42_S46	S007	Sebaceous_Al	Cutibacterium	4378395
LKMB002-1-42_S46	S007	Sebaceous_Al	Corynebacterium	84347
LKMB002-1-42_S46	S007	Sebaceous_Al	Micrococcus	3495
LKMB002-1-42_S46	S007	Sebaceous_Al	Staphylococcus	157325
LKMB002-1-42_S46	S007	Sebaceous_Al	Other	997109
LKMB002-1-95_S94	S012	Rarely_Moist_Vf	Cutibacterium	4874727
LKMB002-1-95_S94	S012	Rarely_Moist_Vf	Corynebacterium	1055123
LKMB002-1-95_S94	S012	Rarely_Moist_Vf	Micrococcus	3936226
LKMB002-1-95_S94	S012	Rarely_Moist_Vf	Staphylococcus	119635
LKMB002-1-95_S94	S012	Rarely_Moist_Vf	Other	1963383
LKMB002-2-064_S155	S020	Rarely_Moist_Vf	Cutibacterium	1475931
LKMB002-2-064_S155	S020	Rarely_Moist_Vf	Corynebacterium	71505
LKMB002-2-064_S155	S020	Rarely_Moist_Vf	Micrococcus	491034
LKMB002-2-064_S155	S020	Rarely_Moist_Vf	Staphylococcus	107589
LKMB002-2-064_S155	S020	Rarely_Moist_Vf	Other	816993
LKMB002-1-21_S25	S003	Rarely_Moist_Vf	Cutibacterium	358623
LKMB002-1-21_S25	S003	Rarely_Moist_Vf	Corynebacterium	213977
LKMB002-1-21_S25	S003	Rarely_Moist_Vf	Micrococcus	1055901
LKMB002-1-21_S25	S003	Rarely_Moist_Vf	Staphylococcus	35368
LKMB002-1-21_S25	S003	Rarely_Moist_Vf	Other	1308350
LKMB002-2-062_S153	S020	Sebaceous_Oc	Cutibacterium	9362952
LKMB002-2-062_S153	S020	Sebaceous_Oc	Corynebacterium	8588
LKMB002-2-062_S153	S020	Sebaceous_Oc	Micrococcus	9717
LKMB002-2-062_S153	S020	Sebaceous_Oc	Staphylococcus	12315
LKMB002-2-062_S153	S020	Sebaceous_Oc	Other	368146
LKMB002-2-029_S120	S016	Moist_Na	Cutibacterium	17728
LKMB002-2-029_S120	S016	Moist_Na	Corynebacterium	49336
LKMB002-2-029_S120	S016	Moist_Na	Micrococcus	455
LKMB002-2-029_S120	S016	Moist_Na	Staphylococcus	1779
LKMB002-2-029_S120	S016	Moist_Na	Other	62331
LKMB002-1-68_S67	S011	Moist_Na	Cutibacterium	1871
LKMB002-1-68_S67	S011	Moist_Na	Corynebacterium	9696
LKMB002-1-68_S67	S011	Moist_Na	Micrococcus	187
LKMB002-1-68_S67	S011	Moist_Na	Staphylococcus	3769
LKMB002-1-68_S67	S011	Moist_Na	Other	12821
LKMB002-2-043_S134	S017	Moist_Um	Cutibacterium	3856861
LKMB002-2-043_S134	S017	Moist_Um	Corynebacterium	1249075
LKMB002-2-043_S134	S017	Moist_Um	Micrococcus	11369
LKMB002-2-043_S134	S017	Moist_Um	Staphylococcus	2244175
LKMB002-2-043_S134	S017	Moist_Um	Other	1379616
LKMB002-2-040_S131	S017	Sebaceous_Ba	Cutibacterium	12095720
LKMB002-2-040_S131	S017	Sebaceous_Ba	Corynebacterium	65187
LKMB002-2-040_S131	S017	Sebaceous_Ba	Micrococcus	27496
LKMB002-2-040_S131	S017	Sebaceous_Ba	Staphylococcus	107102
LKMB002-2-040_S131	S017	Sebaceous_Ba	Other	397554
LKMN002-3-16_S219	S026	Moist_Na	Cutibacterium	531564
LKMN002-3-16_S219	S026	Moist_Na	Corynebacterium	601063
LKMN002-3-16_S219	S026	Moist_Na	Micrococcus	17122
LKMN002-3-16_S219	S026	Moist_Na	Staphylococcus	468042
LKMN002-3-16_S219	S026	Moist_Na	Other	547656
LKMB002-1-83_S82	S009	Sebaceous_Al	Cutibacterium	13400399
LKMB002-1-83_S82	S009	Sebaceous_Al	Corynebacterium	965924
LKMB002-1-83_S82	S009	Sebaceous_Al	Micrococcus	13844
LKMB002-1-83_S82	S009	Sebaceous_Al	Staphylococcus	718989
LKMB002-1-83_S82	S009	Sebaceous_Al	Other	1157657
LKMB002-2-072_S179	S021	Rarely_Moist_Vf	Cutibacterium	279850
LKMB002-2-072_S179	S021	Rarely_Moist_Vf	Corynebacterium	36769
LKMB002-2-072_S179	S021	Rarely_Moist_Vf	Micrococcus	122174
LKMB002-2-072_S179	S021	Rarely_Moist_Vf	Staphylococcus	29677
LKMB002-2-072_S179	S021	Rarely_Moist_Vf	Other	545576
LKMB002-1-75_S74	S010	Sebaceous_Al	Cutibacterium	1834261
LKMB002-1-75_S74	S010	Sebaceous_Al	Corynebacterium	108635
LKMB002-1-75_S74	S010	Sebaceous_Al	Micrococcus	3116
LKMB002-1-75_S74	S010	Sebaceous_Al	Staphylococcus	54121
LKMB002-1-75_S74	S010	Sebaceous_Al	Other	956406
LKMB002-2-053_S144	S019	Moist_Na	Cutibacterium	123449
LKMB002-2-053_S144	S019	Moist_Na	Corynebacterium	214625
LKMB002-2-053_S144	S019	Moist_Na	Micrococcus	970
LKMB002-2-053_S144	S019	Moist_Na	Staphylococcus	422596
LKMB002-2-053_S144	S019	Moist_Na	Other	123277
LKMB002-1-51_S156	S006	Moist_Na	Cutibacterium	66452
LKMB002-1-51_S156	S006	Moist_Na	Corynebacterium	236229
LKMB002-1-51_S156	S006	Moist_Na	Micrococcus	349
LKMB002-1-51_S156	S006	Moist_Na	Staphylococcus	8430
LKMB002-1-51_S156	S006	Moist_Na	Other	88768
LKMB002-1-82_S81	S010	Moist_Tw	Cutibacterium	11850
LKMB002-1-82_S81	S010	Moist_Tw	Corynebacterium	750713
LKMB002-1-82_S81	S010	Moist_Tw	Micrococcus	12230
LKMB002-1-82_S81	S010	Moist_Tw	Staphylococcus	17765531
LKMB002-1-82_S81	S010	Moist_Tw	Other	1312453
LKMB002-1-66_S65	S008	Moist_Tw	Cutibacterium	11565
LKMB002-1-66_S65	S008	Moist_Tw	Corynebacterium	18168904
LKMB002-1-66_S65	S008	Moist_Tw	Micrococcus	29911
LKMB002-1-66_S65	S008	Moist_Tw	Staphylococcus	664808
LKMB002-1-66_S65	S008	Moist_Tw	Other	430071
LKMN002-3-37_S240	S028	Moist_Um	Cutibacterium	210961
LKMN002-3-37_S240	S028	Moist_Um	Corynebacterium	9156302
LKMN002-3-37_S240	S028	Moist_Um	Micrococcus	39070
LKMN002-3-37_S240	S028	Moist_Um	Staphylococcus	1139184
LKMN002-3-37_S240	S028	Moist_Um	Other	983954
LKMB002-1-08_S12	S001	Moist_Tw	Cutibacterium	41512
LKMB002-1-08_S12	S001	Moist_Tw	Corynebacterium	381264
LKMB002-1-08_S12	S001	Moist_Tw	Micrococcus	17838
LKMB002-1-08_S12	S001	Moist_Tw	Staphylococcus	15609531
LKMB002-1-08_S12	S001	Moist_Tw	Other	1840421
LKMB002-1-59_S58	S008	Sebaceous_Al	Cutibacterium	21261743
LKMB002-1-59_S58	S008	Sebaceous_Al	Corynebacterium	119278
LKMB002-1-59_S58	S008	Sebaceous_Al	Micrococcus	18387
LKMB002-1-59_S58	S008	Sebaceous_Al	Staphylococcus	100140
LKMB002-1-59_S58	S008	Sebaceous_Al	Other	345760
LKMB002-2-061_S152	S020	Moist_Na	Cutibacterium	50279
LKMB002-2-061_S152	S020	Moist_Na	Corynebacterium	14618
LKMB002-2-061_S152	S020	Moist_Na	Micrococcus	626
LKMB002-2-061_S152	S020	Moist_Na	Staphylococcus	24387
LKMB002-2-061_S152	S020	Moist_Na	Other	26184
LKMB002-2-009_S100	S013	Rarely_Moist_Af	Cutibacterium	1464714
LKMB002-2-009_S100	S013	Rarely_Moist_Af	Corynebacterium	172870
LKMB002-2-009_S100	S013	Rarely_Moist_Af	Micrococcus	2037365
LKMB002-2-009_S100	S013	Rarely_Moist_Af	Staphylococcus	374385
LKMB002-2-009_S100	S013	Rarely_Moist_Af	Other	2148280
LKMB002-1-06_S10	S001	Rarely_Moist_Af	Cutibacterium	766113
LKMB002-1-06_S10	S001	Rarely_Moist_Af	Corynebacterium	78053
LKMB002-1-06_S10	S001	Rarely_Moist_Af	Micrococcus	172574
LKMB002-1-06_S10	S001	Rarely_Moist_Af	Staphylococcus	94876
LKMB002-1-06_S10	S001	Rarely_Moist_Af	Other	3584567
LKMB002-2-054_S145	S019	Sebaceous_Oc	Cutibacterium	5146454
LKMB002-2-054_S145	S019	Sebaceous_Oc	Corynebacterium	44026
LKMB002-2-054_S145	S019	Sebaceous_Oc	Micrococcus	287116
LKMB002-2-054_S145	S019	Sebaceous_Oc	Staphylococcus	7709841
LKMB002-2-054_S145	S019	Sebaceous_Oc	Other	1159073
LKMB002-2-007_S98	S013	Sebaceous_Ba	Cutibacterium	4219875
LKMB002-2-007_S98	S013	Sebaceous_Ba	Corynebacterium	126646
LKMB002-2-007_S98	S013	Sebaceous_Ba	Micrococcus	351826
LKMB002-2-007_S98	S013	Sebaceous_Ba	Staphylococcus	345076
LKMB002-2-007_S98	S013	Sebaceous_Ba	Other	1956291
LKMB002-2-019_S110	S015	Moist_Tw	Cutibacterium	16500
LKMB002-2-019_S110	S015	Moist_Tw	Corynebacterium	13339537
LKMB002-2-019_S110	S015	Moist_Tw	Micrococcus	10712
LKMB002-2-019_S110	S015	Moist_Tw	Staphylococcus	6402691
LKMB002-2-019_S110	S015	Moist_Tw	Other	690507
LKMB002-2-010_S101	S013	Moist_Um	Cutibacterium	440714
LKMB002-2-010_S101	S013	Moist_Um	Corynebacterium	11835179
LKMB002-2-010_S101	S013	Moist_Um	Micrococcus	9320
LKMB002-2-010_S101	S013	Moist_Um	Staphylococcus	62837
LKMB002-2-010_S101	S013	Moist_Um	Other	567272
LKMN002-3-54_S253	S030	Rarely_Moist_Af	Cutibacterium	119465
LKMN002-3-54_S253	S030	Rarely_Moist_Af	Corynebacterium	56993
LKMN002-3-54_S253	S030	Rarely_Moist_Af	Micrococcus	77265
LKMN002-3-54_S253	S030	Rarely_Moist_Af	Staphylococcus	211187
LKMN002-3-54_S253	S030	Rarely_Moist_Af	Other	397893
LKMB002-2-089_S196	S023	Rarely_Moist_Vf	Cutibacterium	2283437
LKMB002-2-089_S196	S023	Rarely_Moist_Vf	Corynebacterium	145789
LKMB002-2-089_S196	S023	Rarely_Moist_Vf	Micrococcus	313558
LKMB002-2-089_S196	S023	Rarely_Moist_Vf	Staphylococcus	96924
LKMB002-2-089_S196	S023	Rarely_Moist_Vf	Other	4492699
LKMB002-1-96_S95	S012	Rarely_Moist_Af	Cutibacterium	7231174
LKMB002-1-96_S95	S012	Rarely_Moist_Af	Corynebacterium	665684
LKMB002-1-96_S95	S012	Rarely_Moist_Af	Micrococcus	616465
LKMB002-1-96_S95	S012	Rarely_Moist_Af	Staphylococcus	116956
LKMB002-1-96_S95	S012	Rarely_Moist_Af	Other	1408104
LKMB002-2-030_S121	S016	Sebaceous_Oc	Cutibacterium	1019868
LKMB002-2-030_S121	S016	Sebaceous_Oc	Corynebacterium	11032
LKMB002-2-030_S121	S016	Sebaceous_Oc	Micrococcus	12841
LKMB002-2-030_S121	S016	Sebaceous_Oc	Staphylococcus	85055
LKMB002-2-030_S121	S016	Sebaceous_Oc	Other	97323
LKMB002-2-018_S109	S015	Moist_Um	Cutibacterium	36789
LKMB002-2-018_S109	S015	Moist_Um	Corynebacterium	3498823
LKMB002-2-018_S109	S015	Moist_Um	Micrococcus	7038
LKMB002-2-018_S109	S015	Moist_Um	Staphylococcus	249077
LKMB002-2-018_S109	S015	Moist_Um	Other	13498263
LKMN002-3-58_S257	S031	Sebaceous_Al	Cutibacterium	8797583
LKMN002-3-58_S257	S031	Sebaceous_Al	Corynebacterium	59133
LKMN002-3-58_S257	S031	Sebaceous_Al	Micrococcus	6763
LKMN002-3-58_S257	S031	Sebaceous_Al	Staphylococcus	351885
LKMN002-3-58_S257	S031	Sebaceous_Al	Other	1957893
LKMN002-3-25_S228	S027	Sebaceous_Oc	Cutibacterium	4882615
LKMN002-3-25_S228	S027	Sebaceous_Oc	Corynebacterium	118432
LKMN002-3-25_S228	S027	Sebaceous_Oc	Micrococcus	45830
LKMN002-3-25_S228	S027	Sebaceous_Oc	Staphylococcus	206377
LKMN002-3-25_S228	S027	Sebaceous_Oc	Other	364295
LKMB002-2-077_S184	S022	Sebaceous_Al	Cutibacterium	3191640
LKMB002-2-077_S184	S022	Sebaceous_Al	Corynebacterium	91408
LKMB002-2-077_S184	S022	Sebaceous_Al	Micrococcus	204
LKMB002-2-077_S184	S022	Sebaceous_Al	Staphylococcus	131609
LKMB002-2-077_S184	S022	Sebaceous_Al	Other	556865
LKMB002-1-84_S83	S009	Moist_Na	Cutibacterium	52060
LKMB002-1-84_S83	S009	Moist_Na	Corynebacterium	641138
LKMB002-1-84_S83	S009	Moist_Na	Micrococcus	545
LKMB002-1-84_S83	S009	Moist_Na	Staphylococcus	16356
LKMB002-1-84_S83	S009	Moist_Na	Other	179241
LKMB002-2-057_S148	S019	Rarely_Moist_Af	Cutibacterium	703389
LKMB002-2-057_S148	S019	Rarely_Moist_Af	Corynebacterium	47954
LKMB002-2-057_S148	S019	Rarely_Moist_Af	Micrococcus	349457
LKMB002-2-057_S148	S019	Rarely_Moist_Af	Staphylococcus	207015
LKMB002-2-057_S148	S019	Rarely_Moist_Af	Other	4482827
LKMB002-1-09_S13	S002	Sebaceous_Al	Cutibacterium	3847677
LKMB002-1-09_S13	S002	Sebaceous_Al	Corynebacterium	346370
