dataset	genus	rel_abun	prevalence
Kraken	Gordonia	0.1306881738630099	173
Kraken	Gordonibacter	4.208325640727326e-4	0
Kraken	Gottschalkia	1.9493440112648122e-4	0
Kraken	Gracilibacillus	7.609043426001876e-5	0
Kraken	Gramella	4.80772582569754e-4	1
Kraken	Granulibacter	6.962302351784646e-4	2
Kraken	Granulicatella	0.039329898	132
Kraken	Granulicella	8.533689219889526e-4	2
Kraken	Granulosicoccus	1.6000313103926479e-4	0
Kraken	Grimontia	1.3921150066298268e-4	1
Kraken	Gryllotalpicola	0.001013692	2
Kraken	Gudongella	2.1460486190720814e-4	2
Kraken	Gulosibacter	0.007007029	23
Kraken	Guyparkeria	1.8420702059893554e-4	0
Kraken	Gynuella	1.2336665026452048e-4	0
Kraken	Haematobacter	0.004082402	16
Kraken	Haematospirillum	1.2024489166409142e-4	0
Kraken	Haemophilus	0.13844835459846816	197
Kraken	Hafnia	8.397810193520195e-4	5
Kraken	Hahella	1.1033238996097838e-4	0
Kraken	Halanaerobium	2.809174849844303e-4	1
Kraken	Halarcobacter	1.2344838372088275e-4	0
Kraken	Haliangium	0.001273939	3
Kraken	Halioglobus	3.8501220563667436e-4	1
Kraken	Haliscomenobacter	2.3249944311675707e-4	0
Kraken	Halobacillus	1.553348114321862e-4	0
Kraken	Halobacteriovorax	5.280943641068309e-5	0
Kraken	Halobacteroides	9.869148262227422e-5	1
Kraken	Halocella	1.302382078916947e-4	0
Kraken	Halomicronema	4.1651649140762375e-5	0
Kraken	Halomonas	0.004482788	22
Kraken	Halopseudomonas	8.817938852325992e-4	3
Kraken	Halorhodospira	3.145102246439218e-4	0
Kraken	Halothece	5.251076469897469e-5	0
Kraken	Halothermothrix	2.0174442035473922e-5	0
Kraken	Halothiobacillus	2.5173709179694226e-4	1
Kraken	Hankyongella	5.659835593852372e-4	0
Kraken	Haploplasma	5.4431979549308536e-5	0
Kraken	Hartmannibacter	6.710203303750814e-4	0
Kraken	Hathewaya	1.8545036312192452e-4	0
Kraken	Helcococcus	0.002785845	9
Kraken	Helicobacter	0.002873105	13
Kraken	Heliomicrobium	1.1385021807011706e-4	0
Kraken	Heliorestis	6.951786998480423e-5	0
Kraken	Herbaspirillum	0.010277716177684772	61
Kraken	Herbiconiux	0.001218071	5
Kraken	Herbinix	3.6141941178752376e-4	1
Kraken	Herminiimonas	4.005812051322219e-4	1
Kraken	Heyndrickxia	3.1453792810674547e-4	1
Kraken	Hippea	1.3113955331114116e-5	0
Kraken	Hirschia	4.3123996298544706e-6	0
Kraken	Histophilus	5.754363663991292e-4	2
Kraken	Hoeflea	5.583134579213458e-4	0
Kraken	Hoyosella	8.742201579946121e-4	3
Kraken	Humibacter	0.004011511	21
Kraken	Humisphaera	5.56689717173095e-4	1
Kraken	Hungatella	1.894042387432946e-4	0
Kraken	Hydrocarboniclastica	1.4229826699676594e-4	0
Kraken	Hydrogenibacillus	1.60574134676939e-4	0
Kraken	Hydrogenimonas	3.7586066392979536e-5	0
Kraken	Hydrogenobacter	3.44104205021663e-5	0
Kraken	Hydrogenophaga	0.007683327	40
Kraken	Hydrogenophilus	3.189293461130772e-4	1
Kraken	Hydrogenovibrio	0.001063696	5
Kraken	Hylemonella	0.001884698	12
Kraken	Hymenobacter	0.022664336421021954	100
Kraken	Hypericibacter	0.001872935	9
Kraken	Hyphobacterium	9.158031656523862e-5	0
Kraken	Hyphomicrobium	0.001139284	4
Kraken	Hyphomonas	0.001399349	6
Kraken	Iamia	0.002956932	18
Kraken	Ichthyobacterium	2.5632544569582585e-4	1
Kraken	Idiomarina	7.565423868043004e-4	4
Kraken	Ignavibacterium	5.325327761414758e-5	0
Kraken	Ilumatobacter	0.001215701	6
Kraken	Ilyobacter	2.7344525108657157e-5	0
Kraken	Immundisolibacter	4.3941178139228335e-4	0
Kraken	Indioceanicola	3.8737107553609763e-4	0
Kraken	Inhella	6.746303796424201e-4	0
Kraken	Intestinibaculum	7.438946038349005e-5	0
Kraken	Intestinimonas	2.2905062913581128e-4	0
Kraken	Intrasporangium	0.001762148	9
Kraken	Iocasia	4.113711359700053e-5	0
Kraken	Iodobacter	7.681197112650996e-4	5
Kraken	Isoptericola	0.002314989	17
Kraken	Isosphaera	1.529076281980255e-4	0
Kraken	Janibacter	0.11372650674984869	150
Kraken	Jannaschia	8.592961998146394e-4	3
Kraken	Janthinobacterium	0.23770554609450745	124
Kraken	Jatrophihabitans	7.638606853515221e-4	0
Kraken	Jejubacter	1.4188133410275456e-4	0
Kraken	Jeongeupia	6.962461914708271e-4	1
Kraken	Jeotgalibaca	5.988799328740334e-4	2
Kraken	Jeotgalibacillus	6.0792638180026284e-5	0
Kraken	Jeotgalicoccus	0.007201165	37
Kraken	Jiangella	0.003462504	20
Kraken	Jinshanibacter	1.9264866285813415e-5	0
Kraken	Jonesia	5.495747763379334e-4	2
Kraken	Jonquetella	0.008147772	5
Kraken	Kaistella	0.013458950540975543	44
Kraken	Kaistia	0.001187096	4
Kraken	Kangiella	2.1934597430596584e-4	2
Kraken	Kaustia	7.385882923013436e-4	1
Kraken	Keratinibaculum	4.52681613081869e-4	4
Kraken	Kerstersia	4.944213421612788e-4	1
Kraken	Ketobacter	1.1663864328673782e-4	1
Kraken	Ketogulonicigenium	6.394285227266272e-4	1
Kraken	Kibdelosporangium	0.001623832	5
Kraken	Kineobactrum	1.511881296675497e-4	0
Kraken	Kineococcus	0.002295914	12
Kraken	Kingella	0.012793783352178068	63
Kraken	Kinneretia	3.566530988135214e-4	0
Kraken	Kiritimatiella	2.2163641982664054e-4	0
Kraken	Kitasatospora	0.004294507	33
Kraken	Klebsiella	0.1654280750756331	137
Kraken	Kluyvera	5.996178303665519e-4	3
Kraken	Kocuria	0.5574648933160968	230
Kraken	Koinonema	7.300240396725065e-5	0
Kraken	Koleobacter	7.175623712604171e-5	0
Kraken	Komagataeibacter	0.002069203	11
Kraken	Kordia	1.7934461596409338e-4	0
Kraken	Kosakonia	0.001959343	5
Kraken	Kosmotoga	2.519521533812831e-5	0
Kraken	Kovacikia	1.2042867656928335e-4	0
Kraken	Kozakia	1.4399566955125822e-4	0
Kraken	Kribbella	0.00331897	23
Kraken	Kroppenstedtia	1.7309283027209114e-4	0
Kraken	Ktedonosporobacter	1.7259409449401733e-4	1
Kraken	Kurthia	0.004149606	4
Kraken	Kushneria	4.935389041276623e-4	1
Kraken	Kutzneria	0.003752794	27
Kraken	Kyrpidia	2.2001945946216052e-4	1
Kraken	Kytococcus	0.12414114342928778	140
Kraken	Labilibaculum	2.1770259168112056e-4	1
Kraken	Labilithrix	0.00123161	5
Kraken	Labrenzia	8.647640636481932e-4	1
Kraken	Labrys	9.94199631785267e-4	1
Kraken	Laceyella	1.4664275221319074e-4	0
Kraken	Lachnoanaerobaculum	0.001888037	11
Kraken	Lachnoclostridium	0.00106153	6
Kraken	Lachnospira	3.373097832096658e-4	0
Kraken	Lacimicrobium	4.413685064171331e-5	0
Kraken	Lacinutrix	1.561912584319279e-4	0
Kraken	Lacipirellula	0.001286043	6
Kraken	Lacrimispora	7.427511588084184e-4	4
Kraken	Lacticaseibacillus	0.002828302	22
Kraken	Lactiplantibacillus	0.002732055	10
Kraken	Lactobacillus	0.5006986006881613	185
Kraken	Lactococcus	0.020218286367946873	84
Kraken	Lacunisphaera	5.364650284004286e-4	0
Kraken	Lagierella	0.003730848	12
Kraken	Lancefieldella	0.003578844	23
Kraken	Lapidilactobacillus	1.194585348445723e-5	0
Kraken	Laribacter	4.740624967061598e-4	0
Kraken	Latilactobacillus	0.009066988	11
Kraken	Lautropia	0.043921710805128765	111
Kraken	Lawsonella	1.2052700619627583	268
Kraken	Lawsonia	1.0054032557894527e-5	0
Kraken	Leadbetterella	1.2469589897635727e-4	0
Kraken	Leclercia	0.005192997	30
Kraken	Lederbergia	2.185458229708548e-4	1
Kraken	Leeuwenhoekiella	4.5540946463951674e-5	0
Kraken	Legionella	0.003167419	12
Kraken	Leifsonia	0.005664334	44
Kraken	Leisingera	8.988711187528967e-4	3
Kraken	Lelliottia	0.001366047	8
Kraken	Leminorella	1.5005612643232842e-4	0
Kraken	Lentibacillus	9.02823521362142e-5	0
Kraken	Lentilactobacillus	5.45939913992587e-4	2
Kraken	Lentilitoribacter	4.1449805214575636e-5	0
Kraken	Lentzea	0.001842401	8
Kraken	Leptodesmis	5.5751529315425104e-5	0
Kraken	Leptolyngbya	0.001765317	6
Kraken	Leptospira	7.280596932885944e-4	2
Kraken	Leptospirillum	2.2873756992699064e-5	0
Kraken	Leptothermofonsia	9.768835835546378e-5	0
Kraken	Leptothrix	0.001871886	11
Kraken	Leptotrichia	0.019345894630134995	77
Kraken	Leucobacter	0.007441518	62
Kraken	Leuconostoc	0.007159899	31
Kraken	Levilactobacillus	4.916646644025413e-4	1
Kraken	Liberibacter	5.593256451032633e-4	1
Kraken	Lichenicola	6.991287159055298e-4	2
Kraken	Lichenihabitans	5.7425025439524e-4	0
Kraken	Ligilactobacillus	6.086950984970827e-4	0
Kraken	Lignipirellula	0.000341986	0
Kraken	Limihaloglobus	2.125000282830357e-5	0
Kraken	Limnobacter	3.715199843265226e-4	2
Kraken	Limnobaculum	1.6841061268596397e-4	1
Kraken	Limnochorda	2.7357199367056034e-4	0
Kraken	Limnoglobus	0.001157476	5
Kraken	Limnohabitans	0.00126065	11
Kraken	Limnospira	5.359252539955758e-5	0
Kraken	Limosilactobacillus	0.00221194	15
Kraken	Liquorilactobacillus	3.384802487598622e-4	2
Kraken	Listeria	0.011326489456100626	88
Kraken	Litoricola	5.6859353017385546e-5	0
Kraken	Litorilituus	1.0687042720441396e-4	0
Kraken	Loigolactobacillus	3.6976798615491967e-4	2
Kraken	Longibaculum	1.607794557581244e-4	0
Kraken	Longicatena	1.8454514468215142e-4	1
Kraken	Lonsdalea	1.9816729146671065e-4	0
Kraken	Luteibacter	0.00106749	4
Kraken	Luteimicrobium	0.001136667	1
Kraken	Luteimonas	0.10192077606749995	159
Kraken	Luteipulveratus	0.001531171	3
Kraken	Luteitalea	0.002541413	11
Kraken	Luteithermobacter	2.2970525026139597e-4	1
Kraken	Luteolibacter	5.848191151156843e-4	2
Kraken	Lysinibacillus	0.001262277	6
Kraken	Lysobacter	0.029843347882817055	115
Kraken	Macrococcus	0.007623177	20
Kraken	Mageeibacillus	0.002647602	10
Kraken	Magnetococcus	4.26428282624316e-5	0
Kraken	Magnetospira	2.0994089795726279e-4	1
Kraken	Magnetospirillum	0.001986528	11
Kraken	Mahella	3.240360266851959e-4	1
Kraken	Maioricimonas	3.502218233215574e-4	0
Kraken	Malaciobacter	3.2804997682277313e-4	1
Kraken	Malacoplasma	4.138070388844105e-5	0
Kraken	Mameliella	8.068935890176251e-4	2
Kraken	Mammaliicoccus	0.018106387191667864	25
Kraken	Mannheimia	0.001374482	9
Kraken	Maribacter	4.4662191628505355e-4	1
Kraken	Maribius	4.0700443827542895e-4	0
Kraken	Maricaulis	1.4667497461352076e-4	0
Kraken	Marichromatium	5.929693336157482e-4	0
Kraken	Maridesulfovibrio	1.4485902976210485e-5	0
Kraken	Marinagarivorans	5.736155905427117e-4	4
Kraken	Mariniblastus	7.389552822915007e-5	0
Kraken	Marinicauda	5.67164305183443e-4	0
Kraken	Marinilactibacillus	2.1031045090850496e-4	1
Kraken	Mariniplasma	5.36173197667625e-5	0
Kraken	Marinithermus	1.651285125615123e-4	0
Kraken	Marinitoga	1.1139393851197229e-5	0
Kraken	Marinobacter	0.001998003	10
Kraken	Marinobacterium	3.1371928718187855e-4	1
Kraken	Marinomonas	0.001874963	8
Kraken	Mariprofundus	7.690022550055487e-5	0
Kraken	Marisediminicola	7.119740624426015e-4	1
Kraken	Maritalea	2.288501334170269e-4	1
Kraken	Marivirga	9.080070043890799e-5	0
Kraken	Marivivens	3.113767272050259e-4	1
Kraken	Marmoricola	0.011692471910915506	68
Kraken	Martelella	0.002194586	15
Kraken	Massilia	0.057296458	116
Kraken	Mediterraneibacter	0.002401517	15
Kraken	Megalodesulfovibrio	1.4866832701283838e-4	0
Kraken	Megamonas	9.759870700432102e-4	7
Kraken	Megasphaera	0.003290212	11
Kraken	Meiothermus	4.734993552570327e-4	1
Kraken	Melaminivora	0.013069683667797385	40
Kraken	Melittangium	0.003057765	2
Kraken	Mesobacillus	1.4353739940630494e-4	0
Kraken	Mesoplasma	2.108314079910065e-4	1
Kraken	Mesorhizobium	0.0279416	117
Kraken	Mesotoga	5.0102272460978565e-5	0
Kraken	Metabacillus	5.134232606380034e-4	0
Kraken	Metakosakonia	2.952752791118597e-5	0
Kraken	Methylacidimicrobium	1.7054604722589956e-4	0
Kraken	Methylacidiphilum	1.5514684181148445e-4	1
Kraken	Methylibium	0.002860518	18
Kraken	Methylobacterium	0.066373009	147
Kraken	Methylocaldum	4.3742487526623265e-4	3
Kraken	Methyloceanibacter	6.361068969400294e-4	1
Kraken	Methylocella	9.9680203511887e-4	3
Kraken	Methylococcus	9.928439692141354e-4	5
Kraken	Methylocystis	0.001269297	6
Kraken	Methylogaea	2.9771210491192973e-4	0
Kraken	Methyloligella	4.957640632427971e-4	1
Kraken	Methylomagnum	2.705234230069398e-4	0
Kraken	Methylomicrobium	1.8278674585979254e-4	0
Kraken	Methylomonas	0.001224042	5
Kraken	Methylomusa	9.351355627817185e-5	0
Kraken	Methylophaga	9.161527092171244e-4	5
Kraken	Methylophilus	7.041290834874427e-4	2
Kraken	Methyloradius	2.4365947531745528e-4	2
Kraken	Methylorubrum	0.008810355	33
Kraken	Methylosinus	0.001197408	2
Kraken	Methylotenera	2.652570165426512e-4	1
Kraken	Methylotuvimicrobium	2.0060615182025687e-4	1
Kraken	Methyloversatilis	7.903083900638217e-4	1
Kraken	Methylovirgula	6.499207302179316e-4	2
Kraken	Methylovorus	2.0865308130819498e-4	1
Kraken	Methylovulum	4.031598269417244e-4	2
Kraken	Micavibrio	0.005772219	39
Kraken	Microbacterium	0.1659276624572031	206
Kraken	Microbulbifer	0.001938599	6
Kraken	Microcella	0.001852945	9
Kraken	Microchaete	7.1987773126798e-5	0
Kraken	Micrococcus	4.413110174	266
Kraken	Microcystis	3.348453345736854e-4	2
Kraken	Microlunatus	0.015678298470015974	91
Kraken	Micromonospora	0.014768187167709067	91
Kraken	Micropruina	0.001467152	6
Kraken	Microterricola	0.001829819	9
Kraken	Microvirga	0.006183693	47
Kraken	Microvirgula	0.001006487	7
Kraken	Miltoncostaea	0.002715836	12
Kraken	Miniimonas	0.001695088	7
Kraken	Mixta	0.002742629	11
Kraken	Mobiluncus	0.20040838174319972	57
Kraken	Modestobacter	0.00323294	12
Kraken	Mogibacterium	0.003354711	22
Kraken	Monaibacterium	3.467721100421446e-4	0
Kraken	Monoglobus	2.3033009322786914e-4	1
Kraken	Moorella	9.004369789312924e-5	0
Kraken	Moorena	1.578396974572639e-4	1
Kraken	Moraxella	1.2085153926933117	224
Kraken	Morganella	0.001337851	4
Kraken	Moritella	5.801287308756493e-4	2
Kraken	Mucilaginibacter	0.003697136	23
Kraken	Mucisphaera	1.2399927926863045e-4	0
Kraken	Mumia	0.001048063	3
Kraken	Murdochiella	0.011984355017072144	15
Kraken	Muribaculum	1.821157303440457e-4	1
Kraken	Muricauda	4.0707413230991346e-4	2
Kraken	Musicola	2.58771630515446e-4	2
Kraken	Mycetocola	0.00183397	5
Kraken	Mycetohabitans	8.206705428797025e-5	0
Kraken	Mycoavidus	3.846517459394753e-4	1
Kraken	Mycobacterium	0.094819943	192
Kraken	Mycobacteroides	0.008560388	68
Kraken	Mycolicibacter	0.004847689	31
Kraken	Mycolicibacterium	0.15956644085924185	197
Kraken	Mycoplasma	0.001396522	6
Kraken	Mycoplasmopsis	6.348234488438697e-4	2
Kraken	Myroides	9.079910709946608e-4	4
Kraken	Myxococcus	0.005332264	27
Kraken	Nakamurella	0.007069878	54
Kraken	Nanchangia	6.149291560470086e-4	2
Kraken	Natranaerobius	7.70764974724236e-5	0
Kraken	Natronoglycomyces	3.130762127149191e-4	0
Kraken	Nautilia	4.307138639033118e-5	0
Kraken	Ndongobacter	0.002762325	7
Kraken	Neisseria	0.17116279547054503	182
Kraken	Neoasaia	2.1836280492860404e-4	0
Kraken	Neobacillus	3.5338794180207994e-4	1
Kraken	Neochlamydia	6.124723566133548e-5	1
Kraken	Neokomagataea	1.6615833586491435e-5	0
Kraken	Neomicrococcus	4.6146030103415693e-4	0
Kraken	Neorhizobium	0.002758663	19
Kraken	Neorickettsia	5.020192974316516e-5	0
Kraken	Neptunomonas	5.980166716884468e-4	4
Kraken	Nesterenkonia	0.032610636	120
Kraken	Nibricoccus	3.2819466659793025e-4	0
Kraken	Nissabacter	3.6507159934621655e-4	0
Kraken	Nitratifractor	2.933785375440435e-5	0
Kraken	Nitratireductor	0.001442141	7
Kraken	Nitratiruptor	7.425015224464344e-6	0
Kraken	Nitrincola	4.775517958389089e-4	2
Kraken	Nitrobacter	0.001191381	5
Kraken	Nitrogeniibacter	8.197351525063098e-4	2
Kraken	Nitrosococcus	3.3822835226945334e-4	2
Kraken	Nitrosomonas	0.002988791	8
Kraken	Nitrosophilus	1.6548314955155995e-4	1
Kraken	Nitrosospira	4.676360966970476e-4	2
Kraken	Nitrospira	8.674302263254314e-4	6
Kraken	Nitrospirillum	0.001040758	4
Kraken	Niveibacterium	3.7313433150288423e-4	0
Kraken	Niveispirillum	3.791806304430034e-4	0
Kraken	Nocardia	0.013696322212453833	94
Kraken	Nocardioides	0.10064116066202095	184
Kraken	Nocardiopsis	0.005654006	45
Kraken	Nodularia	1.2262923814336692e-4	1
Kraken	Nonlabens	2.8054830831311564e-4	0
Kraken	Nonomuraea	0.007937307	66
Kraken	Nordella	0.001079163	5
Kraken	Nosocomiicoccus	0.001059599	8
Kraken	Nostoc	0.003967095	13
Kraken	Novibacillus	1.1362828051600503e-4	1
Kraken	Noviherbaspirillum	6.793429792248517e-4	2
Kraken	Novisyntrophococcus	1.1363076617552512e-4	0
Kraken	Novosphingobium	0.018341286722101245	98
Kraken	Novosphingopyxis	6.452417616477552e-4	1
Kraken	Obesumbacterium	1.5421132072820058e-4	0
Kraken	Oceanicoccus	3.27336697241132e-4	2
Kraken	Oceanicola	5.836140544382855e-4	0
Kraken	Oceanidesulfovibrio	2.800497686514037e-4	0
Kraken	Oceanihabitans	4.4312480557713216e-5	0
Kraken	Oceanimonas	2.053919105541461e-4	0
Kraken	Oceanisphaera	2.511247941351086e-4	1
Kraken	Oceanispirochaeta	3.595153427008978e-5	0
Kraken	Oceanithermus	3.560393452263393e-4	0
Kraken	Oceanobacillus	4.051967300354676e-4	0
Kraken	Ochrobactrum	8.71898170565396e-5	0
Kraken	Octadecabacter	4.5205530056556336e-4	0
Kraken	Oecophyllibacter	4.189653958662396e-5	0
Kraken	Oenococcus	3.170513013008309e-4	1
Kraken	Oerskovia	0.001664198	5
Kraken	Oleiharenicola	3.1005445443114423e-4	0
Kraken	Oleiphilus	1.6372569073783575e-4	0
Kraken	Oligella	0.003392849	10
Kraken	Olivibacter	3.175524106606502e-4	0
Kraken	Olleya	5.314107769779317e-4	2
Kraken	Olsenella	0.002656894	16
Kraken	Opitutus	9.070620400691431e-4	3
Kraken	Oricola	5.172121096255484e-4	0
Kraken	Orientia	5.169671065781848e-5	0
Kraken	Ornithinimicrobium	0.010713700970354654	88
Kraken	Ornithobacterium	2.2572586692984548e-4	1
Kraken	Orrella	0.001679903	11
Kraken	Oryzomicrobium	4.567435974574686e-4	0
Kraken	Oscillatoria	0.001702118	10
Kraken	Oscillibacter	3.9453120225526646e-4	2
Kraken	Otariodibacter	1.1891626855684566e-4	0
Kraken	Ottowia	0.001203236	6
Kraken	Oxalobacter	1.0825877767564653e-4	0
Kraken	Oxynema	1.4255778307603175e-4	0
Kraken	Pacificitalea	4.948362832596001e-4	0
Kraken	Paenalcaligenes	1.8762575693927842e-4	1
Kraken	Paenarthrobacter	0.001710991	9
Kraken	Paenibacillus	0.010929265569719366	73
Kraken	Paeniclostridium	3.992957107350868e-4	1
Kraken	Paeniglutamicibacter	8.465835806561725e-4	2
Kraken	Paenisporosarcina	2.0764838641458593e-4	1
Kraken	Pajaroellobacter	6.607284934894071e-6	0
Kraken	Paludibacter	7.274603830264107e-5	0
Kraken	Paludibacterium	6.946556547264901e-4	1
Kraken	Paludibaculum	5.073527692295559e-4	1
Kraken	Paludisphaera	0.001038981	4
Kraken	Pandoraea	0.002219857	16
Kraken	Pannonibacter	0.003048533	25
Kraken	Pantoea	0.056872459	115
Kraken	Parabacteroides	0.002136449	12
Kraken	Paraburkholderia	0.012340704823235422	84
Kraken	Parachlamydia	1.1440136864102879e-4	1
Kraken	Paracholeplasma	2.0264731363563953e-5	0
Kraken	Paraclostridium	2.5924484449902046e-4	0
Kraken	Paracoccus	0.34842981329662615	183
Kraken	Paradesulfovibrio	5.578807810560058e-5	1
Kraken	Paradevosia	4.236623023385902e-4	0
Kraken	Parafannyhessea	1.32932306003671e-4	0
Kraken	Paraflavitalea	0.002098517	8
Kraken	Parageobacillus	4.218604255672435e-4	3
Kraken	Paraglaciecola	0.00104408	6
Kraken	Paralcaligenes	3.070554673787298e-4	1
Kraken	Paraliobacillus	5.4080771027824077e-5	0
Kraken	Paralysiella	9.504537216606644e-4	5
Kraken	Paraneptunicella	2.285065614469334e-4	1
Kraken	Paraoceanicella	0.001322066	4
Kraken	Paraoerskovia	6.946738912805971e-4	0
Kraken	Paraprevotella	4.554641629982813e-4	2
Kraken	Pararheinheimera	8.351583811035654e-4	6
Kraken	Pararhodospirillum	4.3429973570819773e-4	1
Kraken	Parasaccharibacter	4.8972722211799226e-5	0
Kraken	Parascardovia	9.955962629965518e-5	0
Kraken	Parasedimentitalea	1.556840739471777e-4	0
Kraken	Parashewanella	3.5354778608845736e-4	3
Kraken	Parasphingopyxis	7.535383949275749e-4	2
Kraken	Parasphingorhabdus	2.73070341028745e-4	0
Kraken	Paraurantiacibacter	3.731927891156661e-4	0
Kraken	Paremcibacter	7.285975231171506e-5	0
Kraken	Parolsenella	4.856860279070584e-4	1
Kraken	Parvibaculum	5.143905088376124e-4	0
Kraken	Parvimonas	0.006634132	24
Kraken	Parvularcula	6.822680438578473e-5	0
Kraken	Pasteurella	0.006053555	38
Kraken	Paucibacter	0.001042331	5
Kraken	Paucilactobacillus	9.516780805733362e-5	0
Kraken	Pauljensenia	0.006484344	43
Kraken	Pectinatus	1.7990128625131985e-4	1
Kraken	Pectobacterium	0.085693267	27
Kraken	Pediococcus	5.181107926033121e-4	3
Kraken	Pedobacter	9.875395015686674e-4	6
Kraken	Pedococcus	0.002141196	14
Kraken	Pelagerythrobacter	3.7263906314237747e-4	1
Kraken	Pelagibacterium	3.420246068646956e-4	0
Kraken	Pelagovum	0.001082096	4
Kraken	Pelistega	1.532949153812824e-4	1
Kraken	Pelobacter	1.0555465853133703e-4	0
Kraken	Pelodictyon	5.8428664301206996e-5	0
Kraken	Pelolinea	6.962172493039786e-5	0
Kraken	Pelosinus	3.4291983528648653e-4	1
Kraken	Pengzhenrongella	0.001321283	3
Kraken	Peptacetobacter	0.000502621	2
Kraken	Peptoclostridium	1.6802083519181301e-4	1
Kraken	Peptoniphilus	0.10320058548845498	145
Kraken	Peribacillus	4.3382491321622825e-4	2
Kraken	Permianibacter	1.1282707953706514e-4	0
Kraken	Persephonella	2.573023891974875e-5	0
Kraken	Persicimonas	5.993849448024802e-4	1
Kraken	Peteryoungia	1.5793357503023975e-4	0
Kraken	Petrimonas	1.1189194799144242e-4	0
Kraken	Petrocella	6.078619758056874e-5	0
Kraken	Phaeobacter	0.00138174	5
Kraken	Phascolarctobacterium	5.856874288732975e-4	4
Kraken	Phenylobacterium	8.56614718770632e-4	1
Kraken	Phnomibacter	0.001229959	7
Kraken	Phocaeicola	0.004688644	31
Kraken	Phoenicibacter	4.3581927572703876e-5	0
Kraken	Photobacterium	9.93162407108402e-4	5
Kraken	Photorhabdus	4.6121434923336016e-4	1
Kraken	Phreatobacter	0.003168991	23
Kraken	Phycicoccus	0.004426436	35
Kraken	Phycisphaera	4.3839678721015575e-4	0
Kraken	Phyllobacterium	0.001296028	6
Kraken	Phytobacter	7.765941137429021e-4	5
Kraken	Phytohabitans	0.003185349	23
Kraken	Pigmentiphaga	2.70104749734453e-4	0
Kraken	Pikeienuella	0.001071824	5
Kraken	Pimelobacter	0.002461175	14
Kraken	Pirellula	3.036273217422815e-4	0
Kraken	Pirellulimonas	4.6877233112219743e-4	1
Kraken	Piscirickettsia	6.394923946448595e-4	2
Kraken	Planctomyces	0.001832089	10
Kraken	Planctopirus	6.67150526391277e-5	0
Kraken	Planktomarina	8.843940800473937e-5	0
Kraken	Planktothrix	3.171975870135832e-4	2
Kraken	Planococcus	0.001901219	10
Kraken	Plantactinospora	0.002573725	14
Kraken	Plantibacter	0.002427596	15
Kraken	Plesiomonas	2.9464192405851417e-4	2
Kraken	Pleurocapsa	2.2646904677251986e-4	0
Kraken	Pluralibacter	0.001234213	7
Kraken	Polaribacter	0.001924318	8
Kraken	Polaromonas	0.002338747	18
Kraken	Polycladomyces	6.65623585661385e-5	0
Kraken	Polymorphobacter	0.001156496	5
Kraken	Polymorphospora	0.001502139	6
Kraken	Polymorphum	0.001365018	4
Kraken	Polynucleobacter	0.005819608	15
Kraken	Polystyrenella	2.551149725670649e-5	0
Kraken	Pontibacillus	1.47311394644722e-4	0
Kraken	Pontibacter	8.855235208758018e-4	4
Kraken	Pontimonas	1.6261074746500674e-4	0
Kraken	Pontivivens	0.001048916	3
Kraken	Poriferisphaera	5.447627109929324e-5	0
Kraken	Porphyrobacter	0.001639459	10
Kraken	Porphyromonas	0.6499508135073255	147
Kraken	Poseidonibacter	1.4932772717303548e-4	1
Kraken	Pradoshia	2.246341865334034e-4	1
Kraken	Pragia	3.073803760911685e-4	3
Kraken	Prauserella	7.782710012810932e-4	0
Kraken	Prevotella	0.2245324487861455	182
Kraken	Priestia	0.001232983	3
Kraken	Prochlorococcus	8.952719200919993e-4	1
Kraken	Profundibacter	1.9506235185997548e-4	0
Kraken	Propionibacterium	0.015437394721813675	104
Kraken	Propionimicrobium	0.098295	31
Kraken	Prosthecochloris	1.4442629693357502e-4	0
Kraken	Protaetiibacter	0.006057679	41
Kraken	Proteus	0.010882608548561398	14
Kraken	Providencia	0.002312986	8
Kraken	Pseudactinotalea	0.001025193	0
Kraken	Pseudanabaena	1.4321166789269546e-4	1
Kraken	Pseudarthrobacter	0.006955781	63
Kraken	Pseudescherichia	3.7117571282823986e-4	0
Kraken	Pseudoalteromonas	0.004567868	13
Kraken	Pseudoarcobacter	2.0921997458838167e-4	1
Kraken	Pseudobacter	0.002017738	8
Kraken	Pseudobutyrivibrio	8.752376838797773e-5	0
Kraken	Pseudochrobactrum	0.001227066	8
Kraken	Pseudocitrobacter	1.1061984932163317e-4	1
Kraken	Pseudoclavibacter	0.020352332	42
Kraken	Pseudoclostridium	1.1319081310079171e-4	0
Kraken	Pseudocnuella	0.001755193	9
Kraken	Pseudodesulfovibrio	4.209269390563067e-4	0
Kraken	Pseudogulbenkiania	5.365225842956128e-4	0
Kraken	Pseudohalocynthiibacter	1.5449348237701218e-4	0
Kraken	Pseudolabrys	0.002872929	15
Kraken	Pseudoleptotrichia	3.417527702388131e-4	1
Kraken	Pseudolysobacter	2.4207932756466864e-4	0
Kraken	Pseudomonas	1.150173963399131	263
Kraken	Pseudonocardia	0.023797927522140494	98
Kraken	Pseudooceanicola	4.65301703409548e-4	0
Kraken	Pseudopedobacter	3.8882333989009903e-4	2
Kraken	Pseudoprevotella	1.7544106304701507e-4	1
Kraken	Pseudopuniceibacterium	5.978436936769447e-4	1
Kraken	Pseudorhizobium	4.4483457079762994e-4	0
