dataset	genus	rel_abun	prevalence
Kraken	Pseudorhodobacter	2.069247893804893e-4	0
Kraken	Pseudorhodoplanes	0.00113151	7
Kraken	Pseudothermotoga	2.198630744503867e-5	0
Kraken	Pseudovibrio	2.280054821333986e-4	1
Kraken	Pseudoxanthomonas	0.007344918	41
Kraken	Psychrobacillus	1.2925619053931724e-4	0
Kraken	Psychrobacter	0.046353851	72
Kraken	Psychroflexus	1.2419643364498087e-4	1
Kraken	Psychromicrobium	3.077354485567072e-4	0
Kraken	Psychromonas	3.586000036130774e-4	1
Kraken	Psychroserpens	4.363160556109316e-5	0
Kraken	Psychrosphaera	2.850665454310926e-4	2
Kraken	Pukyongiella	8.360506678735363e-4	2
Kraken	Pulveribacter	0.009096985	31
Kraken	Pusillimonas_(ex_Kitahara_et_al._2021)	9.743206510022434e-5	0
Kraken	Pusillimonas_(ex_Stolz_et_al._2005)	4.6751050570870926e-4	2
Kraken	Pyruvatibacter	2.7346708829576344e-4	0
Kraken	Pyxidicoccus	0.002049113	9
Kraken	Qingshengfaniella	1.4309745512159117e-4	0
Kraken	Qipengyuania	0.004233919	31
Kraken	Quatrionicoccus	4.556891462055905e-4	0
Kraken	Radiobacillus	2.691127120615495e-4	1
Kraken	Rahnella	0.031889547	34
Kraken	Raineyella	9.22476505746587e-4	0
Kraken	Ralstonia	2.5801168469349676e-5	0
Kraken	Raoultella	0.006462973	18
Kraken	Raphidiopsis	7.823725647068537e-6	0
Kraken	Rathayibacter	0.010682058372498367	71
Kraken	Reinekea	2.6068922142655275e-4	3
Kraken	Renibacterium	5.038682164122474e-4	0
Kraken	Rheinheimera	0.002269185	11
Kraken	Rhizobacter	0.002523471	15
Kraken	Rhizobium	0.044776449161325386	148
Kraken	Rhizorhabdus	0.001280375	5
Kraken	Rhodanobacter	0.002838742	16
Kraken	Rhodobaca	2.7493629460762056e-4	0
Kraken	Rhodobacter	0.006392058	52
Kraken	Rhodocaloribacter	4.0510356300148866e-4	0
Kraken	Rhodococcus	0.026593643869916143	134
Kraken	Rhodocytophaga	5.240240729872832e-4	2
Kraken	Rhodoferax	0.023447541132423574	75
Kraken	Rhodoluna	4.7541562003187965e-4	1
Kraken	Rhodomicrobium	4.005160304803796e-4	0
Kraken	Rhodopirellula	8.797665755592263e-5	0
Kraken	Rhodoplanes	0.002087361	9
Kraken	Rhodopseudomonas	0.001288804	4
Kraken	Rhodospirillum	0.001176947	5
Kraken	Rhodothermus	4.2489290272750935e-4	0
Kraken	Rhodovulum	0.036359148926115754	80
Kraken	Richelia	1.38578305824983e-4	0
Kraken	Rickettsia	0.000737746	2
Kraken	Rickettsiella	4.189459482455748e-4	2
Kraken	Riemerella	6.284739381768843e-4	1
Kraken	Rippkaea	4.1741603595159835e-5	0
Kraken	Rivularia	7.965539614965828e-5	0
Kraken	Robiginitalea	1.0437958251451103e-4	0
Kraken	Rodentibacter	4.337782774770932e-4	3
Kraken	Romboutsia	8.404329150282358e-4	5
Kraken	Roseateles	0.001342276	8
Kraken	Roseburia	0.001704377	9
Kraken	Roseibacterium	4.928012569557976e-4	0
Kraken	Roseibium	5.614113165015671e-4	0
Kraken	Roseicitreum	5.315007679628206e-4	0
Kraken	Roseiflexus	3.1816980700335843e-4	0
Kraken	Roseimaritima	3.060191786190742e-4	0
Kraken	Roseimicrobium	3.095034424899995e-4	0
Kraken	Roseitalea	6.330247190034011e-4	0
Kraken	Roseithermus	8.542708201441427e-4	1
Kraken	Roseivivax	9.716663734083856e-4	2
Kraken	Roseobacter	3.468266274593011e-4	0
Kraken	Roseomonas	0.056154105038906506	109
Kraken	Roseovarius	0.003322154	24
Kraken	Rosistilla	6.578943274230874e-4	0
Kraken	Rossellomorea	1.4994799034738165e-4	0
Kraken	Rothia	0.37301869730992654	236
Kraken	Rouxiella	0.007681715	10
Kraken	Ruania	0.004753346	35
Kraken	Rubinisphaera	8.324888166927642e-5	0
Kraken	Rubripirellula	2.0603016300222132e-4	1
Kraken	Rubrobacter	0.004341715	29
Kraken	Ruegeria	0.001007293	3
Kraken	Rufibacter	3.254243329942931e-4	0
Kraken	Ruficoccus	9.620862731805404e-5	0
Kraken	Rugosibacter	1.28411256856829e-4	0
Kraken	Ruminiclostridium	3.9506927789948176e-4	1
Kraken	Ruminococcus	0.001717096	10
Kraken	Rummeliibacillus	7.68552756542868e-5	0
Kraken	Runella	7.755349913632772e-4	4
Kraken	Ruthenibacterium	3.4691386650769054e-4	1
Kraken	Saccharibacillus	3.4150153561086954e-4	0
Kraken	Saccharobesus	2.2849501161249623e-4	1
Kraken	Saccharomonospora	0.004640159	35
Kraken	Saccharophagus	3.0485243638694472e-5	0
Kraken	Saccharopolyspora	0.001072055	3
Kraken	Saccharospirillum	1.5710606035287847e-4	1
Kraken	Saccharothrix	0.005891477	47
Kraken	Sagittula	0.001132611	3
Kraken	Salaquimonas	4.140766905987124e-4	1
Kraken	Salicibibacter	3.1650098356126157e-4	1
Kraken	Salimicrobium	3.346837971466347e-5	0
Kraken	Salinibacter	3.968467421953886e-4	0
Kraken	Salinibacterium	0.003115411	24
Kraken	Salinicoccus	2.4413253802138996e-4	1
Kraken	Salinimonas	5.659887022185468e-4	3
Kraken	Saliniradius	4.133079358467764e-5	0
Kraken	Salinisphaera	3.151178731614174e-4	0
Kraken	Salinispira	3.090011880718044e-5	0
Kraken	Salinispora	5.323702158307606e-4	1
Kraken	Salinivibrio	4.5201566605842754e-4	4
Kraken	Salinivirga	1.832196416638044e-4	0
Kraken	Salipiger	0.004107662	33
Kraken	Salisediminibacterium	1.3089319746896559e-4	0
Kraken	Salmonella	0.039224448	176
Kraken	Sandaracinobacter	6.747969515612104e-4	1
Kraken	Sanguibacter	0.002407946	18
Kraken	Saprospira	6.932068956170047e-5	0
Kraken	Sarcina	2.8426664160526477e-4	0
Kraken	Scandinavium	1.9919470668365873e-4	0
Kraken	Scardovia	1.896535681399495e-4	0
Kraken	Schaalia	0.077179035	177
Kraken	Schleiferilactobacillus	1.724774968664783e-4	1
Kraken	Schnuerera	2.401149742465644e-4	2
Kraken	Scytonema	4.966831648416067e-4	2
Kraken	Sebaldella	6.715731635057126e-5	0
Kraken	Secundilactobacillus	5.1396342535514486e-5	0
Kraken	Sedimentibacter	2.2022028682394925e-4	0
Kraken	Sedimenticola	4.983685984479171e-5	0
Kraken	Sedimentisphaera	1.0638617797902396e-4	0
Kraken	Sediminibacillus	3.642372997520249e-5	0
Kraken	Sediminispirochaeta	3.908567776955375e-5	0
Kraken	Segniliparus	4.6593476722133474e-4	1
Kraken	Selenomonas	0.006034966	40
Kraken	Serinicoccus	0.006808438	59
Kraken	Serpentinicella	1.0614373766922673e-4	0
Kraken	Serpentinimonas	0.00201835	14
Kraken	Serratia	0.011926933	72
Kraken	Shewanella	0.017909209878172665	49
Kraken	Shigella	9.333926457890303e-5	1
Kraken	Shimwellia	1.8739951034404435e-4	0
Kraken	Shinella	0.001830542	9
Kraken	Sideroxydans	6.88127210417883e-4	5
Kraken	Silicimonas	0.001177835	4
Kraken	Silvanigrella	2.0545790423517004e-5	0
Kraken	Simiduia	1.1516331893683665e-4	0
Kraken	Simkania	1.3147348919417694e-5	0
Kraken	Simonsiella	0.002437071	6
Kraken	Simplicispira	0.003132689	21
Kraken	Singulisphaera	6.085544301098078e-4	1
Kraken	Sinimarinibacterium	6.215011379918336e-4	3
Kraken	Sinomonas	0.002104124	10
Kraken	Sinorhizobium	0.003552783	27
Kraken	Skermanella	0.0045644	23
Kraken	Skermania	0.001073546	1
Kraken	Slackia	9.33090536396152e-5	0
Kraken	Sneathia	3.3310083415484716e-4	1
Kraken	Snodgrassella	0.001174264	3
Kraken	Sodaliphilus	0.000473725	1
Kraken	Sodalis	3.3302433137804584e-4	1
Kraken	Solibacillus	4.0061844987970276e-4	1
Kraken	Solibaculum	6.920600340563922e-5	0
Kraken	Solidesulfovibrio	9.143729117781196e-4	4
Kraken	Solimonas	0.001214816	6
Kraken	Spartinivicinus	2.319735866063659e-4	3
Kraken	Sphaerobacter	8.772517821531589e-4	2
Kraken	Sphaerochaeta	1.6695417842138184e-4	1
Kraken	Sphaerospermopsis	2.13871917445009e-4	1
Kraken	Sphaerotilus	0.001840906	11
Kraken	Sphingobacterium	0.11382628471153591	77
Kraken	Sphingobium	0.013071850140205333	78
Kraken	Sphingomonas	0.2906552949976826	210
Kraken	Sphingopyxis	0.006480238	48
Kraken	Sphingorhabdus	0.001039507	2
Kraken	Sphingosinicella	0.002475729	15
Kraken	Sphingosinithalassobacter	0.002974461	23
Kraken	Spiractinospora	0.002117771	5
Kraken	Spiribacter	7.631841781403461e-4	1
Kraken	Spirochaeta	1.6215504232779847e-4	0
Kraken	Spiroplasma	0.001559119	7
Kraken	Spirosoma	0.007652916	44
Kraken	Spongiibacter	8.734323896789357e-4	5
Kraken	Sporolactobacillus	6.919498573144866e-5	0
Kraken	Sporomusa	9.852137596183413e-5	0
Kraken	Sporosarcina	0.001137542	7
Kraken	Stackebrandtia	9.241499196282577e-4	0
Kraken	Stanieria	4.845805705897387e-4	1
Kraken	Staphylococcus	12.664040156704926	268
Kraken	Stappia	0.001341415	3
Kraken	Starkeya	0.002755841	13
Kraken	Stella	0.001262518	4
Kraken	Stenotrophomonas	0.29249846346357006	187
Kraken	Steroidobacter	7.570198718888774e-4	2
Kraken	Sterolibacterium	3.413176601767474e-4	1
Kraken	Stieleria	4.3272986447857084e-4	0
Kraken	Stigmatella	6.796592891575951e-4	2
Kraken	Streptacidiphilus	0.003347248	28
Kraken	Streptobacillus	5.72134374031573e-4	3
Kraken	Streptococcus	1.2424417673561097	251
Kraken	Streptomonospora	8.844009058128254e-4	2
Kraken	Streptomyces	0.3898358945879766	229
Kraken	Streptosporangium	0.002896781	18
Kraken	Subtercola	0.001039689	2
Kraken	Succinivibrio	1.1010915335098537e-4	1
Kraken	Suicoccus	3.5673090805774763e-4	1
Kraken	Sulfidibacter	3.53303120099701e-4	1
Kraken	Sulfitobacter	0.003695789	27
Kraken	Sulfuricaulis	2.278680775718493e-4	0
Kraken	Sulfuricella	2.833217181330634e-4	2
Kraken	Sulfuricurvum	1.0721603376472247e-4	1
Kraken	Sulfuriferula	3.613474574922097e-4	1
Kraken	Sulfuriflexus	2.549713212839634e-4	3
Kraken	Sulfurifustis	5.001098500579864e-4	0
Kraken	Sulfurihydrogenibium	1.8955696635554924e-5	0
Kraken	Sulfurimicrobium	3.410425804958706e-4	1
Kraken	Sulfurimonas	6.277840374324609e-4	1
Kraken	Sulfuriroseicoccus	6.805420388159436e-5	0
Kraken	Sulfuritalea	4.057686217828244e-4	0
Kraken	Sulfuritortus	6.237601395721368e-4	1
Kraken	Sulfurivermis	4.001550251295255e-4	0
Kraken	Sulfurospirillum	2.383546883972105e-4	1
Kraken	Sulfurovum	2.6504059344848662e-5	0
Kraken	Sutcliffiella	3.120342744539709e-4	1
Kraken	Sutterella	0.001082868	3
Kraken	Suttonella	2.1841456023842005e-4	2
Kraken	Swingsia	3.378603812915352e-5	0
Kraken	Symbiobacterium	3.2079423901302536e-4	1
Kraken	Symmachiella	1.1948251572760677e-4	0
Kraken	Synechococcus	0.00290625	18
Kraken	Synechocystis	1.4308747054342147e-4	1
Kraken	Syntrophobacter	2.865427857431494e-4	0
Kraken	Syntrophobotulus	6.943049274108585e-5	0
Kraken	Syntrophomonas	3.585303250558465e-5	0
Kraken	Syntrophotalea	2.6974537099377894e-4	0
Kraken	Syntrophothermus	1.3506065393867949e-5	0
Kraken	Syntrophus	1.5460153079838005e-4	1
Kraken	Tabrizicola	8.099573307897304e-4	2
Kraken	Tamlana	1.7239361997179164e-4	0
Kraken	Tannerella	0.005782253	32
Kraken	Tardibacter	7.123341290485795e-4	2
Kraken	Tardiphaga	0.002293972	14
Kraken	Tateyamaria	3.501459328457967e-4	0
Kraken	Tatlockia	4.826511862307883e-4	3
Kraken	Tatumella	0.00108383	7
Kraken	Tautonia	0.00132103	8
Kraken	Taylorella	0.00107272	4
Kraken	Telmatocola	7.799311062997457e-5	0
Kraken	Tenacibaculum	1.9393556372824405e-4	0
Kraken	Tepidanaerobacter	3.64251316358645e-5	0
Kraken	Tepidiforma	3.854114522971304e-4	0
Kraken	Tepiditoga	9.988595186964603e-5	0
Kraken	Terasakiella	7.661325000919833e-5	0
Kraken	Teredinibacter	4.8672976116892117e-4	3
Kraken	Terribacillus	1.6113029627513946e-4	0
Kraken	Terricaulis	3.4043924598521326e-4	0
Kraken	Terriglobus	6.536416025430938e-4	1
Kraken	Terrihabitans	3.272500586298199e-4	0
Kraken	Terrisporobacter	4.1974199340232574e-4	0
Kraken	Tessaracoccus	0.035941107288495026	137
Kraken	Tetragenococcus	8.483455137000931e-4	3
Kraken	Tetrasphaera	0.001421863	6
Kraken	Thalassobius	2.6457767425420157e-4	1
Kraken	Thalassococcus	2.836382487756846e-4	0
Kraken	Thalassoglobus	1.014657422187668e-4	0
Kraken	Thalassolituus	4.992280917868484e-4	3
Kraken	Thalassospira	5.098566357782481e-4	2
Kraken	Thalassotalea	8.920912093066554e-4	5
Kraken	Thauera	0.004622274	39
Kraken	Thaumasiovibrio	2.1375000395231798e-4	2
Kraken	Thermacetogenium	1.1437955038554225e-4	0
Kraken	Thermaerobacter	9.851497170679556e-4	3
Kraken	Thermanaeromonas	2.111816034748119e-5	0
Kraken	Thermanaerovibrio	4.960562352263646e-5	0
Kraken	Thermincola	3.901835922497572e-5	0
Kraken	Thermoactinomyces	5.50403220119385e-4	2
Kraken	Thermoanaerobacter	5.423400921938089e-4	2
Kraken	Thermoanaerobacterium	5.524401744150428e-4	3
Kraken	Thermoanaerosceptrum	5.057919837410826e-5	0
Kraken	Thermobacillus	3.5813292654482404e-4	1
Kraken	Thermobaculum	2.0848098856794821e-4	2
Kraken	Thermobifida	0.001008909	1
Kraken	Thermobispora	0.001208329	3
Kraken	Thermochromatium	1.7647708632032662e-4	0
Kraken	Thermoclostridium	2.2187739862380897e-4	0
Kraken	Thermocrinis	6.794817754341028e-5	0
Kraken	Thermodesulfatator	3.9010389222298733e-5	0
Kraken	Thermodesulfobacterium	9.72631897607733e-5	0
Kraken	Thermodesulfobium	4.5997074096594e-5	0
Kraken	Thermodesulfovibrio	4.1632347638930084e-5	0
Kraken	Thermogutta	4.04981362972315e-5	0
Kraken	Thermoleptolyngbya	2.829571138711912e-5	0
Kraken	Thermomicrobium	5.1417626903541854e-5	0
Kraken	Thermomonas	0.005236538	29
Kraken	Thermomonospora	0.002601344	14
Kraken	Thermophilibacter	2.3288677392035138e-4	0
Kraken	Thermosediminibacter	1.9012941240872834e-5	0
Kraken	Thermosipho	9.349391670130709e-5	0
Kraken	Thermostichus	3.966083252240095e-5	0
Kraken	Thermosulfidibacter	1.7550552746339675e-4	1
Kraken	Thermosulfurimonas	1.2697490174426751e-5	0
Kraken	Thermosulfuriphilus	1.7534205804946478e-5	0
Kraken	Thermosynechococcus	2.538197951535962e-4	2
Kraken	Thermotoga	1.1225685779319381e-4	0
Kraken	Thermotomaculum	2.5349681004938324e-5	0
Kraken	Thermovibrio	4.5801982639252123e-05	0
Kraken	Thermovirga	2.1443328557987174e-5	0
Kraken	Thermus	0.005267285	36
Kraken	Thioalkalivibrio	0.001505007	7
Kraken	Thiobacillus	3.8670337217895206e-4	0
Kraken	Thiocapsa	3.906662741151935e-4	0
Kraken	Thioclava	0.001478853	6
Kraken	Thiocystis	2.953468342160632e-4	0
Kraken	Thiodictyon	4.1872439320972345e-4	0
Kraken	Thioflavicoccus	3.0387847350242704e-4	0
Kraken	Thiohalobacter	4.3743103565721634e-4	1
Kraken	Thiolapillus	6.931774021718101e-5	0
Kraken	Thiomicrorhabdus	9.993519313247917e-4	5
Kraken	Thiomicrospira	3.23701948422508e-4	1
Kraken	Thiomonas	0.001769947	10
Kraken	Thiopseudomonas	2.3779743944257902e-4	3
Kraken	Thiospirochaeta	3.128090912909873e-5	0
Kraken	Thiosulfatimonas	1.4415145739892507e-4	0
Kraken	Thiosulfativibrio	4.052566277637425e-4	1
Kraken	Thiothrix	7.381734023537941e-4	4
Kraken	Tichowtungia	2.214352188458349e-5	0
Kraken	Tissierella	1.7146492203878297e-4	1
Kraken	Tistrella	5.421248065377206e-4	0
Kraken	Tolumonas	5.457315450058726e-4	4
Kraken	Tolypothrix	2.7327441619659206e-4	0
Kraken	Tomitella	0.001941829	7
Kraken	Treponema	0.005166501	24
Kraken	Trichlorobacter	7.669303714508688e-5	0
Kraken	Trichormus	8.000320661674239e-5	0
Kraken	Tritonibacter	2.0969922732454638e-4	0
Kraken	Tropheryma	2.3768828091883605e-5	0
Kraken	Truepera	0.001025903	3
Kraken	Trueperella	0.002776578	12
Kraken	Tsukamurella	0.009144442	55
Kraken	Tsuneonella	0.002251603	11
Kraken	Tumebacillus	5.13477565586806e-4	1
Kraken	Turicibacter	4.010437949505382e-4	1
Kraken	Turicimonas	1.7380875833074583e-5	0
Kraken	Turneriella	4.241629031374627e-5	0
Kraken	Undibacterium	5.940540792280883e-4	3
Kraken	Urbifossiella	0.001909359	9
Kraken	Ureaplasma	1.5464135570594106e-4	0
Kraken	Urechidicola	8.56136333253757e-5	0
Kraken	Ureibacillus	1.3044492643922654e-4	0
Kraken	Usitatibacter	0.001289605	5
Kraken	Vagococcus	0.001103378	6
Kraken	Vallitalea	3.188105955830912e-4	1
Kraken	Variibacter	8.768143508570607e-4	1
Kraken	Variovorax	0.067821699	136
Kraken	Veillonella	0.11777284758934004	167
Kraken	Venatorbacter	1.2858224061938482e-4	1
Kraken	Verminephrobacter	0.003888046	24
Kraken	Verrucomicrobium	5.815940882927152e-4	2
Kraken	Verrucosispora	0.001138692	3
Kraken	Vescimonas	5.7779441667965e-4	3
Kraken	Vespertiliibacter	3.2703897539730414e-4	3
Kraken	Vibrio	0.011016709813072283	39
Kraken	Virgibacillus	8.047467192282798e-4	4
Kraken	Viridibacillus	1.3548661117273914e-4	1
Kraken	Vitreoscilla	0.002176934	6
Kraken	Vogesella	0.001061729	4
Kraken	Vulgatibacter	4.233745329967725e-4	1
Kraken	Waddlia	6.388310932133984e-6	0
Kraken	Weissella	0.001321619	6
Kraken	Wenyingzhuangia	4.7424961557344305e-5	0
Kraken	Wenzhouxiangella	4.019309238153276e-4	0
Kraken	Wigglesworthia	7.921743547887943e-6	0
Kraken	Williamsia	0.003276727	20
Kraken	Winogradskyella	4.949744268607045e-4	1
Kraken	Woeseia	6.631663808203787e-5	0
Kraken	Wolbachia	8.011101177413971e-4	3
Kraken	Wolinella	4.8505180247573115e-6	0
Kraken	Xanthobacter	0.003674083	29
Kraken	Xanthomonas	0.2163049802146146	174
Kraken	Xenorhabdus	0.001012433	5
Kraken	Xylanimicrobium	0.001132961	2
Kraken	Xylanimonas	0.002430452	13
Kraken	Xylella	4.800607852410459e-4	1
Kraken	Xylophilus	0.005130693	27
Kraken	Yersinia	0.002319327	10
Kraken	Yimella	0.002064234	8
Kraken	Yinghuangia	0.001083859	4
Kraken	Yokenella	3.2466554820222246e-4	3
Kraken	Yoonia	5.925465474024433e-4	1
Kraken	Youhaiella	5.950880752985465e-4	1
Kraken	Zhaonella	4.579432927166722e-5	0
Kraken	Zhihengliuella	7.427887361554827e-4	2
Kraken	Zhongshania	1.889565133661224e-4	1
Kraken	Zobellella	3.179835470882895e-4	0
Kraken	Zophobihabitans	2.364787777639788e-5	0
Kraken	Zunongwangia	5.385213931434442e-5	0
Kraken	Zymomonas	1.9718469967675755e-4	0
