Sample	SampleSubject	SampleBodySite	Taxa	Estimated_Reads
LKMB002-1-51_S156	S006	Moist_Na	Corynebacterium	440509.09056
LKMB002-1-51_S156	S006	Moist_Na	Cutibacterium	190731.58016
LKMB002-1-51_S156	S006	Moist_Na	Staphylococcus	20591.5776
LKMB002-1-51_S156	S006	Moist_Na	Micrococcus	795.2032
LKMB002-1-51_S156	S006	Moist_Na	Other	184428.54848
LKMB002-1-82_S81	S010	Moist_Tw	Staphylococcus	38908599.4467
LKMB002-1-82_S81	S010	Moist_Tw	Corynebacterium	946602.1773
LKMB002-1-82_S81	S010	Moist_Tw	Cutibacterium	22214.9142
LKMB002-1-82_S81	S010	Moist_Tw	Micrococcus	18923.8158
LKMB002-1-82_S81	S010	Moist_Tw	Other	1242389.646
LKMB002-1-44_S48	S007	Sebaceous_Oc	Cutibacterium	7885914.89364
LKMB002-1-44_S48	S007	Sebaceous_Oc	Staphylococcus	372209.59248
LKMB002-1-44_S48	S007	Sebaceous_Oc	Corynebacterium	121617.89056
LKMB002-1-44_S48	S007	Sebaceous_Oc	Micrococcus	4413.55248
LKMB002-1-44_S48	S007	Sebaceous_Oc	Other	3875712.07084
LKMB002-2-028_S119	S016	Sebaceous_Al	Cutibacterium	14609603.935
LKMB002-2-028_S119	S016	Sebaceous_Al	Staphylococcus	118233.38714
LKMB002-2-028_S119	S016	Sebaceous_Al	Corynebacterium	76522.82994
LKMB002-2-028_S119	S016	Sebaceous_Al	Micrococcus	18448.9003
LKMB002-2-028_S119	S016	Sebaceous_Al	Other	1219712.94766
LKMB002-2-049_S140	S018	Sebaceous_Ba	Cutibacterium	1075290.5892
LKMB002-2-049_S140	S018	Sebaceous_Ba	Micrococcus	694193.88038
LKMB002-2-049_S140	S018	Sebaceous_Ba	Corynebacterium	264807.6451
LKMB002-2-049_S140	S018	Sebaceous_Ba	Staphylococcus	67634.53706
LKMB002-2-049_S140	S018	Sebaceous_Ba	Other	1548075.34826
LKMB002-2-030_S121	S016	Sebaceous_Oc	Cutibacterium	2383920.50806
LKMB002-2-030_S121	S016	Sebaceous_Oc	Staphylococcus	180388.23348
LKMB002-2-030_S121	S016	Sebaceous_Oc	Micrococcus	24128.36244
LKMB002-2-030_S121	S016	Sebaceous_Oc	Corynebacterium	13514.07148
LKMB002-2-030_S121	S016	Sebaceous_Oc	Other	133690.82454
LKMB002-1-19_S23	S003	Sebaceous_Oc	Cutibacterium	30892721.0801
LKMB002-1-19_S23	S003	Sebaceous_Oc	Micrococcus	2492368.39116
LKMB002-1-19_S23	S003	Sebaceous_Oc	Corynebacterium	1224759.22944
LKMB002-1-19_S23	S003	Sebaceous_Oc	Staphylococcus	851174.38296
LKMB002-1-19_S23	S003	Sebaceous_Oc	Other	6140852.91636
LKMB002-2-094_S201	S024	Sebaceous_Al	Cutibacterium	26493930.2298
LKMB002-2-094_S201	S024	Sebaceous_Al	Staphylococcus	1317068.764
LKMB002-2-094_S201	S024	Sebaceous_Al	Corynebacterium	371625.1814
LKMB002-2-094_S201	S024	Sebaceous_Al	Micrococcus	16877.0118
LKMB002-2-094_S201	S024	Sebaceous_Al	Other	4892678.813
LKMN002-3-11_S214	S025	Rarely_Moist_Af	Cutibacterium	6211020.55876
LKMN002-3-11_S214	S025	Rarely_Moist_Af	Corynebacterium	965599.28772
LKMN002-3-11_S214	S025	Rarely_Moist_Af	Micrococcus	935921.05288
LKMN002-3-11_S214	S025	Rarely_Moist_Af	Staphylococcus	80213.92884
LKMN002-3-11_S214	S025	Rarely_Moist_Af	Other	995553.1718
LKMB002-2-037_S128	S017	Sebaceous_Al	Cutibacterium	6404639.68908
LKMB002-2-037_S128	S017	Sebaceous_Al	Staphylococcus	167674.76226
LKMB002-2-037_S128	S017	Sebaceous_Al	Corynebacterium	5774.77656
LKMB002-2-037_S128	S017	Sebaceous_Al	Micrococcus	687.4734
LKMB002-2-037_S128	S017	Sebaceous_Al	Other	295957.2987
LKMB002-2-022_S113	S014	Sebaceous_Oc	Cutibacterium	11537389.6583
LKMB002-2-022_S113	S014	Sebaceous_Oc	Staphylococcus	1377756.8315
LKMB002-2-022_S113	S014	Sebaceous_Oc	Micrococcus	1367166.3874
LKMB002-2-022_S113	S014	Sebaceous_Oc	Corynebacterium	758115.9418
LKMB002-2-022_S113	S014	Sebaceous_Oc	Other	4941541.181
LKMN002-3-64_S263	S031	Moist_Um	Corynebacterium	25324696.84
LKMN002-3-64_S263	S031	Moist_Um	Cutibacterium	4392481.29476
LKMN002-3-64_S263	S031	Moist_Um	Staphylococcus	183091.61884
LKMN002-3-64_S263	S031	Moist_Um	Micrococcus	24389.31508
LKMN002-3-64_S263	S031	Moist_Um	Other	4426488.93128
LKMB002-1-05_S9	S001	Rarely_Moist_Vf	Cutibacterium	2009852.39004
LKMB002-1-05_S9	S001	Rarely_Moist_Vf	Micrococcus	702465.6126
LKMB002-1-05_S9	S001	Rarely_Moist_Vf	Corynebacterium	263758.24556
LKMB002-1-05_S9	S001	Rarely_Moist_Vf	Staphylococcus	229787.54236
LKMB002-1-05_S9	S001	Rarely_Moist_Vf	Other	21058924.2094
LKMN002-3-22_S225	S026	Moist_Tw	Corynebacterium	1838118.97458
LKMN002-3-22_S225	S026	Moist_Tw	Staphylococcus	1424662.78734
LKMN002-3-22_S225	S026	Moist_Tw	Cutibacterium	1205259.5583
LKMN002-3-22_S225	S026	Moist_Tw	Micrococcus	366120.72576
LKMN002-3-22_S225	S026	Moist_Tw	Other	6382771.95402
LKMB002-2-080_S187	S022	Sebaceous_Ba	Cutibacterium	25308443.556
LKMB002-2-080_S187	S022	Sebaceous_Ba	Staphylococcus	35788.38912
LKMB002-2-080_S187	S022	Sebaceous_Ba	Micrococcus	16052.14512
LKMB002-2-080_S187	S022	Sebaceous_Ba	Corynebacterium	6578.748
LKMB002-2-080_S187	S022	Sebaceous_Ba	Other	948129.16176
LKMB002-1-67_S66	S011	Sebaceous_Al	Cutibacterium	8502687.15912
LKMB002-1-67_S66	S011	Sebaceous_Al	Staphylococcus	1343563.85772
LKMB002-1-67_S66	S011	Sebaceous_Al	Micrococcus	82744.5024
LKMB002-1-67_S66	S011	Sebaceous_Al	Corynebacterium	48727.31808
LKMB002-1-67_S66	S011	Sebaceous_Al	Other	1514569.16268
LKMB002-2-018_S109	S015	Moist_Um	Corynebacterium	7941613.51648
LKMB002-2-018_S109	S015	Moist_Um	Staphylococcus	907870.03892
LKMB002-2-018_S109	S015	Moist_Um	Cutibacterium	181659.69632
LKMB002-2-018_S109	S015	Moist_Um	Micrococcus	11996.39504
LKMB002-2-018_S109	S015	Moist_Um	Other	33801128.3532
LKMN002-3-27_S230	S027	Rarely_Moist_Vf	Cutibacterium	3264188.0328
LKMN002-3-27_S230	S027	Rarely_Moist_Vf	Micrococcus	1685112.14178
LKMN002-3-27_S230	S027	Rarely_Moist_Vf	Corynebacterium	1640071.66536
LKMN002-3-27_S230	S027	Rarely_Moist_Vf	Staphylococcus	1386448.90884
LKMN002-3-27_S230	S027	Rarely_Moist_Vf	Other	8644281.25122
LKMB002-1-43_S47	S007	Moist_Na	Corynebacterium	4027211.27082
LKMB002-1-43_S47	S007	Moist_Na	Cutibacterium	709318.83366
LKMB002-1-43_S47	S007	Moist_Na	Staphylococcus	74141.52444
LKMB002-1-43_S47	S007	Moist_Na	Micrococcus	1421.24328
LKMB002-1-43_S47	S007	Moist_Na	Other	7031601.1278
LKMB002-2-015_S106	S015	Sebaceous_Ba	Cutibacterium	27845214.8539
LKMB002-2-015_S106	S015	Sebaceous_Ba	Micrococcus	637335.7763
LKMB002-2-015_S106	S015	Sebaceous_Ba	Corynebacterium	191052.85916
LKMB002-2-015_S106	S015	Sebaceous_Ba	Staphylococcus	114454.26702
LKMB002-2-015_S106	S015	Sebaceous_Ba	Other	786688.2436
LKMB002-2-032_S123	S016	Rarely_Moist_Vf	Cutibacterium	14468437.0597
LKMB002-2-032_S123	S016	Rarely_Moist_Vf	Micrococcus	1029545.33616
LKMB002-2-032_S123	S016	Rarely_Moist_Vf	Corynebacterium	286121.65044
LKMB002-2-032_S123	S016	Rarely_Moist_Vf	Staphylococcus	171590.88936
LKMB002-2-032_S123	S016	Rarely_Moist_Vf	Other	4569531.06438
LKMB002-2-092_S199	S023	Moist_Tw	Staphylococcus	3780516.3444
LKMB002-2-092_S199	S023	Moist_Tw	Cutibacterium	1890258.1722
LKMB002-2-092_S199	S023	Moist_Tw	Corynebacterium	1169625.0282
LKMB002-2-092_S199	S023	Moist_Tw	Micrococcus	841128.621
LKMB002-2-092_S199	S023	Moist_Tw	Other	15715651.8342
LKMB002-2-061_S152	S020	Moist_Na	Cutibacterium	137349.70348
LKMB002-2-061_S152	S020	Moist_Na	Staphylococcus	52557.53448
LKMB002-2-061_S152	S020	Moist_Na	Corynebacterium	27190.65734
LKMB002-2-061_S152	S020	Moist_Na	Micrococcus	1467.19034
LKMB002-2-061_S152	S020	Moist_Na	Other	53640.91436
LKMN002-3-25_S228	S027	Sebaceous_Oc	Cutibacterium	10786620.3894
LKMN002-3-25_S228	S027	Sebaceous_Oc	Staphylococcus	575678.372
LKMN002-3-25_S228	S027	Sebaceous_Oc	Corynebacterium	180787.50576
LKMN002-3-25_S228	S027	Sebaceous_Oc	Micrococcus	93088.4176
LKMN002-3-25_S228	S027	Sebaceous_Oc	Other	612301.31524
LKMB002-2-026_S117	S014	Moist_Um	Cutibacterium	21598.82536
LKMB002-2-026_S117	S014	Moist_Um	Corynebacterium	8604.47934
LKMB002-2-026_S117	S014	Moist_Um	Staphylococcus	5359.36654
LKMB002-2-026_S117	S014	Moist_Um	Micrococcus	1970.82334
LKMB002-2-026_S117	S014	Moist_Um	Other	7288.50542
LKMN002-3-10_S213	S025	Rarely_Moist_Vf	Cutibacterium	14236853.7635
LKMN002-3-10_S213	S025	Rarely_Moist_Vf	Micrococcus	3202118.93328
LKMN002-3-10_S213	S025	Rarely_Moist_Vf	Corynebacterium	899013.72288
LKMN002-3-10_S213	S025	Rarely_Moist_Vf	Staphylococcus	213227.61376
LKMN002-3-10_S213	S025	Rarely_Moist_Vf	Other	2030601.96656
LKMB002-1-15_S19	S002	Moist_Um	Corynebacterium	29118755.8137
LKMB002-1-15_S19	S002	Moist_Um	Cutibacterium	2406910.42848
LKMB002-1-15_S19	S002	Moist_Um	Staphylococcus	48603.70888
LKMB002-1-15_S19	S002	Moist_Um	Micrococcus	32174.28616
LKMB002-1-15_S19	S002	Moist_Um	Other	2621519.76276
LKMN002-3-28_S231	S027	Rarely_Moist_Af	Cutibacterium	5164270.46658
LKMN002-3-28_S231	S027	Rarely_Moist_Af	Corynebacterium	1437067.95696
LKMN002-3-28_S231	S027	Rarely_Moist_Af	Staphylococcus	1029620.0304
LKMN002-3-28_S231	S027	Rarely_Moist_Af	Micrococcus	413938.05282
LKMN002-3-28_S231	S027	Rarely_Moist_Af	Other	2955317.49324
LKMB002-1-10_S14	S002	Moist_Na	Cutibacterium	679496.18148
LKMB002-1-10_S14	S002	Moist_Na	Corynebacterium	91498.31406
LKMB002-1-10_S14	S002	Moist_Na	Staphylococcus	52242.62382
LKMB002-1-10_S14	S002	Moist_Na	Micrococcus	6534.75132
LKMB002-1-10_S14	S002	Moist_Na	Other	349786.12932
LKMN002-3-16_S219	S026	Moist_Na	Cutibacterium	1462312.25634
LKMN002-3-16_S219	S026	Moist_Na	Corynebacterium	1211921.21274
LKMN002-3-16_S219	S026	Moist_Na	Staphylococcus	1065018.78678
LKMN002-3-16_S219	S026	Moist_Na	Micrococcus	38082.288
LKMN002-3-16_S219	S026	Moist_Na	Other	982951.45614
LKMB002-2-055_S146	S019	Sebaceous_Ba	Cutibacterium	2338333.58024
LKMB002-2-055_S146	S019	Sebaceous_Ba	Micrococcus	1874174.67776
LKMB002-2-055_S146	S019	Sebaceous_Ba	Staphylococcus	341743.36776
LKMB002-2-055_S146	S019	Sebaceous_Ba	Corynebacterium	65592.53432
LKMB002-2-055_S146	S019	Sebaceous_Ba	Other	4328659.83992
LKMB002-2-052_S143	S018	Moist_Um	Staphylococcus	16460107.4238
LKMB002-2-052_S143	S018	Moist_Um	Corynebacterium	11037868.534
LKMB002-2-052_S143	S018	Moist_Um	Cutibacterium	218601.21304
LKMB002-2-052_S143	S018	Moist_Um	Micrococcus	78285.10816
LKMB002-2-052_S143	S018	Moist_Um	Other	5376793.72104
LKMB002-2-075_S182	S021	Moist_Tw	Staphylococcus	23866899.5784
LKMB002-2-075_S182	S021	Moist_Tw	Corynebacterium	1789505.77616
LKMB002-2-075_S182	S021	Moist_Tw	Micrococcus	658429.80432
LKMB002-2-075_S182	S021	Moist_Tw	Cutibacterium	95096.03104
LKMB002-2-075_S182	S021	Moist_Tw	Other	5078820.81008
LKMB002-1-31_S35	S004	Rarely_Moist_Af	Cutibacterium	4408866.73264
LKMB002-1-31_S35	S004	Rarely_Moist_Af	Corynebacterium	305148.82496
LKMB002-1-31_S35	S004	Rarely_Moist_Af	Staphylococcus	213070.38944
LKMB002-1-31_S35	S004	Rarely_Moist_Af	Micrococcus	140897.79928
LKMB002-1-31_S35	S004	Rarely_Moist_Af	Other	6052600.25368
LKMB002-1-52_S157	S006	Sebaceous_Oc	Cutibacterium	41074294.1332
LKMB002-1-52_S157	S006	Sebaceous_Oc	Staphylococcus	1698273.23134
LKMB002-1-52_S157	S006	Sebaceous_Oc	Corynebacterium	41675.41672
LKMB002-1-52_S157	S006	Sebaceous_Oc	Micrococcus	13589.8098
LKMB002-1-52_S157	S006	Sebaceous_Oc	Other	2471533.40896
LKMN002-3-23_S226	S027	Sebaceous_Al	Cutibacterium	7497805.0602
LKMN002-3-23_S226	S027	Sebaceous_Al	Staphylococcus	605866.9533
LKMN002-3-23_S226	S027	Sebaceous_Al	Corynebacterium	471493.2684
LKMN002-3-23_S226	S027	Sebaceous_Al	Micrococcus	62777.2614
LKMN002-3-23_S226	S027	Sebaceous_Al	Other	845027.4567
LKMB002-2-033_S124	S016	Rarely_Moist_Af	Cutibacterium	9162465.96672
LKMB002-2-033_S124	S016	Rarely_Moist_Af	Micrococcus	2110632.1632
LKMB002-2-033_S124	S016	Rarely_Moist_Af	Corynebacterium	593041.34208
LKMB002-2-033_S124	S016	Rarely_Moist_Af	Staphylococcus	179263.32864
LKMB002-2-033_S124	S016	Rarely_Moist_Af	Other	3133541.19936
LKMN002-3-09_S212	S025	Sebaceous_Ba	Cutibacterium	29676073.4804
LKMN002-3-09_S212	S025	Sebaceous_Ba	Micrococcus	167123.35818
LKMN002-3-09_S212	S025	Sebaceous_Ba	Corynebacterium	38823.57504
LKMN002-3-09_S212	S025	Sebaceous_Ba	Staphylococcus	14862.14982
LKMN002-3-09_S212	S025	Sebaceous_Ba	Other	434035.43658
LKMB002-1-36_S40	S005	Sebaceous_Oc	Cutibacterium	21500589.7057
LKMB002-1-36_S40	S005	Sebaceous_Oc	Staphylococcus	84218.43896
LKMB002-1-36_S40	S005	Sebaceous_Oc	Corynebacterium	16888.13024
LKMB002-1-36_S40	S005	Sebaceous_Oc	Micrococcus	10443.97528
LKMB002-1-36_S40	S005	Sebaceous_Oc	Other	609083.74984
LKMB002-1-48_S52	S007	Moist_Um	Corynebacterium	14881087.5134
LKMB002-1-48_S52	S007	Moist_Um	Cutibacterium	1597643.41696
LKMB002-1-48_S52	S007	Moist_Um	Staphylococcus	1127619.82968
LKMB002-1-48_S52	S007	Moist_Um	Micrococcus	15287.29272
LKMB002-1-48_S52	S007	Moist_Um	Other	6643905.9472
LKMB002-1-22_S26	S003	Rarely_Moist_Af	Micrococcus	5709360.49992
LKMB002-1-22_S26	S003	Rarely_Moist_Af	Cutibacterium	1229792.3022
LKMB002-1-22_S26	S003	Rarely_Moist_Af	Corynebacterium	1027160.2572
LKMB002-1-22_S26	S003	Rarely_Moist_Af	Staphylococcus	146189.80992
LKMB002-1-22_S26	S003	Rarely_Moist_Af	Other	6624373.13076
LKMN002-3-20_S223	S026	Rarely_Moist_Af	Cutibacterium	2742355.59048
LKMN002-3-20_S223	S026	Rarely_Moist_Af	Staphylococcus	1729897.0128
LKMN002-3-20_S223	S026	Rarely_Moist_Af	Micrococcus	479152.93536
LKMN002-3-20_S223	S026	Rarely_Moist_Af	Corynebacterium	137114.38224
LKMN002-3-20_S223	S026	Rarely_Moist_Af	Other	1706048.07912
LKMN002-3-26_S229	S027	Sebaceous_Ba	Cutibacterium	7067315.6959
LKMN002-3-26_S229	S027	Sebaceous_Ba	Corynebacterium	288910.8528
LKMN002-3-26_S229	S027	Sebaceous_Ba	Staphylococcus	258608.4214
LKMN002-3-26_S229	S027	Sebaceous_Ba	Micrococcus	248230.8764
LKMN002-3-26_S229	S027	Sebaceous_Ba	Other	12892024.1535
LKMB002-1-96_S95	S012	Rarely_Moist_Af	Cutibacterium	19198541.2049
LKMB002-1-96_S95	S012	Rarely_Moist_Af	Corynebacterium	1499253.74472
LKMB002-1-96_S95	S012	Rarely_Moist_Af	Micrococcus	1222983.39456
LKMB002-1-96_S95	S012	Rarely_Moist_Af	Staphylococcus	276769.93488
LKMB002-1-96_S95	S012	Rarely_Moist_Af	Other	2781687.72096
LKMN002-3-33_S236	S028	Sebaceous_Oc	Cutibacterium	13202030.2473
LKMN002-3-33_S236	S028	Sebaceous_Oc	Staphylococcus	12997541.9505
LKMN002-3-33_S236	S028	Sebaceous_Oc	Micrococcus	531307.11094
LKMN002-3-33_S236	S028	Sebaceous_Oc	Corynebacterium	49234.25758
LKMN002-3-33_S236	S028	Sebaceous_Oc	Other	3424952.43374
LKMB002-1-94_S93	S012	Sebaceous_Ba	Cutibacterium	41596367.8236
LKMB002-1-94_S93	S012	Sebaceous_Ba	Micrococcus	1588599.14412
LKMB002-1-94_S93	S012	Sebaceous_Ba	Corynebacterium	857296.51808
LKMB002-1-94_S93	S012	Sebaceous_Ba	Staphylococcus	134961.42884
LKMB002-1-94_S93	S012	Sebaceous_Ba	Other	660459.08532
LKMB002-2-066_S173	S020	Moist_Um	Cutibacterium	457845.79104
LKMB002-2-066_S173	S020	Moist_Um	Micrococcus	259453.27848
LKMB002-2-066_S173	S020	Moist_Um	Staphylococcus	202460.78688
LKMB002-2-066_S173	S020	Moist_Um	Corynebacterium	95256.26088
LKMB002-2-066_S173	S020	Moist_Um	Other	817539.88272
LKMB002-1-89_S88	S009	Moist_Um	Corynebacterium	9644262.72114
LKMB002-1-89_S88	S009	Moist_Um	Cutibacterium	722180.63942
LKMB002-1-89_S88	S009	Moist_Um	Staphylococcus	549206.50818
LKMB002-1-89_S88	S009	Moist_Um	Micrococcus	7639.23608
LKMB002-1-89_S88	S009	Moist_Um	Other	16359696.8952
LKMB002-2-072_S179	S021	Rarely_Moist_Vf	Cutibacterium	987831.23904
LKMB002-2-072_S179	S021	Rarely_Moist_Vf	Micrococcus	416986.77504
LKMB002-2-072_S179	S021	Rarely_Moist_Vf	Staphylococcus	99253.79232
LKMB002-2-072_S179	S021	Rarely_Moist_Vf	Corynebacterium	99221.9904
LKMB002-2-072_S179	S021	Rarely_Moist_Vf	Other	1576898.2032
LKMN002-3-90_S289	S033	Moist_Um	Corynebacterium	15191787.372
LKMN002-3-90_S289	S033	Moist_Um	Micrococcus	1438909.46608
LKMN002-3-90_S289	S033	Moist_Um	Cutibacterium	302351.39392
LKMN002-3-90_S289	S033	Moist_Um	Staphylococcus	107330.1776
LKMN002-3-90_S289	S033	Moist_Um	Other	5795829.5904
LKMB002-2-057_S148	S019	Rarely_Moist_Af	Cutibacterium	2111506.6104
LKMB002-2-057_S148	S019	Rarely_Moist_Af	Micrococcus	948122.604
LKMB002-2-057_S148	S019	Rarely_Moist_Af	Staphylococcus	490489.5336
LKMB002-2-057_S148	S019	Rarely_Moist_Af	Corynebacterium	92970.5304
LKMB002-2-057_S148	S019	Rarely_Moist_Af	Other	11090750.7216
LKMB002-1-23_S27	S003	Moist_Um	Corynebacterium	15661366.4813
LKMB002-1-23_S27	S003	Moist_Um	Cutibacterium	898515.70432
LKMB002-1-23_S27	S003	Moist_Um	Micrococcus	102531.83616
LKMB002-1-23_S27	S003	Moist_Um	Staphylococcus	66620.92736
LKMB002-1-23_S27	S003	Moist_Um	Other	8037109.05088
LKMB002-2-006_S97	S013	Sebaceous_Oc	Cutibacterium	14560406.5698
LKMB002-2-006_S97	S013	Sebaceous_Oc	Staphylococcus	3228877.55736
LKMB002-2-006_S97	S013	Sebaceous_Oc	Corynebacterium	51890.66064
LKMB002-2-006_S97	S013	Sebaceous_Oc	Micrococcus	45686.34252
LKMB002-2-006_S97	S013	Sebaceous_Oc	Other	914102.86968
LKMN002-3-15_S218	S026	Sebaceous_Al	Cutibacterium	16804449.436
LKMN002-3-15_S218	S026	Sebaceous_Al	Staphylococcus	422207.90852
LKMN002-3-15_S218	S026	Sebaceous_Al	Corynebacterium	105776.46028
LKMN002-3-15_S218	S026	Sebaceous_Al	Micrococcus	16342.37332
LKMN002-3-15_S218	S026	Sebaceous_Al	Other	609875.82192
LKMB002-2-071_S178	S021	Sebaceous_Ba	Staphylococcus	5770769.69264
LKMB002-2-071_S178	S021	Sebaceous_Ba	Cutibacterium	979395.74072
LKMB002-2-071_S178	S021	Sebaceous_Ba	Micrococcus	495243.10128
LKMB002-2-071_S178	S021	Sebaceous_Ba	Corynebacterium	165473.61648
LKMB002-2-071_S178	S021	Sebaceous_Ba	Other	2403685.84888
LKMN002-3-12_S215	S025	Moist_Um	Corynebacterium	11556734.0357
LKMN002-3-12_S215	S025	Moist_Um	Staphylococcus	3142876.5
LKMN002-3-12_S215	S025	Moist_Um	Cutibacterium	1412031.55392
LKMN002-3-12_S215	S025	Moist_Um	Micrococcus	28830.65376
LKMN002-3-12_S215	S025	Moist_Um	Other	621535.25664
LKMB002-2-089_S196	S023	Rarely_Moist_Vf	Cutibacterium	3135105.37472
LKMB002-2-089_S196	S023	Rarely_Moist_Vf	Micrococcus	753406.72616
LKMB002-2-089_S196	S023	Rarely_Moist_Vf	Staphylococcus	238667.44616
LKMB002-2-089_S196	S023	Rarely_Moist_Vf	Corynebacterium	231289.51648
LKMB002-2-089_S196	S023	Rarely_Moist_Vf	Other	12799506.9365
LKMN002-3-34_S237	S028	Sebaceous_Ba	Cutibacterium	6805339.35046
LKMN002-3-34_S237	S028	Sebaceous_Ba	Micrococcus	562171.72032
LKMN002-3-34_S237	S028	Sebaceous_Ba	Staphylococcus	400054.21764
LKMN002-3-34_S237	S028	Sebaceous_Ba	Corynebacterium	158213.5324
LKMN002-3-34_S237	S028	Sebaceous_Ba	Other	2347827.17918
LKMN002-3-72_S271	S032	Rarely_Moist_Af	Cutibacterium	973880.92698
LKMN002-3-72_S271	S032	Rarely_Moist_Af	Micrococcus	60787.19738
LKMN002-3-72_S271	S032	Rarely_Moist_Af	Staphylococcus	26051.65602
LKMN002-3-72_S271	S032	Rarely_Moist_Af	Corynebacterium	15231.4162
LKMN002-3-72_S271	S032	Rarely_Moist_Af	Other	902154.80342
LKMB002-2-042_S133	S017	Rarely_Moist_Af	Cutibacterium	10902078.7709
LKMB002-2-042_S133	S017	Rarely_Moist_Af	Corynebacterium	2905751.59896
LKMB002-2-042_S133	S017	Rarely_Moist_Af	Staphylococcus	1598591.95636
LKMB002-2-042_S133	S017	Rarely_Moist_Af	Micrococcus	121226.04648
LKMB002-2-042_S133	S017	Rarely_Moist_Af	Other	15084989.6273
LKMB002-2-056_S147	S019	Rarely_Moist_Vf	Micrococcus	3360139.40232
LKMB002-2-056_S147	S019	Rarely_Moist_Vf	Cutibacterium	3291744.91644
LKMB002-2-056_S147	S019	Rarely_Moist_Vf	Staphylococcus	351262.54692
LKMB002-2-056_S147	S019	Rarely_Moist_Vf	Corynebacterium	198135.78228
LKMB002-2-056_S147	S019	Rarely_Moist_Vf	Other	8816161.35204
LKMB002-1-29_S33	S004	Sebaceous_Ba	Cutibacterium	11817316.3633
LKMB002-1-29_S33	S004	Sebaceous_Ba	Corynebacterium	848898.529
LKMB002-1-29_S33	S004	Sebaceous_Ba	Micrococcus	494632.08556
LKMB002-1-29_S33	S004	Sebaceous_Ba	Staphylococcus	405308.49512
LKMB002-1-29_S33	S004	Sebaceous_Ba	Other	8061832.527
LKMN002-3-47_S246	S029	Moist_Tw	Staphylococcus	866081.0702
LKMN002-3-47_S246	S029	Moist_Tw	Corynebacterium	44505.0664
LKMN002-3-47_S246	S029	Moist_Tw	Cutibacterium	11011.88442
LKMN002-3-47_S246	S029	Moist_Tw	Micrococcus	5864.68632
LKMN002-3-47_S246	S029	Moist_Tw	Other	112375.29266
LKMB002-1-72_S71	S011	Rarely_Moist_Af	Micrococcus	844937.85376
LKMB002-1-72_S71	S011	Rarely_Moist_Af	Cutibacterium	465678.91968
LKMB002-1-72_S71	S011	Rarely_Moist_Af	Corynebacterium	215461.272
LKMB002-1-72_S71	S011	Rarely_Moist_Af	Staphylococcus	122965.98496
LKMB002-1-72_S71	S011	Rarely_Moist_Af	Other	3060491.9696
LKMB002-2-047_S138	S018	Moist_Na	Corynebacterium	1477452.705
LKMB002-2-047_S138	S018	Moist_Na	Cutibacterium	91921.69324
LKMB002-2-047_S138	S018	Moist_Na	Staphylococcus	44460.56352
LKMB002-2-047_S138	S018	Moist_Na	Micrococcus	939.30768
LKMB002-2-047_S138	S018	Moist_Na	Other	994413.73056
LKMB002-1-57_S56	S006	Moist_Tw	Staphylococcus	14475322.2159
LKMB002-1-57_S56	S006	Moist_Tw	Corynebacterium	1798682.2049
LKMB002-1-57_S56	S006	Moist_Tw	Cutibacterium	20648.796
LKMB002-1-57_S56	S006	Moist_Tw	Micrococcus	15142.4504
LKMB002-1-57_S56	S006	Moist_Tw	Other	897534.3328
LKMB002-2-007_S98	S013	Sebaceous_Ba	Cutibacterium	16384565.6975
LKMB002-2-007_S98	S013	Sebaceous_Ba	Micrococcus	1332844.49304
LKMB002-2-007_S98	S013	Sebaceous_Ba	Staphylococcus	1241701.074
LKMB002-2-007_S98	S013	Sebaceous_Ba	Corynebacterium	388127.59344
LKMB002-2-007_S98	S013	Sebaceous_Ba	Other	6254845.14204
LKMN002-3-63_S262	S031	Rarely_Moist_Af	Cutibacterium	4531658.23976
LKMN002-3-63_S262	S031	Rarely_Moist_Af	Corynebacterium	427079.81296
LKMN002-3-63_S262	S031	Rarely_Moist_Af	Micrococcus	85805.30604
LKMN002-3-63_S262	S031	Rarely_Moist_Af	Staphylococcus	70605.93682
LKMN002-3-63_S262	S031	Rarely_Moist_Af	Other	2372224.70442
LKMB002-2-038_S129	S017	Moist_Na	Cutibacterium	156375.70494
LKMB002-2-038_S129	S017	Moist_Na	Corynebacterium	156252.42192
LKMB002-2-038_S129	S017	Moist_Na	Staphylococcus	143912.37868
LKMB002-2-038_S129	S017	Moist_Na	Micrococcus	798.40432
LKMB002-2-038_S129	S017	Moist_Na	Other	129723.09014
LKMB002-1-61_S60	S008	Sebaceous_Oc	Cutibacterium	40688.6962
LKMB002-1-61_S60	S008	Sebaceous_Oc	Staphylococcus	23275.1174
LKMB002-1-61_S60	S008	Sebaceous_Oc	Corynebacterium	14197.0771
LKMB002-1-61_S60	S008	Sebaceous_Oc	Micrococcus	1769.7299
LKMB002-1-61_S60	S008	Sebaceous_Oc	Other	20679.3794
LKMB002-1-95_S94	S012	Rarely_Moist_Vf	Cutibacterium	13608254.359
LKMB002-1-95_S94	S012	Rarely_Moist_Vf	Micrococcus	9780932.82056
LKMB002-1-95_S94	S012	Rarely_Moist_Vf	Corynebacterium	2610088.9078
LKMB002-1-95_S94	S012	Rarely_Moist_Vf	Staphylococcus	286942.95256
LKMB002-1-95_S94	S012	Rarely_Moist_Vf	Other	4046016.96004
LKMN002-3-30_S233	S027	Moist_Tw	Corynebacterium	30054165.2744
