BodySite	Permutation	CumulativeDepth	GCFsDiscovered
Moist_Um	11	3e8-4e8	74
Moist_Um	11	4e8-5e8	74
Moist_Um	11	4e8-5e8	75
Moist_Um	11	4e8-5e8	76
Moist_Um	11	5e8-6e8	79
Moist_Um	11	5e8-6e8	79
Moist_Um	11	5e8-6e8	79
Moist_Um	11	5e8-6e8	80
Moist_Um	11	6e8-7e8	84
Moist_Um	11	6e8-7e8	86
Moist_Um	11	6e8-7e8	87
Moist_Um	11	7e8-8e8	89
Moist_Um	11	7e8-8e8	93
Moist_Um	11	7e8-8e8	97
Moist_Um	11	7e8-8e8	97
Moist_Um	11	8e8-9e8	97
Moist_Um	11	8e8-9e8	98
Moist_Um	12	0-1e8	25
Moist_Um	12	0-1e8	32
Moist_Um	12	0-1e8	37
Moist_Um	12	1e8-2e8	47
Moist_Um	12	1e8-2e8	55
Moist_Um	12	1e8-2e8	56
Moist_Um	12	1e8-2e8	57
Moist_Um	12	1e8-2e8	58
Moist_Um	12	2e8-3e8	63
Moist_Um	12	2e8-3e8	67
Moist_Um	12	3e8-4e8	70
Moist_Um	12	3e8-4e8	71
Moist_Um	12	3e8-4e8	74
Moist_Um	12	3e8-4e8	74
Moist_Um	12	4e8-5e8	82
Moist_Um	12	4e8-5e8	82
Moist_Um	12	4e8-5e8	89
Moist_Um	12	4e8-5e8	89
Moist_Um	12	4e8-5e8	89
Moist_Um	12	5e8-6e8	89
Moist_Um	12	5e8-6e8	90
Moist_Um	12	5e8-6e8	90
Moist_Um	12	5e8-6e8	92
Moist_Um	12	6e8-7e8	92
Moist_Um	12	6e8-7e8	92
Moist_Um	12	6e8-7e8	92
Moist_Um	12	6e8-7e8	92
Moist_Um	12	7e8-8e8	92
Moist_Um	12	7e8-8e8	92
Moist_Um	12	8e8-9e8	96
Moist_Um	12	8e8-9e8	96
Moist_Um	12	8e8-9e8	98
Moist_Um	12	8e8-9e8	98
Moist_Um	13	0-1e8	7
Moist_Um	13	0-1e8	18
Moist_Um	13	0-1e8	36
Moist_Um	13	0-1e8	41
Moist_Um	13	0-1e8	42
Moist_Um	13	1e8-2e8	42
Moist_Um	13	1e8-2e8	43
Moist_Um	13	2e8-3e8	44
Moist_Um	13	2e8-3e8	44
Moist_Um	13	2e8-3e8	48
Moist_Um	13	2e8-3e8	56
Moist_Um	13	2e8-3e8	62
Moist_Um	13	2e8-3e8	70
Moist_Um	13	3e8-4e8	76
Moist_Um	13	3e8-4e8	76
Moist_Um	13	3e8-4e8	81
Moist_Um	13	3e8-4e8	81
Moist_Um	13	4e8-5e8	81
Moist_Um	13	4e8-5e8	82
Moist_Um	13	4e8-5e8	84
Moist_Um	13	4e8-5e8	87
Moist_Um	13	5e8-6e8	90
Moist_Um	13	5e8-6e8	90
Moist_Um	13	6e8-7e8	92
Moist_Um	13	6e8-7e8	92
Moist_Um	13	6e8-7e8	93
Moist_Um	13	6e8-7e8	93
Moist_Um	13	7e8-8e8	93
Moist_Um	13	7e8-8e8	95
Moist_Um	13	7e8-8e8	95
Moist_Um	13	8e8-9e8	96
Moist_Um	13	8e8-9e8	96
Moist_Um	13	8e8-9e8	98
Moist_Um	14	0-1e8	11
Moist_Um	14	0-1e8	16
Moist_Um	14	0-1e8	18
Moist_Um	14	0-1e8	25
Moist_Um	14	1e8-2e8	37
Moist_Um	14	1e8-2e8	52
Moist_Um	14	1e8-2e8	61
Moist_Um	14	1e8-2e8	63
Moist_Um	14	2e8-3e8	63
Moist_Um	14	2e8-3e8	71
Moist_Um	14	2e8-3e8	73
Moist_Um	14	2e8-3e8	78
Moist_Um	14	3e8-4e8	78
Moist_Um	14	3e8-4e8	78
Moist_Um	14	3e8-4e8	78
Moist_Um	14	3e8-4e8	78
Moist_Um	14	4e8-5e8	78
Moist_Um	14	4e8-5e8	81
Moist_Um	14	4e8-5e8	84
Moist_Um	14	4e8-5e8	88
Moist_Um	14	5e8-6e8	88
Moist_Um	14	5e8-6e8	90
Moist_Um	14	5e8-6e8	91
Moist_Um	14	5e8-6e8	93
Moist_Um	14	5e8-6e8	94
Moist_Um	14	6e8-7e8	94
Moist_Um	14	6e8-7e8	94
Moist_Um	14	6e8-7e8	96
Moist_Um	14	6e8-7e8	96
Moist_Um	14	7e8-8e8	96
Moist_Um	14	7e8-8e8	96
Moist_Um	14	8e8-9e8	98
Moist_Um	14	8e8-9e8	98
Moist_Um	15	0-1e8	9
Moist_Um	15	0-1e8	23
Moist_Um	15	0-1e8	29
Moist_Um	15	1e8-2e8	35
Moist_Um	15	1e8-2e8	35
Moist_Um	15	1e8-2e8	36
Moist_Um	15	2e8-3e8	37
Moist_Um	15	2e8-3e8	41
Moist_Um	15	2e8-3e8	41
Moist_Um	15	2e8-3e8	45
Moist_Um	15	2e8-3e8	52
Moist_Um	15	2e8-3e8	53
Moist_Um	15	3e8-4e8	59
Moist_Um	15	3e8-4e8	61
Moist_Um	15	3e8-4e8	62
Moist_Um	15	4e8-5e8	62
Moist_Um	15	4e8-5e8	72
Moist_Um	15	4e8-5e8	74
Moist_Um	15	5e8-6e8	74
Moist_Um	15	5e8-6e8	76
Moist_Um	15	5e8-6e8	76
Moist_Um	15	5e8-6e8	78
Moist_Um	15	6e8-7e8	78
Moist_Um	15	6e8-7e8	79
Moist_Um	15	6e8-7e8	79
Moist_Um	15	7e8-8e8	79
Moist_Um	15	7e8-8e8	84
Moist_Um	15	7e8-8e8	91
Moist_Um	15	7e8-8e8	96
Moist_Um	15	7e8-8e8	96
Moist_Um	15	8e8-9e8	96
Moist_Um	15	8e8-9e8	98
Moist_Um	15	8e8-9e8	98
Moist_Um	16	0-1e8	8
Moist_Um	16	0-1e8	25
Moist_Um	16	0-1e8	37
Moist_Um	16	1e8-2e8	43
Moist_Um	16	1e8-2e8	46
Moist_Um	16	2e8-3e8	47
Moist_Um	16	2e8-3e8	59
Moist_Um	16	2e8-3e8	59
Moist_Um	16	2e8-3e8	63
Moist_Um	16	3e8-4e8	67
Moist_Um	16	3e8-4e8	68
Moist_Um	16	3e8-4e8	68
Moist_Um	16	3e8-4e8	69
Moist_Um	16	4e8-5e8	76
Moist_Um	16	4e8-5e8	76
Moist_Um	16	4e8-5e8	77
Moist_Um	16	4e8-5e8	81
Moist_Um	16	4e8-5e8	81
Moist_Um	16	5e8-6e8	84
Moist_Um	16	5e8-6e8	84
Moist_Um	16	5e8-6e8	86
Moist_Um	16	5e8-6e8	86
Moist_Um	16	6e8-7e8	86
Moist_Um	16	6e8-7e8	91
Moist_Um	16	6e8-7e8	92
Moist_Um	16	6e8-7e8	92
Moist_Um	16	7e8-8e8	92
Moist_Um	16	7e8-8e8	92
Moist_Um	16	7e8-8e8	92
Moist_Um	16	7e8-8e8	92
Moist_Um	16	8e8-9e8	96
Moist_Um	16	8e8-9e8	96
Moist_Um	16	8e8-9e8	98
Moist_Um	17	0-1e8	8
Moist_Um	17	0-1e8	11
Moist_Um	17	0-1e8	23
Moist_Um	17	0-1e8	30
Moist_Um	17	1e8-2e8	36
Moist_Um	17	1e8-2e8	49
Moist_Um	17	1e8-2e8	53
Moist_Um	17	2e8-3e8	58
Moist_Um	17	2e8-3e8	62
Moist_Um	17	2e8-3e8	69
Moist_Um	17	2e8-3e8	73
Moist_Um	17	3e8-4e8	78
Moist_Um	17	3e8-4e8	81
Moist_Um	17	3e8-4e8	81
Moist_Um	17	3e8-4e8	84
Moist_Um	17	3e8-4e8	85
Moist_Um	17	4e8-5e8	86
Moist_Um	17	4e8-5e8	86
Moist_Um	17	4e8-5e8	86
Moist_Um	17	5e8-6e8	88
Moist_Um	17	5e8-6e8	88
Moist_Um	17	5e8-6e8	88
Moist_Um	17	5e8-6e8	88
Moist_Um	17	5e8-6e8	88
Moist_Um	17	6e8-7e8	88
Moist_Um	17	6e8-7e8	88
Moist_Um	17	6e8-7e8	92
Moist_Um	17	7e8-8e8	92
Moist_Um	17	7e8-8e8	93
Moist_Um	17	7e8-8e8	93
Moist_Um	17	8e8-9e8	93
Moist_Um	17	8e8-9e8	94
Moist_Um	17	8e8-9e8	98
Moist_Um	18	0-1e8	20
Moist_Um	18	0-1e8	29
Moist_Um	18	0-1e8	31
Moist_Um	18	0-1e8	34
Moist_Um	18	0-1e8	39
Moist_Um	18	1e8-2e8	41
Moist_Um	18	1e8-2e8	51
Moist_Um	18	1e8-2e8	57
Moist_Um	18	1e8-2e8	67
Moist_Um	18	1e8-2e8	67
Moist_Um	18	2e8-3e8	69
Moist_Um	18	2e8-3e8	69
Moist_Um	18	2e8-3e8	78
Moist_Um	18	2e8-3e8	79
Moist_Um	18	3e8-4e8	79
Moist_Um	18	3e8-4e8	80
Moist_Um	18	4e8-5e8	80
Moist_Um	18	4e8-5e8	80
Moist_Um	18	5e8-6e8	80
Moist_Um	18	5e8-6e8	80
Moist_Um	18	5e8-6e8	84
Moist_Um	18	5e8-6e8	84
Moist_Um	18	6e8-7e8	84
Moist_Um	18	6e8-7e8	87
Moist_Um	18	6e8-7e8	90
Moist_Um	18	6e8-7e8	90
Moist_Um	18	7e8-8e8	91
Moist_Um	18	7e8-8e8	92
Moist_Um	18	7e8-8e8	92
Moist_Um	18	7e8-8e8	97
Moist_Um	18	8e8-9e8	97
Moist_Um	18	8e8-9e8	97
Moist_Um	18	8e8-9e8	98
Moist_Um	19	0-1e8	11
Moist_Um	19	0-1e8	30
Moist_Um	19	0-1e8	42
Moist_Um	19	1e8-2e8	54
Moist_Um	19	1e8-2e8	56
Moist_Um	19	1e8-2e8	57
Moist_Um	19	1e8-2e8	60
Moist_Um	19	2e8-3e8	61
Moist_Um	19	2e8-3e8	61
Moist_Um	19	3e8-4e8	62
Moist_Um	19	3e8-4e8	62
Moist_Um	19	3e8-4e8	66
Moist_Um	19	3e8-4e8	75
Moist_Um	19	4e8-5e8	79
Moist_Um	19	4e8-5e8	84
Moist_Um	19	4e8-5e8	84
Moist_Um	19	4e8-5e8	84
Moist_Um	19	4e8-5e8	86
Moist_Um	19	5e8-6e8	86
Moist_Um	19	5e8-6e8	86
Moist_Um	19	5e8-6e8	86
Moist_Um	19	6e8-7e8	86
Moist_Um	19	6e8-7e8	86
Moist_Um	19	6e8-7e8	86
Moist_Um	19	7e8-8e8	86
Moist_Um	19	7e8-8e8	87
Moist_Um	19	7e8-8e8	87
Moist_Um	19	7e8-8e8	89
Moist_Um	19	7e8-8e8	95
Moist_Um	19	8e8-9e8	95
Moist_Um	19	8e8-9e8	96
Moist_Um	19	8e8-9e8	98
Moist_Um	19	8e8-9e8	98
Moist_Um	20	0-1e8	11
Moist_Um	20	0-1e8	17
Moist_Um	20	1e8-2e8	20
Moist_Um	20	1e8-2e8	20
Moist_Um	20	1e8-2e8	41
Moist_Um	20	1e8-2e8	51
Moist_Um	20	1e8-2e8	57
Moist_Um	20	2e8-3e8	58
Moist_Um	20	2e8-3e8	64
Moist_Um	20	2e8-3e8	65
Moist_Um	20	2e8-3e8	65
Moist_Um	20	3e8-4e8	67
Moist_Um	20	3e8-4e8	73
Moist_Um	20	3e8-4e8	76
Moist_Um	20	4e8-5e8	78
Moist_Um	20	4e8-5e8	79
Moist_Um	20	4e8-5e8	79
Moist_Um	20	4e8-5e8	82
Moist_Um	20	5e8-6e8	82
Moist_Um	20	5e8-6e8	86
Moist_Um	20	5e8-6e8	87
Moist_Um	20	5e8-6e8	87
Moist_Um	20	6e8-7e8	87
Moist_Um	20	6e8-7e8	91
Moist_Um	20	6e8-7e8	91
Moist_Um	20	6e8-7e8	91
Moist_Um	20	7e8-8e8	91
Moist_Um	20	7e8-8e8	95
Moist_Um	20	7e8-8e8	96
Moist_Um	20	7e8-8e8	98
Moist_Um	20	7e8-8e8	98
Moist_Um	20	8e8-9e8	98
Moist_Um	20	8e8-9e8	98
Moist_Um	21	0-1e8	16
Moist_Um	21	0-1e8	21
Moist_Um	21	0-1e8	26
Moist_Um	21	1e8-2e8	28
Moist_Um	21	1e8-2e8	40
Moist_Um	21	1e8-2e8	44
Moist_Um	21	1e8-2e8	55
Moist_Um	21	1e8-2e8	61
Moist_Um	21	2e8-3e8	65
Moist_Um	21	2e8-3e8	65
Moist_Um	21	2e8-3e8	66
Moist_Um	21	3e8-4e8	66
Moist_Um	21	3e8-4e8	66
Moist_Um	21	3e8-4e8	66
Moist_Um	21	4e8-5e8	68
Moist_Um	21	4e8-5e8	68
Moist_Um	21	4e8-5e8	68
Moist_Um	21	4e8-5e8	68
Moist_Um	21	5e8-6e8	72
Moist_Um	21	5e8-6e8	72
Moist_Um	21	5e8-6e8	72
Moist_Um	21	5e8-6e8	72
Moist_Um	21	6e8-7e8	81
Moist_Um	21	6e8-7e8	84
Moist_Um	21	6e8-7e8	86
Moist_Um	21	6e8-7e8	91
Moist_Um	21	6e8-7e8	91
Moist_Um	21	6e8-7e8	94
Moist_Um	21	7e8-8e8	94
Moist_Um	21	7e8-8e8	96
Moist_Um	21	7e8-8e8	96
Moist_Um	21	8e8-9e8	98
Moist_Um	21	8e8-9e8	98
Moist_Um	22	0-1e8	13
Moist_Um	22	0-1e8	20
Moist_Um	22	0-1e8	26
Moist_Um	22	1e8-2e8	26
Moist_Um	22	1e8-2e8	45
Moist_Um	22	1e8-2e8	55
Moist_Um	22	1e8-2e8	59
Moist_Um	22	2e8-3e8	65
Moist_Um	22	2e8-3e8	65
Moist_Um	22	2e8-3e8	67
Moist_Um	22	3e8-4e8	74
Moist_Um	22	3e8-4e8	79
Moist_Um	22	3e8-4e8	79
Moist_Um	22	3e8-4e8	82
Moist_Um	22	3e8-4e8	83
Moist_Um	22	4e8-5e8	83
Moist_Um	22	4e8-5e8	83
Moist_Um	22	4e8-5e8	83
Moist_Um	22	5e8-6e8	87
Moist_Um	22	5e8-6e8	89
Moist_Um	22	5e8-6e8	89
Moist_Um	22	5e8-6e8	89
Moist_Um	22	6e8-7e8	90
Moist_Um	22	6e8-7e8	90
Moist_Um	22	6e8-7e8	92
Moist_Um	22	6e8-7e8	92
Moist_Um	22	6e8-7e8	92
Moist_Um	22	7e8-8e8	96
Moist_Um	22	7e8-8e8	98
Moist_Um	22	7e8-8e8	98
Moist_Um	22	7e8-8e8	98
Moist_Um	22	8e8-9e8	98
Moist_Um	22	8e8-9e8	98
Moist_Um	23	0-1e8	17
Moist_Um	23	0-1e8	31
Moist_Um	23	0-1e8	31
Moist_Um	23	1e8-2e8	37
Moist_Um	23	1e8-2e8	39
Moist_Um	23	1e8-2e8	42
Moist_Um	23	1e8-2e8	54
Moist_Um	23	2e8-3e8	60
Moist_Um	23	2e8-3e8	70
Moist_Um	23	2e8-3e8	70
Moist_Um	23	2e8-3e8	70
Moist_Um	23	2e8-3e8	74
Moist_Um	23	3e8-4e8	76
Moist_Um	23	3e8-4e8	77
